-- Install configuration: "Release"
-- Installing: /tmp/ni-s5/install/examples/date1.crexx
-- Installing: /tmp/ni-s5/install/examples/stems_the_hidden_gems.crexx
-- Installing: /tmp/ni-s5/install/examples/rxqueue_named.crexx
-- Installing: /tmp/ni-s5/install/examples/time_sample.crexx
-- Installing: /tmp/ni-s5/install/examples/system.crexx
-- Installing: /tmp/ni-s5/install/examples/nthroot.crexx
-- Installing: /tmp/ni-s5/install/examples/sort.crexx
-- Installing: /tmp/ni-s5/install/examples/xref.crexx
-- Installing: /tmp/ni-s5/install/examples/classes
-- Installing: /tmp/ni-s5/install/examples/classes/global_object_keys.crexx
-- Installing: /tmp/ni-s5/install/examples/classes/README.md
-- Installing: /tmp/ni-s5/install/examples/plugins
-- Installing: /tmp/ni-s5/install/examples/plugins/README.md
-- Installing: /tmp/ni-s5/install/examples/userInteractions.crexx
-- Installing: /tmp/ni-s5/install/examples/lcm.crexx
-- Installing: /tmp/ni-s5/install/examples/metaRexx-sample-api.md
-- Installing: /tmp/ni-s5/install/examples/Service_registry.rxpp
-- Installing: /tmp/ni-s5/install/examples/anagram.crexx
-- Installing: /tmp/ni-s5/install/examples/sieveEratosthenes.crexx
-- Installing: /tmp/ni-s5/install/examples/classFactory.rxpp
-- Installing: /tmp/ni-s5/install/examples/README.md
-- Installing: /tmp/ni-s5/install/examples/caesar.crexx
-- Installing: /tmp/ni-s5/install/examples/exposeVars.crexx
-- Installing: /tmp/ni-s5/install/examples/strings1.crexx
-- Installing: /tmp/ni-s5/install/examples/stems.rxpp
-- Installing: /tmp/ni-s5/install/examples/ooBank.crexx
-- Installing: /tmp/ni-s5/install/examples/gausssqr.crexx
-- Installing: /tmp/ni-s5/install/examples/gcd.crexx
-- Installing: /tmp/ni-s5/install/examples/fibonacci.crexx
-- Installing: /tmp/ni-s5/install/examples/metaRexx-sample.crexx
-- Up-to-date: /tmp/ni-s5/install/examples/functions
-- Up-to-date: /tmp/ni-s5/install/examples/functions/array-formatting
-- Installing: /tmp/ni-s5/install/examples/functions/array-formatting/array_formatting_example.crexx
-- Installing: /tmp/ni-s5/install/examples/functions/array-formatting/README.md
-- Installing: /tmp/ni-s5/install/examples/functions/array-formatting/arrayformat.crexx
-- Installing: /tmp/ni-s5/install/examples/functions/array-formatting/arraydump.crexx
-- Installing: /tmp/ni-s5/install/examples/functions/README.md
-- Installing: /tmp/ni-s5/install/examples/factorial.crexx
-- Installing: /tmp/ni-s5/install/examples/keydb_traversal.crexx
-- Installing: /tmp/ni-s5/install/examples/keydb_lookup_benchmark.crexx
-- Installing: /tmp/ni-s5/install/examples/objects_the_hidden_gems.crexx
-- Installing: /tmp/ni-s5/install/examples/MonteCarlo.crexx
-- Installing: /tmp/ni-s5/install/examples/hello.crexx
-- Up-to-date: /tmp/ni-s5/install/examples/exits
-- Up-to-date: /tmp/ni-s5/install/examples/exits/pprint
-- Installing: /tmp/ni-s5/install/examples/exits/pprint/README.md
-- Installing: /tmp/ni-s5/install/examples/exits/pprint/pprint_example.crexx
-- Installing: /tmp/ni-s5/install/examples/exits/pprint/Pprint.crexx
-- Installing: /tmp/ni-s5/install/examples/exits/README.md
-- Installing: /tmp/ni-s5/install/examples/rexxscript_test.crexx
-- Installing: /tmp/ni-s5/install/examples/ts_subtask_min.rxpp
-- Installing: /tmp/ni-s5/install/lib/cmake/CREXX/CREXXTargets.cmake
-- Installing: /tmp/ni-s5/install/lib/cmake/CREXX/CREXXConfig.cmake
-- Installing: /tmp/ni-s5/install/lib/cmake/CREXX/CREXXConfigVersion.cmake
-- Installing: /tmp/ni-s5/install/lib/cmake/CREXX/CrexxOperationContract.cmake
-- Installing: /tmp/ni-s5/install/lib/cmake/CREXX/RXPluginFunction.cmake
-- Installing: /tmp/ni-s5/install/lib/cmake/CREXX/WriteProviderPackage.cmake
-- Up-to-date: /tmp/ni-s5/install/bin
-- Installing: /tmp/ni-s5/install/bin/crexx
-- Installing: /tmp/ni-s5/install/bin/rxprecomp.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rxvector_static.a
-- Installing: /tmp/ni-s5/install/bin/rxplatform.rxplugin
-- Installing: /tmp/ni-s5/install/bin/address_spawn_group_fixture
-- Installing: /tmp/ni-s5/install/bin/rxtvm_instrumented
-- Installing: /tmp/ni-s5/install/bin/rxfnsc.rxbin
-- Installing: /tmp/ni-s5/install/bin/rx_rxmath_static.a
-- Up-to-date: /tmp/ni-s5/install/bin/rxpp-sh
-- Installing: /tmp/ni-s5/install/bin/librxvmmemory.a
-- Installing: /tmp/ni-s5/install/bin/rx_treemap.rxplugin
-- Installing: /tmp/ni-s5/install/bin/test_rxvmmeta
-- Installing: /tmp/ni-s5/install/bin/rx_strings.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rxllama.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rxvm
-- Installing: /tmp/ni-s5/install/bin/rx_cipher.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rx_keyaccess.rxplugin
-- Installing: /tmp/ni-s5/install/bin/crexx-contract
-- Installing: /tmp/ni-s5/install/bin/librxpashim.a
-- Installing: /tmp/ni-s5/install/bin/rx_getpi.rxplugin
-- Installing: /tmp/ni-s5/install/bin/messages
-- Installing: /tmp/ni-s5/install/bin/messages/diagnostics.en_GB.msg
-- Installing: /tmp/ni-s5/install/bin/messages/diagnostics.nl_NL.msg
-- Installing: /tmp/ni-s5/install/bin/messages/diagnostics.de_DE.msg
-- Installing: /tmp/ni-s5/install/bin/messages/diagnostics.en_US.msg
-- Installing: /tmp/ni-s5/install/bin/crexx_native_compiler
-- Installing: /tmp/ni-s5/install/bin/rx_id_static.a
-- Installing: /tmp/ni-s5/install/bin/library.rxbin
-- Installing: /tmp/ni-s5/install/bin/exittestsupport.rxbin
-- Installing: /tmp/ni-s5/install/bin/librxvmref.a
-- Up-to-date: /tmp/ni-s5/install/bin/ui_local_resources.rxbin
-- Installing: /tmp/ni-s5/install/bin/librxpa.a
-- Installing: /tmp/ni-s5/install/bin/rxfnsg.rxbin
-- Installing: /tmp/ni-s5/install/bin/crexxsaa
-- Installing: /tmp/ni-s5/install/bin/rxbin_size_bench
-- Installing: /tmp/ni-s5/install/bin/rxconsole.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rxc
-- Installing: /tmp/ni-s5/install/bin/rx_odbc_static.a
-- Installing: /tmp/ni-s5/install/bin/rxdb
-- Installing: /tmp/ni-s5/install/bin/librxbin.a
-- Installing: /tmp/ni-s5/install/bin/rxas
-- Installing: /tmp/ni-s5/install/bin/rx_map.rxplugin
-- Installing: /tmp/ni-s5/install/bin/test_rxseqfile
-- Installing: /tmp/ni-s5/install/bin/rxbvm
-- Installing: /tmp/ni-s5/install/bin/libplatform.a
-- Installing: /tmp/ni-s5/install/bin/address_spawn_transfer_fixture
-- Installing: /tmp/ni-s5/install/bin/rxfloat_static.a
-- Installing: /tmp/ni-s5/install/bin/rx_hash_static.a
-- Installing: /tmp/ni-s5/install/bin/rxstats_static.a
-- Installing: /tmp/ni-s5/install/bin/providers
-- Installing: /tmp/ni-s5/install/bin/providers/rxvector_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxplatform.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-ggml.0.23.0.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/rxvector.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxllama.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rxllama.runtime.json
-- Installing: /tmp/ni-s5/install/bin/providers/rxllama.native.json
-- Installing: /tmp/ni-s5/install/bin/providers/rx_hash.a
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-llama-engine.0.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-ggml-metal.so
-- Installing: /tmp/ni-s5/install/bin/providers/rxconsole.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rxfs.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxfloat.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxplatform.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxfloat_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/rx_hash_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxstats_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxsqlite_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-llama-engine.0.4.0.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-ggml-base.0.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/rxid.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rxfs.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rxsqlite.a
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-llama.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/rxplatform_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxvector.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rxid.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxllama_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxllama-NOTICES.txt
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-ggml-base.0.23.0.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-ggml-cpu.so
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-llama-engine.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-ggml.0.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-ggml-base.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/rxfs_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxid_static.a
-- Installing: /tmp/ni-s5/install/bin/providers/rxstats.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rx_hash.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rxfloat.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rxsqlite.rxplugin
-- Installing: /tmp/ni-s5/install/bin/providers/rxllama.a
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-llama.1.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/libcrexx-ggml.dylib
-- Installing: /tmp/ni-s5/install/bin/providers/rxstats.a
-- Installing: /tmp/ni-s5/install/bin/libavl_tree.a
-- Installing: /tmp/ni-s5/install/bin/test_rxcrexxcmd_flush
-- Installing: /tmp/ni-s5/install/bin/crexx_native_libs_argv
-- Installing: /tmp/ni-s5/install/bin/rxsqlite_static.a
-- Installing: /tmp/ni-s5/install/bin/crexx-provider-package
-- Installing: /tmp/ni-s5/install/bin/rxvm_db_decimal_manual.a
-- Installing: /tmp/ni-s5/install/bin/rxlink
-- Installing: /tmp/ni-s5/install/bin/rx_rxtcp_static.a
-- Installing: /tmp/ni-s5/install/bin/rx_e5native.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rx_llist_static.a
-- Installing: /tmp/ni-s5/install/bin/crexx_native_cflags
-- Installing: /tmp/ni-s5/install/bin/librxclib.a
-- Installing: /tmp/ni-s5/install/bin/rx_system.rxplugin
-- Installing: /tmp/ni-s5/install/bin/linein_tty_harness
-- Installing: /tmp/ni-s5/install/bin/rxbvme
-- Installing: /tmp/ni-s5/install/bin/rxcpack
-- Installing: /tmp/ni-s5/install/bin/rx_recv390.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rexxscript
-- Installing: /tmp/ni-s5/install/bin/crexx_native_ldflags
-- Installing: /tmp/ni-s5/install/bin/rxtvm
-- Installing: /tmp/ni-s5/install/bin/maclib.rexx
-- Installing: /tmp/ni-s5/install/bin/rxid.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rxfs.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rxvm_mc_decimal.rxvmplugin
-- Installing: /tmp/ni-s5/install/bin/rx_stack_static.a
-- Installing: /tmp/ni-s5/install/bin/crexx_native_ldflags_argv
-- Installing: /tmp/ni-s5/install/bin/rx_id.rxplugin
-- Up-to-date: /tmp/ni-s5/install/bin/ui_dialogs.rxbin
-- Installing: /tmp/ni-s5/install/bin/crexx_native_cflags_argv
-- Installing: /tmp/ni-s5/install/bin/test_rxsha256
-- Installing: /tmp/ni-s5/install/bin/rxbvm_instrumented
-- Installing: /tmp/ni-s5/install/bin/test_rxspawn_diagnostics
-- Installing: /tmp/ni-s5/install/bin/rx_odbc.rxplugin
-- Installing: /tmp/ni-s5/install/bin/librxvmplugin.a
-- Installing: /tmp/ni-s5/install/bin/crexx_native_compiler_style
-- Installing: /tmp/ni-s5/install/bin/rxpp
-- Installing: /tmp/ni-s5/install/bin/macsys.rexx
-- Installing: /tmp/ni-s5/install/bin/rxplatform_static.a
-- Installing: /tmp/ni-s5/install/bin/rxvector.rxplugin
-- Up-to-date: /tmp/ni-s5/install/bin/ui_ansi.rxbin
-- Installing: /tmp/ni-s5/install/bin/mathlib.rexx
-- Installing: /tmp/ni-s5/install/bin/rxprecomp_static.a
-- Installing: /tmp/ni-s5/install/bin/librxbvml.a
-- Installing: /tmp/ni-s5/install/bin/rxas_test_flatten
-- Installing: /tmp/ni-s5/install/bin/rx_treemap_static.a
-- Installing: /tmp/ni-s5/install/bin/address_argv_fixture
-- Installing: /tmp/ni-s5/install/bin/rx_rxmath.rxplugin
-- Up-to-date: /tmp/ni-s5/install/bin/ui_catalog.rxbin
-- Installing: /tmp/ni-s5/install/bin/librxvml.a
-- Installing: /tmp/ni-s5/install/bin/rx_cipher_static.a
-- Installing: /tmp/ni-s5/install/bin/rxllama_static.a
-- Installing: /tmp/ni-s5/install/bin/rexxscript.rxbin
-- Up-to-date: /tmp/ni-s5/install/bin/ui_contract.rxbin
-- Installing: /tmp/ni-s5/install/bin/rx_keyaccess_static.a
-- Installing: /tmp/ni-s5/install/bin/rxfnsl.rxbin
-- Installing: /tmp/ni-s5/install/bin/rx_rcc_provider.rxplugin
-- Installing: /tmp/ni-s5/install/bin/crexx_native_libs
-- Installing: /tmp/ni-s5/install/bin/linein_stdin_harness
-- Installing: /tmp/ni-s5/install/bin/rx_system_static.a
-- Installing: /tmp/ni-s5/install/bin/rx_llist.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rxvme
-- Installing: /tmp/ni-s5/install/bin/classlib.rxbin
-- Installing: /tmp/ni-s5/install/bin/platform_terminal_harness
-- Installing: /tmp/ni-s5/install/bin/rxvm_mc_decimal.a
-- Installing: /tmp/ni-s5/install/bin/rxvm_db_decimal.rxvmplugin
-- Installing: /tmp/ni-s5/install/bin/rx_recv390_static.a
-- Installing: /tmp/ni-s5/install/bin/rxfs_static.a
-- Installing: /tmp/ni-s5/install/bin/rxid_static.a
-- Installing: /tmp/ni-s5/install/bin/rx_stack.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rxseq
-- Installing: /tmp/ni-s5/install/bin/libdecnumber.a
-- Installing: /tmp/ni-s5/install/bin/rxvm_mc_decimal_manual.a
-- Installing: /tmp/ni-s5/install/bin/rxsqlite_address.rxbin
-- Installing: /tmp/ni-s5/install/bin/syslib.rexx
-- Up-to-date: /tmp/ni-s5/install/bin/ui_terminal_view.rxbin
-- Installing: /tmp/ni-s5/install/bin/rxstats.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rx_hash.rxplugin
-- Installing: /tmp/ni-s5/install/bin/rx_arrays.rxplugin
-- Installing: /tmp/ni-s5/install/bin/classlib_native.rxbin
-- Installing: /tmp/ni-s5/install/bin/rxfloat.rxplugin
-- Up-to-date: /tmp/ni-s5/install/bin/ui.rxbin
-- Installing: /tmp/ni-s5/install/bin/rx_rxpa_session_failure.rxplugin
-- Installing: /tmp/ni-s5/install/bin/test_rxgraph
-- Installing: /tmp/ni-s5/install/bin/rxsqlite.rxplugin
-- Up-to-date: /tmp/ni-s5/install/bin/ui_tui.rxbin
-- Up-to-date: /tmp/ni-s5/install/bin/libcrexxsaa.dylib
-- Installing: /tmp/ni-s5/install/bin/rxcexits.rxbin
-- Installing: /tmp/ni-s5/install/bin/rx_rxtcp.rxplugin
-- Installing: /tmp/ni-s5/install/bin/librxaslib.a
-- Installing: /tmp/ni-s5/install/bin/rxdas
-- Installing: /tmp/ni-s5/install/bin/rxvm_instrumented
