-- Install configuration: "Release"
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/date1.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/time_sample.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/system.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/nthroot.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/sort.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/xref.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/classes
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/classes/README.md
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/plugins
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/plugins/README.md
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/lcm.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/anagram.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/sieveEratosthenes.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/README.md
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/caesar.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/exposeVars.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/strings1.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/stems.rxpp
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/ooBank.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/gausssqr.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/gcd.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/fibonacci.crexx
-- Up-to-date: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/functions
-- Up-to-date: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/functions/array-formatting
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/functions/array-formatting/array_formatting_example.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/functions/array-formatting/README.md
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/functions/array-formatting/arrayformat.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/functions/array-formatting/arraydump.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/functions/README.md
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/factorial.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/MonteCarlo.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/hello.crexx
-- Up-to-date: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/exits
-- Up-to-date: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/exits/pprint
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/exits/pprint/README.md
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/exits/pprint/pprint_example.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/exits/pprint/Pprint.crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/examples/exits/README.md
-- Up-to-date: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/crexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxprecomp.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxfnsc.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_rxmath_static.a
-- Up-to-date: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxpp-sh
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_treemap.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/test_rxvmmeta
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_strings.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxvm
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_cipher.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_keyaccess.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxpashim.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_getpi.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/messages
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/messages/diagnostics.en_GB.msg
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/messages/diagnostics.nl_NL.msg
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/messages/diagnostics.de_DE.msg
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/messages/diagnostics.en_US.msg
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_id_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/library.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/exittestsupport.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxvmref.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxpa.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxfnsg.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/crexxsaa
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxbin_size_bench
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxc
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxdb
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxbin.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxas
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_map.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/test_rxseqfile
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxbvm
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/libplatform.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/libavl_tree.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/test_rxcrexxcmd_flush
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/crexx_native_libs_argv
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxvm_db_decimal_manual.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxlink
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_rxtcp_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_llist_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/crexx_native_cflags
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxclib.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_system.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxbvme
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxcpack
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_recv390.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rexxscript
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/crexx_native_ldflags
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/maclib.rexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxvm_mc_decimal.rxvmplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_stack_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/crexx_native_ldflags_argv
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_id.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/crexx_native_cflags_argv
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxbvm_instrumented
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxvmplugin.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxpp
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/macsys.rexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/mathlib.rexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxprecomp_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxbvml.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxas_test_flatten
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_treemap_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_rxmath.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxvml.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_cipher_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rexxscript.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_keyaccess_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxfnsl.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/crexx_native_libs
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_system_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_llist.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxvme
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/classlib.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxvm_mc_decimal.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxvm_db_decimal.rxvmplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_recv390_static.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_stack.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxseq
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/libdecnumber.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxvm_mc_decimal_manual.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/syslib.rexx
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_arrays.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/classlib_native.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/test_rxgraph
-- Up-to-date: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/libcrexxsaa.dylib
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxcexits.rxbin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rx_rxtcp.rxplugin
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/librxaslib.a
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxdas
-- Installing: /Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/qa-closeout/install-prefix/bin/rxvm_instrumented
