rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,385000,5,1,7,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R11;r2=R5;r3=R42;r4=R47;r5=R52;r6=R40;r7=R56","benchmark_rexxcps_levelb_opt",891
12,154000,2,1,6,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | STEMGET_REG_REG_REG(r2,r3,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","r1=R81;r2=R76;c1=string@17440;r3=R8;c2=string@1272;c3=label@698","benchmark_rexxcps_levelb_opt",679
13,154000,1,1,6,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | STEMGET_REG_REG_REG(r4,r5,r3)","r1=R75;c1=string@34184;r2=R51;r3=R79;r4=R71;r5=R4","benchmark_rexxcps_levelb_opt",606
14,154000,1,1,5,candidate,"DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2) | STEMSET_REG_REG_REG(r3,r4,r2)","r1=R79;c1=decimal@40208;r2=R76;r3=R4;r4=R75","benchmark_rexxcps_levelb_opt",625
15,154000,1,1,4,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r3,r1)","r1=R71;r2=R25;r3=R72;c1=int:0","benchmark_rexxcps_levelb_opt",560
16,154000,1,1,4,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | REQ_REG_REG_STRING(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R72;r2=R25;c1=string@38864;c2=label@597","benchmark_rexxcps_levelb_opt",583
17,154000,1,1,6,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | STEMSET_REG_REG_REG(r3,r4,r1) | DEQ_REG_REG_DECIMAL(r2,r5,c1)","r1=R76;r2=R79;r3=R4;r4=R75;r5=R25;c1=decimal@40640","benchmark_rexxcps_levelb_opt",629
18,154000,1,1,7,candidate,"DGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | ITOS_REG(r4) | CONCAT_REG_STRING_REG(r5,c2,r4)","r1=R67;r2=R25;r3=R68;c1=label@655;r4=R51;r5=R72;c2=string@34184","benchmark_rexxcps_levelb_opt",529
19,154000,1,1,7,candidate,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRF_ID_REG(c2,r1) | ITOS_REG(r3) | CONCAT_REG_STRING_REG(r4,c3,r3)","r1=R72;r2=R25;c1=decimal@39416;c2=label@649;r3=R51;r4=R75;c3=string@34184","benchmark_rexxcps_levelb_opt",597
20,154000,1,1,4,candidate,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | STRLEN_REG_REG(r2,r1) | BR_ID(c2)","r1=R71;r2=R72;c1=int:0;c2=label@573","benchmark_rexxcps_levelb_opt",563
21,154000,1,1,7,candidate,"DTOS_REG(r1) | STEMSET_REG_REG_REG(r2,r3,r1) | DEQ_REG_REG_DECIMAL(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R76;r2=R4;r3=R75;r4=R79;r5=R25;c1=decimal@40640;c2=label@649","benchmark_rexxcps_levelb_opt",632
22,154000,1,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | ITOS_REG(r1) | CONCAT_REG_STRING_REG(r3,c1,r1)","r1=R51;r2=R75;c1=string@34184;r3=R79","benchmark_rexxcps_levelb_opt",604
23,154000,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r3,r1)","r1=R79;r2=R71;c1=decimal@40208;r3=R76","benchmark_rexxcps_levelb_opt",620
24,154000,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DGT_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c1,r1)","r1=R72;r2=R65;r3=R25;c1=label@560","benchmark_rexxcps_levelb_opt",546
25,154000,1,1,4,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3) | DADD_REG_REG_DECIMAL(r3,r3,c1)","r1=R71;r2=R4;r3=R79;c1=decimal@40208","benchmark_rexxcps_levelb_opt",616
26,154000,1,1,4,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3) | DGT_REG_REG_REG(r3,r4,r3)","r1=R65;r2=R4;r3=R72;r4=R25","benchmark_rexxcps_levelb_opt",542
27,154000,1,1,3,candidate,"STOD_REG(r1) | DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2)","r1=R79;c1=decimal@40208;r2=R76","benchmark_rexxcps_levelb_opt",623
28,148500,2,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | STEMGET_REG_REG_REG(r4,r5,r3)","c1=label@746;r1=R79;r2=R75;c2=string@44032;r3=R72;r4=R67;r5=R8","benchmark_rexxcps_levelb_opt",713
29,148500,2,1,5,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | STEMSET_REG_REG_REG(r3,r4,r1) | BR_ID(c1)","r1=R76;r2=R72;r3=R8;r4=R75;c1=label@756","benchmark_rexxcps_levelb_opt",735
30,148500,2,1,5,candidate,"DMULT_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2) | STEMSET_REG_REG_REG(r3,r4,r2)","r1=R72;c1=decimal@35552;r2=R76;r3=R8;r4=R75","benchmark_rexxcps_levelb_opt",731
31,148500,2,1,5,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | STEMGET_REG_REG_REG(r3,r4,r2) | SCOPY_REG_REG(r2,r3)","r1=R75;c1=string@44032;r2=R72;r3=R67;r4=R8","benchmark_rexxcps_levelb_opt",716
32,148500,2,1,4,candidate,"LOAD_REG_STRING(r1,c1) | STEMGET_REG_REG_REG(r2,r3,r1) | SCOPY_REG_REG(r1,r2) | STOD_REG(r1)","r1=R72;c1=string@44032;r2=R67;r3=R8","benchmark_rexxcps_levelb_opt",719
33,148500,2,1,7,candidate,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r3,c3) | LOAD_REG_STRING(r4,c3)","r1=R79;r2=R41;c1=string@1272;c2=label@746;r3=R75;c3=string@44032;r4=R72","benchmark_rexxcps_levelb_opt",709
34,148500,2,1,4,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DMULT_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r3,r1)","r1=R72;r2=R67;c1=decimal@35552;r3=R76","benchmark_rexxcps_levelb_opt",726
35,148500,2,1,4,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3) | DMULT_REG_REG_DECIMAL(r3,r3,c1)","r1=R67;r2=R8;r3=R72;c1=decimal@35552","benchmark_rexxcps_levelb_opt",722
36,148500,2,1,3,candidate,"STOD_REG(r1) | DMULT_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2)","r1=R72;c1=decimal@35552;r2=R76","benchmark_rexxcps_levelb_opt",729
37,77000,1,1,6,candidate,"APPEND_REG_REG(r1,r2) | CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r3,r1,r4) | SCOPY_REG_REG(r5,r3)","r1=R21;r2=R27;c1=string@80584;r3=R19;r4=R28;r5=R15","benchmark_rexxcps_levelb_opt",1267
38,77000,1,1,10,candidate,"BCF_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | CONCAT_REG_REG_STRING(r6,r7,c2) | APPEND_REG_REG(r6,r8)","c1=label@1297;r1=R20;r2=R12;r3=R13;r4=R14;r5=R15;r6=R21;r7=R26;c2=string@80584;r8=R27","benchmark_rexxcps_levelb_opt",1255
39,77000,1,1,14,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG_REG(r6,r7,r8,r9) | NULLN_REG_REG_REG_REG(r10,r11,r12,r13)","c1=label@442;r1=R64;r2=R13;r3=R11;r4=R10;r5=R9;r6=R7;r7=R6;r8=R5;r9=R3;r10=R2;r11=R0;r12=R42;r13=R43","benchmark_rexxcps_levelb_opt",461
40,77000,1,1,8,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1) | PARSEWORDS3_REG_REG_REG_REG(r5,r6,r7,r4) | SCOPY_REG_REG(r8,r5)","r1=R19;r2=R21;r3=R28;r4=R15;r5=R12;r6=R13;r7=R14;r8=R16","benchmark_rexxcps_levelb_opt",1274
41,77000,1,1,8,candidate,"CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r2,r1,r3) | SCOPY_REG_REG(r4,r2) | PARSEWORDS3_REG_REG_REG_REG(r5,r6,r7,r4)","r1=R21;c1=string@80584;r2=R19;r3=R28;r4=R15;r5=R12;r6=R13;r7=R14","benchmark_rexxcps_levelb_opt",1270
42,77000,1,1,6,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | APPEND_REG_REG(r1,r3) | CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r4,r1,r5)","r1=R21;r2=R26;c1=string@80584;r3=R27;r4=R19;r5=R28","benchmark_rexxcps_levelb_opt",1263
43,77000,1,1,6,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | LOAD_REG_STRING(r3,c2) | STEMSET_REG_REG_REG(r4,r1,r3) | ITOS_REG(r2)","r1=R67;c1=string@34184;r2=R51;r3=R68;c2=string@34312;r4=R4","benchmark_rexxcps_levelb_opt",490
44,77000,1,1,7,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | STEMGET_REG_REG_REG(r3,r4,r1) | REQ_REG_REG_REG(r1,r5,r3) | BRF_ID_REG(c2,r1)","r1=R68;c1=string@34184;r2=R51;r3=R65;r4=R4;r5=R41;c2=label@520","benchmark_rexxcps_levelb_opt",503
45,77000,1,1,7,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | STEMRESET_REG_REG(r3,r1) | REQ_REG_REG_STRING(r1,r4,c2) | BRF_ID_REG(c3,r1)","r1=R82;c1=string@41448;r2=R51;r3=R8;r4=R41;c2=string@37440;c3=label@675","benchmark_rexxcps_levelb_opt",657
46,77000,1,1,12,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7) | NULLN_REG_REG_REG_REG(r8,r9,r10,r11)","r1=R64;r2=R51;r3=R63;c1=label@442;r4=R13;r5=R11;r6=R10;r7=R9;r8=R7;r9=R6;r10=R5;r11=R3","benchmark_rexxcps_levelb_opt",457
47,77000,1,1,6,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | LOAD_REG_STRING(r3,c2) | STEMSET_REG_REG_REG(r4,r2,r3)","r1=R51;r2=R67;c1=string@34184;r3=R68;c2=string@34312;r4=R4","benchmark_rexxcps_levelb_opt",488
48,77000,1,1,6,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | STEMGET_REG_REG_REG(r3,r4,r2) | REQ_REG_REG_REG(r2,r5,r3)","r1=R51;r2=R68;c1=string@34184;r3=R65;r4=R4;r5=R41","benchmark_rexxcps_levelb_opt",501
49,77000,1,1,6,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | STEMRESET_REG_REG(r3,r2) | REQ_REG_REG_STRING(r2,r4,c2)","r1=R51;r2=R82;c1=string@41448;r3=R8;r4=R41;c2=string@37440","benchmark_rexxcps_levelb_opt",655
50,77000,1,1,7,candidate,"LOAD_REG_DECIMAL(r1,c1) | DGT_REG_REG_REG(r2,r3,r4) | BRT_ID_REG(c2,r2) | ITOS_REG(r5)","r1=R66;c1=decimal@35552;r2=R67;r3=R25;r4=R68;c2=label@655;r5=R51","benchmark_rexxcps_levelb_opt",526
51,77000,1,1,7,candidate,"LOAD_REG_DECIMAL(r1,c1) | LOAD_REG_DECIMAL(r2,c2) | DGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c3,r3)","r1=R68;c1=decimal@35864;r2=R66;c2=decimal@35552;r3=R67;r4=R25;c3=label@655","benchmark_rexxcps_levelb_opt",523
52,77000,1,1,6,candidate,"LOAD_REG_DECIMAL(r1,c1) | LOAD_REG_DECIMAL(r2,c2) | LOAD_REG_DECIMAL(r3,c1) | DGT_REG_REG_REG(r4,r1,r2)","r1=R25;c1=decimal@35552;r2=R68;c2=decimal@35864;r3=R66;r4=R67","benchmark_rexxcps_levelb_opt",520
53,77000,1,1,10,candidate,"LOAD_REG_INT(r1,c1) | BCF_ID_REG(c2,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | CONCAT_REG_REG_STRING(r6,r7,c3)","r1=R20;c1=int:1;c2=label@1297;r2=R12;r3=R13;r4=R14;r5=R15;r6=R21;r7=R26;c3=string@80584","benchmark_rexxcps_levelb_opt",1252
54,77000,1,1,8,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_STRING(r4,c4)","r1=R90;c1=string@50432;r2=R91;c2=string@17440;r3=R92;c3=string@50632;r4=R93;c4=string@50752","benchmark_rexxcps_levelb_opt",854
55,77000,1,1,8,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R91;c1=string@17440;r2=R92;c2=string@50632;r3=R93;c3=string@50752;r4=R90;c4=int:768","benchmark_rexxcps_levelb_opt",857
56,77000,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r4,c3)","r1=R92;c1=string@50632;r2=R93;c2=string@50752;r3=R90;c3=int:768;r4=R91","benchmark_rexxcps_levelb_opt",860
57,77000,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | PARSEPOS2_REG_REG_REG_INT(r2,r3,r1,c2) | SCOPY_REG_REG(r4,r2) | SCOPY_REG_REG(r5,r3)","r1=R46;c1=string@48704;r2=R13;r3=R6;c2=int:5;r4=R61;r5=R62","benchmark_rexxcps_levelb_opt",840
58,77000,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2)","r1=R93;c1=string@50752;r2=R90;c2=int:768;r3=R91;r4=R92","benchmark_rexxcps_levelb_opt",863
59,77000,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | STEMSET_REG_REG_REG(r2,r3,r1) | ITOS_REG(r4) | CONCAT_REG_STRING_REG(r1,c2,r4)","r1=R68;c1=string@34312;r2=R4;r3=R67;r4=R51;c2=string@34184","benchmark_rexxcps_levelb_opt",494
60,77000,1,1,8,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | ITOS_REG(r4) | CONCAT_REG_STRING_REG(r5,c1,r4) | LOAD_REG_STRING(r6,c2)","r1=R48;r2=R49;r3=R50;r4=R51;r5=R67;c1=string@34184;r6=R68;c2=string@34312","benchmark_rexxcps_levelb_opt",484
61,77000,1,1,8,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | CONCAT_REG_REG_STRING(r5,r6,c1) | APPEND_REG_REG(r5,r7) | CONCAT_REG_REG_STRING(r5,r5,c1)","r1=R12;r2=R13;r3=R14;r4=R15;r5=R21;r6=R26;c1=string@80584;r7=R27","benchmark_rexxcps_levelb_opt",1258
62,77000,1,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | ITOS_REG(r8) | CONCAT_REG_STRING_REG(r9,c1,r8)","r1=R44;r2=R45;r3=R46;r4=R47;r5=R48;r6=R49;r7=R50;r8=R51;r9=R67;c1=string@34184","benchmark_rexxcps_levelb_opt",479
63,77000,1,1,12,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8) | NULLN_REG_REG_REG(r9,r10,r11) | ITOS_REG(r12)","r1=R2;r2=R0;r3=R42;r4=R43;r5=R44;r6=R45;r7=R46;r8=R47;r9=R48;r10=R49;r11=R50;r12=R51","benchmark_rexxcps_levelb_opt",474
64,77000,1,1,15,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8) | NULLN_REG_REG_REG_REG(r9,r10,r11,r12) | NULLN_REG_REG_REG(r13,r14,r15)","r1=R7;r2=R6;r3=R5;r4=R3;r5=R2;r6=R0;r7=R42;r8=R43;r9=R44;r10=R45;r11=R46;r12=R47;r13=R48;r14=R49;r15=R50","benchmark_rexxcps_levelb_opt",469
65,77000,1,1,16,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8) | NULLN_REG_REG_REG_REG(r9,r10,r11,r12) | NULLN_REG_REG_REG_REG(r13,r14,r15,r16)","r1=R13;r2=R11;r3=R10;r4=R9;r5=R7;r6=R6;r7=R5;r8=R3;r9=R2;r10=R0;r11=R42;r12=R43;r13=R44;r14=R45;r15=R46;r16=R47","benchmark_rexxcps_levelb_opt",464
66,77000,1,1,6,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r4,r5) | PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r6,r1)","r1=R0;r2=R1;r3=R2;r4=R3;r5=R28;r6=R8","benchmark_rexxcps_levelb_opt",1230
67,77000,1,1,8,candidate,"NUMSCI_INT_INT_INT(c1,c2,c3) | NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r4,r5) | PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4)","c1=int:9;c2=int:1;c3=int:2;r1=R0;r2=R1;r3=R2;r4=R3;r5=R28","benchmark_rexxcps_levelb_opt",1226
68,77000,1,1,8,candidate,"PARSEPOS2_REG_REG_REG_INT(r1,r2,r3,c1) | SCOPY_REG_REG(r4,r1) | SCOPY_REG_REG(r5,r2) | LOAD_REG_STRING(r6,c2)","r1=R13;r2=R6;r3=R46;c1=int:5;r4=R61;r5=R62;r6=R90;c2=string@50432","benchmark_rexxcps_levelb_opt",843
69,77000,1,1,7,candidate,"PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R0;r2=R1;r3=R2;r4=R3;r5=R8;r6=R9;r7=R10","benchmark_rexxcps_levelb_opt",1238
70,77000,1,1,9,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BCF_ID_REG(c2,r3) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7)","r1=R10;r2=R2;r3=R20;c1=int:1;c2=label@1297;r4=R12;r5=R13;r6=R14;r7=R15","benchmark_rexxcps_levelb_opt",1249
71,77000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_STRING(r5,c3)","r1=R62;r2=R6;r3=R90;c1=string@50432;r4=R91;c2=string@17440;r5=R92;c3=string@50632","benchmark_rexxcps_levelb_opt",851
72,77000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3D_REG_REG_REG_REG(r3,r4,r5,r1) | SCOPY_REG_REG(r6,r3) | SCOPY_REG_REG(r7,r4)","r1=R3;r2=R28;r3=R0;r4=R1;r5=R2;r6=R8;r7=R9","benchmark_rexxcps_levelb_opt",1235
73,77000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | BCF_ID_REG(c2,r5)","r1=R9;r2=R1;r3=R10;r4=R2;r5=R20;c1=int:1;c2=label@1297","benchmark_rexxcps_levelb_opt",1246
74,77000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1) | LOAD_REG_STRING(r6,c2)","r1=R61;r2=R13;r3=R62;r4=R6;r5=R90;c1=string@50432;r6=R91;c2=string@17440","benchmark_rexxcps_levelb_opt",848
75,77000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BCTP_ID_REG(c1,r7)","r1=R55;r2=R7;r3=R40;r4=R0;r5=R59;r6=R45;c1=label@457;r7=R51","benchmark_rexxcps_levelb_opt",956
76,77000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R16;r2=R12;r3=R17;r4=R13;r5=R18;r6=R14;c1=label@1255","benchmark_rexxcps_levelb_opt",1286
77,77000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1)","r1=R8;r2=R0;r3=R9;r4=R1;r5=R10;r6=R2;r7=R20;c1=int:1","benchmark_rexxcps_levelb_opt",1243
78,77000,1,1,7,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c2,r5,r1,r2,r3)","r1=R91;c1=int:768;r2=R92;r3=R93;r4=R87;c2=func@50888;r5=R90","benchmark_rexxcps_levelb_opt",869
79,77000,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R90;c1=int:768;r2=R91;r3=R92;r4=R93","benchmark_rexxcps_levelb_opt",866
80,77000,1,1,6,candidate,"STEMSET_REG_REG_REG(r1,r2,r3) | ITOS_REG(r4) | CONCAT_REG_STRING_REG(r3,c1,r4) | STEMGET_REG_REG_REG(r5,r1,r3)","r1=R4;r2=R67;r3=R68;r4=R51;c1=string@34184;r5=R65","benchmark_rexxcps_levelb_opt",497
81,6000,15,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1) | BR_ID(c2)","r1=R22;r2=R28;c1=int:1;r3=R21;c2=label@13239","trace",13228
82,6000,15,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4)","r1=R28;c1=int:1;r2=R27;r3=R25;r4=R22","trace",13221
83,6000,15,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1) | ILT_REG_REG_INT(r5,r2,c2)","r1=R25;c1=string@1524616;r2=R26;r3=R27;r4=R24;r5=R22;c2=int:2","trace",13188
84,6000,15,1,7,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | STRLEN_REG_REG(r2,r4)","r1=R28;r2=R26;r3=R24;r4=R27;r5=R5;r6=R25;c1=string@1524616","trace",13181
