rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,769814,41,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | IADD_REG_REG_INT(r3,r4,c3) | LINKATTR1_REG_REG_REG(r5,r1,r3)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R9;r4=R13;c3=int:1;r5=R7","benchmark_awfy_richards_noopt",931
265,1171,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","r1=R4;r2=R9;c1=int:9;r3=R6;c2=int:17","benchmark_awfy_richards_noopt",1101
266,1165,2,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R2;r2=R3;c1=int:0;c2=label@2920;r3=R4;c3=int:1","benchmark_awfy_richards_noopt",2893
267,1163,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | MINATTRS_REG_REG_INT(r1,r4,c2)","r1=R6;r2=R7;r3=R18;c1=int:15;r4=R19;c2=int:0","benchmark_awfy_richards_noopt",3092
268,357,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2)","r1=R2;r2=R9;r3=R18;c1=int:26;r4=R8;c2=int:65","benchmark_awfy_richards_noopt",3196
269,357,1,1,6,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R3;r2=R8;c1=int:26;c2=label@3201;r3=R9;c3=int:1","benchmark_awfy_richards_noopt",3180
270,357,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2) | UNLINK_REG(r2)","r1=R2;r2=R9;r3=R18;c1=int:26;r4=R8;c2=int:65","benchmark_awfy_richards_noopt",3199
271,340,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINATTRS_REG_REG_INT(r4,r2,c3)","c1=label@1427;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17;c3=int:0","benchmark_awfy_richards_noopt",1400
272,340,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | BR_ID(c1)","r1=R0;r2=R6;r3=R5;c1=label@1396","benchmark_awfy_richards_noopt",1418
273,340,1,1,8,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R7;r2=R0;c1=int:0;c2=label@1427;r3=R1;r4=R5;r5=R9;c3=int:17","benchmark_awfy_richards_noopt",1396
274,340,1,1,6,over_3_symbols,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | ICOPY_REG_REG(r4,r3)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@1427;r4=R1","benchmark_awfy_richards_noopt",1394
275,64,8,1,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3) | LINKATTR1_REG_REG_REG(r4,r1,r3)","r1=R4;r2=R9;c1=int:17;r3=R6;c2=int:9;c3=int:0;r4=R5","benchmark_awfy_richards_noopt",1110
276,64,8,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r4,r3,r1) | UNLINK_REG(r1)","r1=R6;r2=R9;c1=int:9;r3=R4;c2=int:0;r4=R5","benchmark_awfy_richards_noopt",1114
277,56,7,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","r1=R4;r2=R9;c1=int:17;r3=R6;c2=int:9;c3=int:0","benchmark_awfy_richards_noopt",1108
278,48,6,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R5;r2=R4;r3=R9;c1=int:15;r4=R6;c2=int:9","benchmark_awfy_richards_noopt",1131
279,40,5,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1) | ICOPY_REG_REG(r1,r4)","r1=R5;r2=R4;r3=R6;r4=R7;c1=int:0","benchmark_awfy_richards_noopt",1197
280,40,5,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r4,c1)","r1=R4;r2=R6;c1=int:0;r3=R5;r4=R7","benchmark_awfy_richards_noopt",1193
281,24,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R5;r2=R4;r3=R6;r4=R10","benchmark_awfy_richards_noopt",1122
282,24,3,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r4)","r1=R4;r2=R6;c1=int:0;r3=R5;r4=R10","benchmark_awfy_richards_noopt",1118
283,8,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R4;r2=R6;r3=R9;c1=int:17;c2=int:9","benchmark_awfy_richards_noopt",1105
284,8,8,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R8;c1=int:1;r2=R9;c2=int:0;r3=R2;c3=int:7;r4=R17;c4=int:256","benchmark_awfy_richards_noopt",494
285,8,8,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | LOAD_REG_INT(r6,c2)","r1=R17;r2=R6;r3=R0;r4=R7;r5=R4;c1=int:1;r6=R5;c2=int:1000","benchmark_awfy_richards_noopt",479
286,8,1,1,7,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2) | MINATTRS_REG_REG_INT(r2,r4,c3)","r1=R4;r2=R5;r3=R9;c1=int:10;r4=R7;c2=int:9;c3=int:0","benchmark_awfy_richards_noopt",1211
287,8,8,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | ICOPY_REG_REG(r1,r2)","r1=R3;r2=R2;c1=int:0;r3=R0;c2=int:1","benchmark_awfy_richards_noopt",286
288,7,7,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R3;r2=R2;c1=int:0;r3=R0;c2=int:9","benchmark_awfy_richards_noopt",295
289,7,7,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R3;r2=R0;c1=int:1;r3=R2;c2=int:0","benchmark_awfy_richards_noopt",291
290,6,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LINKATTR1_REG_REG_INT(r5,r6,c2) | ICOPY_REG_REG(r3,r5)","r1=R9;r2=R13;c1=int:1;r3=R7;r4=R8;r5=R10;r6=R12;c2=int:22","benchmark_awfy_richards_noopt",938
291,6,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | RET()","r1=R10;r2=R12;c1=int:22;r3=R13","benchmark_awfy_richards_noopt",1069
292,6,6,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R7;c1=int:0;r2=R8;c2=int:1;r3=R9;r4=R5;c3=int:4","benchmark_awfy_richards_noopt",432
293,6,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r1,r3,c1) | ICOPY_REG_REG(r1,r4)","r1=R10;r2=R8;r3=R12;c1=int:22;r4=R13","benchmark_awfy_richards_noopt",1065
294,5,5,1,7,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r3,c2,r5)","r1=R17;c1=int:256;r2=R6;r3=R7;r4=R0;c2=func@20960;r5=R5","benchmark_awfy_richards_noopt",466
295,4,4,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R4;c1=int:2;r2=R5;c2=int:2000;r3=R7;c3=int:1;r4=R8","benchmark_awfy_richards_noopt",603
296,4,4,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c1)","r1=R0;r2=R6;r3=R7;c1=int:0;r4=R8;c2=int:4;r5=R9","benchmark_awfy_richards_noopt",519
297,3,3,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R4;c1=int:0;r2=R5;r3=R6;r4=R7","benchmark_awfy_richards_noopt",398
298,3,3,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R7;c1=int:1;r2=R8;r3=R9;c2=int:0;r4=R2;c3=int:7","benchmark_awfy_richards_noopt",491
299,3,3,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R8;c1=int:0;r2=R9;r3=R2;c2=int:7;r4=R17;c3=int:256","benchmark_awfy_richards_noopt",410
300,3,3,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c3)","r1=R7;c1=int:0;r2=R8;c2=int:5;r3=R9;r4=R5;c3=int:4","benchmark_awfy_richards_noopt",640
301,3,3,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c3)","r1=R8;c1=int:4;r2=R9;c2=int:0;r3=R5;r4=R17;c3=int:256","benchmark_awfy_richards_noopt",525
302,3,3,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r2,c3)","r1=R0;r2=R7;r3=R4;c1=int:2;r4=R5;c2=int:2000;c3=int:1","benchmark_awfy_richards_noopt",600
303,3,3,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R17;r2=R6;r3=R8;c1=int:5;r4=R9;c2=int:0;r5=R5;c3=int:4","benchmark_awfy_richards_noopt",662
304,2,2,1,6,over_3_symbols,"ISUB_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r3)","r1=R3;c1=int:0;r2=R2;r3=R1;r4=R0;c2=int:22","benchmark_awfy_richards_noopt",259
305,2,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | BRF_ID_REG(c3,r3)","r1=R9;r2=R17;c1=int:18;r3=R8;c2=int:23246;c3=label@860","benchmark_awfy_richards_noopt",842
306,2,2,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | ISUB_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | ICOPY_REG_REG(r3,r2)","r1=R2;c1=int:1;r2=R3;c2=int:0;r3=R1;r4=R0;c3=int:22","benchmark_awfy_richards_noopt",256
307,2,2,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c1)","r1=R6;c1=int:0;r2=R7;r3=R8;c2=int:1;r4=R9","benchmark_awfy_richards_noopt",764
308,2,2,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | RET_REG(r1)","c1=int:1;r1=R1;r2=R3;c2=int:18","benchmark_awfy_richards_noopt",891
309,2,2,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2) | SWAP_REG_REG(r2,r1)","r1=R5;r2=R9;r3=R8;c1=int:1;c2=int:256","benchmark_awfy_richards_noopt",108
310,1,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | MINATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c2) | STOI_REG(r3)","c1=label@50;r1=R5;r2=R0;c2=int:1;r3=R6","benchmark_awfy_richards_noopt",33
311,1,1,1,4,over_3_symbols,"CONCAT_REG_REG_REG(r1,r1,r2) | SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R11;r2=R1;c1=string@14240;c2=int:0","benchmark_awfy_richards_noopt",212
312,1,1,1,4,over_3_symbols,"CONCAT_REG_REG_REG(r1,r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r1,r1,r3)","r1=R11;r2=R2;c1=string@13808;r3=R1","benchmark_awfy_richards_noopt",202
313,1,1,1,5,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r1,r1,r3)","r1=R11;c1=string@13352;r2=R3;c2=string@13512;r3=R2","benchmark_awfy_richards_noopt",192
314,1,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | ITOS_REG(r4)","r1=R7;r2=R6;r3=R5;r4=R3","benchmark_awfy_richards_noopt",184
315,1,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ITOS_REG(r3) | CONCAT_REG_STRING_REG(r4,c1,r3)","r1=R6;r2=R5;r3=R3;r4=R11;c1=string@13352","benchmark_awfy_richards_noopt",186
316,1,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | SCONCAT_REG_REG_STRING(r3,r3,c2)","r1=R5;r2=R3;r3=R11;c1=string@13352;c2=string@13512","benchmark_awfy_richards_noopt",188
317,1,1,1,5,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1) | MINATTRS_REG_INT(r2,c2)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@50","benchmark_awfy_richards_noopt",25
318,1,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1) | ISUB_REG_INT_REG(r1,c2,r3)","r1=R1;r2=R3;r3=R2;c1=int:1;c2=int:0","benchmark_awfy_richards_noopt",267
319,1,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R3;r2=R1;r3=R2;c1=int:0;r4=R0;c2=int:1","benchmark_awfy_richards_noopt",283
320,1,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R1;r2=R2;r3=R13;c1=int:2","benchmark_awfy_richards_noopt",4143
321,1,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | ILT_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R3;r2=R6;c1=int:1;c2=label@72","benchmark_awfy_richards_noopt",45
322,1,1,1,5,over_3_symbols,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINATTRS_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R5;c1=int:1;c2=label@50;r2=R0;r3=R6","benchmark_awfy_richards_noopt",29
323,1,1,1,8,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2) | CALL_REG_FUNC_REG(r5,c3,r4)","r1=R4;r2=R7;r3=R3;c1=label@184;r4=R8;c2=int:0;r5=R5;c3=func@9328","benchmark_awfy_richards_noopt",81
324,1,1,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SAY_REG(r2) | SAY_STRING(c1)","r1=R1;r2=R11;c1=string@14240","benchmark_awfy_richards_noopt",210
325,1,1,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1) | ITOS_REG(r3)","r1=R2;r2=R11;c1=string@13808;r3=R1","benchmark_awfy_richards_noopt",200
326,1,1,1,5,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2) | ITOS_REG(r3)","r1=R3;r2=R11;c1=string@13352;c2=string@13512;r3=R2","benchmark_awfy_richards_noopt",190
327,1,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | RET_REG(r2)","r1=R3;r2=R0;c1=int:26;r3=R2","benchmark_awfy_richards_noopt",375
328,1,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R6;r2=R0;c1=int:1;r3=R3","benchmark_awfy_richards_noopt",39
329,1,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c3,r2)","r1=R3;c1=int:1;r2=R5;r3=R0;c2=int:0;c3=label@50","benchmark_awfy_richards_noopt",22
330,1,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2) | LOAD_REG_INT(r4,c3)","r1=R7;c1=int:1;r2=R4;r3=R3;c2=label@184;r4=R8;c3=int:0","benchmark_awfy_richards_noopt",78
331,1,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R7;c1=int:0;r2=R8;r3=R9;r4=R2;c2=int:7","benchmark_awfy_richards_noopt",407
332,1,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | IGT_REG_REG_REG(r4,r3,r5)","r1=R2;c1=int:0;r2=R1;r3=R7;c2=int:1;r4=R4;r5=R3","benchmark_awfy_richards_noopt",72
333,1,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4) | BRT_ID_REG(c3,r3)","r1=R1;c1=int:0;r2=R7;c2=int:1;r3=R4;r4=R3;c3=label@184","benchmark_awfy_richards_noopt",75
334,1,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R4;c1=int:1;r2=R5;c2=int:1000;r3=R7;r4=R8","benchmark_awfy_richards_noopt",485
335,1,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R7;c1=int:0;r2=R8;c2=int:4;r3=R9;r4=R5","benchmark_awfy_richards_noopt",522
336,1,1,1,4,over_3_symbols,"MINATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c1) | STOI_REG(r2) | ICOPY_REG_REG(r3,r2)","r1=R0;c1=int:1;r2=R6;r3=R3","benchmark_awfy_richards_noopt",36
337,1,1,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r1,r1,r2) | SAY_REG(r1)","r1=R11;c1=string@13808;r2=R1","benchmark_awfy_richards_noopt",206
338,1,1,1,4,over_3_symbols,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r1,r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2)","r1=R11;c1=string@13512;r2=R2;c2=string@13808","benchmark_awfy_richards_noopt",196
339,1,1,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | SETNUMDGTS_INT(c3) | SETNUMFUZ_INT(c4)","r1=R0;c1=int:28;c2=string@56;c3=int:18;c4=int:0","benchmark_awfy_richards_noopt",240
340,1,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | COPY_REG_REG(r2,r1)","c1=int:1;c2=label@19;r1=R13;c3=int:512;r2=R0","benchmark_awfy_richards_noopt",6
341,1,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1) | ISUB_REG_INT_REG(r2,c2,r1)","c1=int:1;r1=R2;r2=R3;c2=int:0","benchmark_awfy_richards_noopt",252
342,1,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | LOAD_REG_INT(r2,c2)","c1=int:1;r1=R4;c2=int:0;r2=R5","benchmark_awfy_richards_noopt",394
343,1,1,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3)","c1=int:1;c2=label@19;r1=R13;c3=int:512","benchmark_awfy_richards_noopt",4
344,1,1,1,2,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1)","c1=int:1;r1=R2","benchmark_awfy_richards_noopt",250
345,1,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | COPY_REG_REG(r2,r1) | BR_ID(c4)","c1=int:1;c2=label@19;r1=R13;c3=int:512;r2=R0;c4=label@22","benchmark_awfy_richards_noopt",8
346,1,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c3) | ICOPY_REG_REG(r3,r1)","c1=int:1;r1=R2;r2=R13;c2=int:22;r3=R1;c3=int:2","benchmark_awfy_richards_noopt",4133
347,1,1,1,7,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1) | ISUB_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","c1=int:1;r1=R2;r2=R3;c2=int:0;r3=R1;r4=R0;c3=int:22","benchmark_awfy_richards_noopt",254
348,1,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2)","c1=int:1;r1=R4;c2=int:0;r2=R5;r3=R6","benchmark_awfy_richards_noopt",396
349,1,1,1,5,over_3_symbols,"SETOBJTYPE_REG_STRING(r1,c1) | SETNUMDGTS_INT(c2) | SETNUMFUZ_INT(c3) | SETNUMFRM_INT(c4)","r1=R0;c1=string@56;c2=int:18;c3=int:0;c4=int:1","benchmark_awfy_richards_noopt",243
350,1,1,1,3,candidate,"STOI_REG(r1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r1) | ILT_REG_REG_INT(r1,r2,c1)","r1=R6;r2=R3;c1=int:1","benchmark_awfy_richards_noopt",43
351,1,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | BTOI_REG(r3) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R5;r2=R9;r3=R6;c1=int:0;c2=label@180","benchmark_awfy_richards_noopt",140
352,1,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | INE_REG_REG_INT(r3,r2,c2) | UNLINK_REG(r2)","r1=R17;r2=R9;c1=int:18;r3=R8;c2=int:23246","benchmark_awfy_richards_noopt",839
353,1,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1) | LOAD_REG_INT(r5,c2)","r1=R17;r2=R6;r3=R8;c1=int:1;r4=R9;r5=R5;c2=int:4","benchmark_awfy_richards_noopt",454
354,1,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r2,c1)","r1=R0;r2=R7;r3=R4;c1=int:1;r4=R5;c2=int:1000","benchmark_awfy_richards_noopt",482
355,1,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c2)","r1=R17;r2=R3;r3=R7;c1=int:0;r4=R8;c2=int:1;r5=R9","benchmark_awfy_richards_noopt",429
356,1,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2) | SWAP_REG_REG(r4,r1)","r1=R17;r2=R3;r3=R8;c1=int:1;c2=int:256;r4=R9","benchmark_awfy_richards_noopt",823
