
/tmp/crexx-perf2-linux-x64.d5f0827ca/clang-release/bin/rxvm:     file format elf64-x86-64


Disassembly of section .init:

Disassembly of section .plt:

Disassembly of section .plt.got:

Disassembly of section .text:

00000000000bcaf0 <maybe_trim_attribute_storage>:
   bcaf0:	55                   	push   rbp
   bd15e:	0f 11 49 1c          	movups XMMWORD PTR [rcx+0x1c],xmm1
   bd162:	0f 11 49 10          	movups XMMWORD PTR [rcx+0x10],xmm1
   bd166:	0f 11 09             	movups XMMWORD PTR [rcx],xmm1
   bd169:	eb 2f                	jmp    bd19a <maybe_trim_attribute_storage+0x6aa>
   bd16b:	48 8b 83 80 00 00 00 	mov    rax,QWORD PTR [rbx+0x80]
   bd172:	48 89 85 80 00 00 00 	mov    QWORD PTR [rbp+0x80],rax
   bd179:	8b 83 88 00 00 00    	mov    eax,DWORD PTR [rbx+0x88]
   bd17f:	89 85 88 00 00 00    	mov    DWORD PTR [rbp+0x88],eax
   bd185:	48 c7 83 80 00 00 00 	mov    QWORD PTR [rbx+0x80],0x0
   bd18c:	00 00 00 00 
   bd190:	c7 83 88 00 00 00 00 	mov    DWORD PTR [rbx+0x88],0x0
   bd197:	00 00 00 
   bd19a:	0f 10 83 a8 00 00 00 	movups xmm0,XMMWORD PTR [rbx+0xa8]
   bd1a1:	0f 11 85 a8 00 00 00 	movups XMMWORD PTR [rbp+0xa8],xmm0
   bd1a8:	48 8b 83 b8 00 00 00 	mov    rax,QWORD PTR [rbx+0xb8]
   bd1af:	48 89 85 b8 00 00 00 	mov    QWORD PTR [rbp+0xb8],rax
   bd1b6:	0f 10 83 c0 00 00 00 	movups xmm0,XMMWORD PTR [rbx+0xc0]
   bd1bd:	0f 11 85 c0 00 00 00 	movups XMMWORD PTR [rbp+0xc0],xmm0
   bd1c4:	48 8b 83 d0 00 00 00 	mov    rax,QWORD PTR [rbx+0xd0]
   bd1cb:	48 89 85 d0 00 00 00 	mov    QWORD PTR [rbp+0xd0],rax
   bd1d2:	48 8b 83 90 00 00 00 	mov    rax,QWORD PTR [rbx+0x90]
   bd1d9:	48 85 c0             	test   rax,rax
   bd1dc:	74 12                	je     bd1f0 <maybe_trim_attribute_storage+0x700>
   bd1de:	48 89 85 90 00 00 00 	mov    QWORD PTR [rbp+0x90],rax
   bd1e5:	c7 40 0c 01 00 00 00 	mov    DWORD PTR [rax+0xc],0x1
   bd1ec:	48 89 68 18          	mov    QWORD PTR [rax+0x18],rbp
   bd1f0:	48 8b 83 98 00 00 00 	mov    rax,QWORD PTR [rbx+0x98]
   bd1f7:	48 85 c0             	test   rax,rax
   bd1fa:	0f 84 40 fd ff ff    	je     bcf40 <maybe_trim_attribute_storage+0x450>
   bd200:	48 89 85 98 00 00 00 	mov    QWORD PTR [rbp+0x98],rax
   bd207:	e9 34 fd ff ff       	jmp    bcf40 <maybe_trim_attribute_storage+0x450>
   bd20c:	4d 85 e4             	test   r12,r12
   bd20f:	4c 8b 7c 24 38       	mov    r15,QWORD PTR [rsp+0x38]
   bd214:	48 8b 6c 24 40       	mov    rbp,QWORD PTR [rsp+0x40]
   bd219:	48 8b 3c 24          	mov    rdi,QWORD PTR [rsp]
   bd21d:	4c 8b 44 24 18       	mov    r8,QWORD PTR [rsp+0x18]
   bd222:	74 43                	je     bd267 <maybe_trim_attribute_storage+0x777>
   bd224:	31 c0                	xor    eax,eax
   bd226:	eb 17                	jmp    bd23f <maybe_trim_attribute_storage+0x74f>
   bd228:	0f 1f 84 00 00 00 00 	nop    DWORD PTR [rax+rax*1+0x0]
   bd22f:	00 
   bd230:	48 89 d1             	mov    rcx,rdx
   bd233:	49 89 0c c0          	mov    QWORD PTR [r8+rax*8],rcx
   bd237:	48 ff c0             	inc    rax
   bd23a:	4c 39 e0             	cmp    rax,r12
   bd23d:	74 28                	je     bd267 <maybe_trim_attribute_storage+0x777>
   bd23f:	48 8b 54 c5 00       	mov    rdx,QWORD PTR [rbp+rax*8+0x0]
   bd244:	48 89 f9             	mov    rcx,rdi
   bd247:	31 f6                	xor    esi,esi
   bd249:	0f 1f 80 00 00 00 00 	nop    DWORD PTR [rax+0x0]
   bd250:	49 3b 14 f6          	cmp    rdx,QWORD PTR [r14+rsi*8]
   bd254:	74 dd                	je     bd233 <maybe_trim_attribute_storage+0x743>
   bd256:	48 ff c6             	inc    rsi
   bd259:	48 81 c1 f8 00 00 00 	add    rcx,0xf8
   bd260:	49 39 f4             	cmp    r12,rsi
   bd263:	75 eb                	jne    bd250 <maybe_trim_attribute_storage+0x760>
   bd265:	eb c9                	jmp    bd230 <maybe_trim_attribute_storage+0x740>
   bd267:	48 8b 54 24 10       	mov    rdx,QWORD PTR [rsp+0x10]
   bd26c:	4c 29 e2             	sub    rdx,r12
   bd26f:	76 16                	jbe    bd287 <maybe_trim_attribute_storage+0x797>
   bd271:	4b 8d 3c e0          	lea    rdi,[r8+r12*8]
   bd275:	48 8b 44 24 08       	mov    rax,QWORD PTR [rsp+0x8]
   bd27a:	4a 8d 34 e0          	lea    rsi,[rax+r12*8]
   bd27e:	48 c1 e2 03          	shl    rdx,0x3
   bd282:	e8 a9 61 f5 ff       	call   13430 <memcpy@plt>
   bd287:	31 db                	xor    ebx,ebx
   bd289:	4c 8b 64 24 30       	mov    r12,QWORD PTR [rsp+0x30]
   bd28e:	eb 08                	jmp    bd298 <maybe_trim_attribute_storage+0x7a8>
   bd290:	48 ff c3             	inc    rbx
   bd293:	49 39 dd             	cmp    r13,rbx
   bd296:	74 10                	je     bd2a8 <maybe_trim_attribute_storage+0x7b8>
   bd298:	49 8b 3c de          	mov    rdi,QWORD PTR [r14+rbx*8]
   bd29c:	48 85 ff             	test   rdi,rdi
   bd29f:	74 ef                	je     bd290 <maybe_trim_attribute_storage+0x7a0>
   bd2a1:	e8 aa de ff ff       	call   bb150 <clear_value_contents>
   bd2a6:	eb e8                	jmp    bd290 <maybe_trim_attribute_storage+0x7a0>
   bd2a8:	4d 85 e4             	test   r12,r12
   bd2ab:	74 33                	je     bd2e0 <maybe_trim_attribute_storage+0x7f0>
   bd2ad:	4c 8b 6c 24 28       	mov    r13,QWORD PTR [rsp+0x28]
   bd2b2:	4d 85 ed             	test   r13,r13
   bd2b5:	74 21                	je     bd2d8 <maybe_trim_attribute_storage+0x7e8>
   bd2b7:	31 db                	xor    ebx,ebx
   bd2b9:	eb 0d                	jmp    bd2c8 <maybe_trim_attribute_storage+0x7d8>
   bd2bb:	0f 1f 44 00 00       	nop    DWORD PTR [rax+rax*1+0x0]
   bd2c0:	48 ff c3             	inc    rbx
   bd2c3:	49 39 dd             	cmp    r13,rbx
   bd2c6:	74 10                	je     bd2d8 <maybe_trim_attribute_storage+0x7e8>
   bd2c8:	49 8b 3c dc          	mov    rdi,QWORD PTR [r12+rbx*8]
   bd2cc:	48 85 ff             	test   rdi,rdi
   bd2cf:	74 ef                	je     bd2c0 <maybe_trim_attribute_storage+0x7d0>
   bd2d1:	e8 8a 63 f5 ff       	call   13660 <free@plt>
   bd2d6:	eb e8                	jmp    bd2c0 <maybe_trim_attribute_storage+0x7d0>
   bd2d8:	4c 89 e7             	mov    rdi,r12
   bd2db:	e8 80 63 f5 ff       	call   13660 <free@plt>
   bd2e0:	48 85 ed             	test   rbp,rbp
   bd2e3:	74 08                	je     bd2ed <maybe_trim_attribute_storage+0x7fd>
   bd2e5:	48 89 ef             	mov    rdi,rbp
   bd2e8:	e8 73 63 f5 ff       	call   13660 <free@plt>
   bd2ed:	4c 89 f7             	mov    rdi,r14
   bd2f0:	e8 6b 63 f5 ff       	call   13660 <free@plt>
   bd2f5:	48 8b 44 24 20       	mov    rax,QWORD PTR [rsp+0x20]
   bd2fa:	48 8b 0c 24          	mov    rcx,QWORD PTR [rsp]
   bd2fe:	48 89 08             	mov    QWORD PTR [rax],rcx
   bd301:	48 8b 4c 24 18       	mov    rcx,QWORD PTR [rsp+0x18]
   bd306:	49 89 8f a8 00 00 00 	mov    QWORD PTR [r15+0xa8],rcx
   bd30d:	48 8b 4c 24 08       	mov    rcx,QWORD PTR [rsp+0x8]
   bd312:	49 89 8f b0 00 00 00 	mov    QWORD PTR [r15+0xb0],rcx
   bd319:	49 89 87 b8 00 00 00 	mov    QWORD PTR [r15+0xb8],rax
   bd320:	49 c7 87 d0 00 00 00 	mov    QWORD PTR [r15+0xd0],0x1
   bd327:	01 00 00 00 
   bd32b:	48 8b 44 24 10       	mov    rax,QWORD PTR [rsp+0x10]
   bd330:	49 89 87 c0 00 00 00 	mov    QWORD PTR [r15+0xc0],rax
   bd337:	48 83 c4 48          	add    rsp,0x48
   bd33b:	5b                   	pop    rbx
   bd33c:	41 5c                	pop    r12
   bd33e:	41 5d                	pop    r13
   bd340:	41 5e                	pop    r14
   bd342:	41 5f                	pop    r15
   bd344:	5d                   	pop    rbp
   bd345:	c3                   	ret

Disassembly of section .fini:
