# To display the perf.data header info, please use --header/--header-only options.
#
# symbol: run
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles:u'
# Event count (approx.): 61805490980
#
# Overhead;     Samples;Symbol Offset;IPC   [IPC Coverage]
 0.09%  ; 5          ;[.] run+0x287cd1;-      -            
 0.07%  ; 4          ;[.] run+0x287cce;-      -            
 0.02%  ; 1          ;[.] run+0x287ccb;-      -            
 0.03%  ; 2          ;[.] run+0x287cc6;-      -            
 0.16%  ; 8          ;[.] run+0x287c02;-      -            
 0.08%  ; 4          ;[.] run+0x287bf9;-      -            
 0.02%  ; 1          ;[.] run+0x287bb7;-      -            
 0.27%  ; 13         ;[.] run+0x287bb3;-      -            
 0.10%  ; 5          ;[.] run+0x287ba8;-      -            
 0.02%  ; 1          ;[.] run+0x287ba1;-      -            
 0.21%  ; 11         ;[.] run+0x287b9a;-      -            
 0.03%  ; 2          ;[.] run+0x287b95;-      -            
 0.22%  ; 12         ;[.] run+0x287b90;-      -            
 0.11%  ; 5          ;[.] run+0x287b8c;-      -            
 0.07%  ; 4          ;[.] run+0x287b88;-      -            
 0.24%  ; 12         ;[.] run+0x287b83;-      -            
 0.24%  ; 12         ;[.] run+0x287b80;-      -            
 0.13%  ; 7          ;[.] run+0x287b79;-      -            
 0.29%  ; 15         ;[.] run+0x287b25;-      -            
 0.12%  ; 6          ;[.] run+0x287b1e;-      -            
 0.01%  ; 1          ;[.] run+0x287ad4;-      -            
 0.93%  ; 48         ;[.] run+0x287ad1;-      -            
 1.15%  ; 58         ;[.] run+0x287aca;-      -            
 0.57%  ; 29         ;[.] run+0x287abf;-      -            
 0.02%  ; 1          ;[.] run+0x287abb;-      -            
 0.02%  ; 1          ;[.] run+0x287ab4;-      -            
 0.61%  ; 30         ;[.] run+0x287aaf;-      -            
 1.73%  ; 88         ;[.] run+0x287aaa;-      -            
 0.45%  ; 22         ;[.] run+0x287aa6;-      -            
 0.06%  ; 3          ;[.] run+0x287a9f;-      -            
 0.18%  ; 9          ;[.] run+0x287a97;-      -            
 0.73%  ; 38         ;[.] run+0x287a92;-      -            
 0.19%  ; 9          ;[.] run+0x284659;-      -            
 0.10%  ; 6          ;[.] run+0x284653;-      -            
 0.96%  ; 50         ;[.] run+0x284646;-      -            
 0.17%  ; 8          ;[.] run+0x28463e;-      -            
 1.50%  ; 76         ;[.] run+0x284639;-      -            
 1.07%  ; 54         ;[.] run+0x284630;-      -            
 0.77%  ; 39         ;[.] run+0x284627;-      -            
 0.06%  ; 3          ;[.] run+0x284622;-      -            
 2.25%  ; 114        ;[.] run+0x28461e;-      -            
 0.26%  ; 13         ;[.] run+0x28461a;-      -            
 6.87%  ; 349        ;[.] run+0x284613;-      -            
 2.35%  ; 120        ;[.] run+0x28460f;-      -            
 1.54%  ; 78         ;[.] run+0x284608;-      -            
 2.09%  ; 107        ;[.] run+0x284603;-      -            
 0.18%  ; 10         ;[.] run+0x284601;-      -            
 0.31%  ; 16         ;[.] run+0x2845ff;-      -            
 0.04%  ; 2          ;[.] run+0x2845f7;-      -            
 0.03%  ; 2          ;[.] run+0x2845d2;-      -            
 0.04%  ; 2          ;[.] run+0x2845ce;-      -            
 0.04%  ; 2          ;[.] run+0x2845bf;-      -            
 0.02%  ; 1          ;[.] run+0x2845bb;-      -            
 0.04%  ; 2          ;[.] run+0x2845b7;-      -            
 0.04%  ; 2          ;[.] run+0x2845a4;-      -            
 0.07%  ; 3          ;[.] run+0x28459c;-      -            
 0.05%  ; 2          ;[.] run+0x284594;-      -            
 0.04%  ; 2          ;[.] run+0x28458e;-      -            
 0.05%  ; 2          ;[.] run+0x284584;-      -            
 0.04%  ; 2          ;[.] run+0x284579;-      -            
 0.02%  ; 1          ;[.] run+0x284545;-      -            
 0.04%  ; 2          ;[.] run+0x28452e;-      -            
 0.02%  ; 1          ;[.] run+0x28435d;-      -            
 0.02%  ; 1          ;[.] run+0x2841cd;-      -            
 0.01%  ; 1          ;[.] run+0x2841c1;-      -            
 0.02%  ; 1          ;[.] run+0x281bf2;-      -            
 0.02%  ; 1          ;[.] run+0x2803dc;-      -            
 0.02%  ; 1          ;[.] run+0x2803be;-      -            
 0.02%  ; 1          ;[.] run+0x2803b7;-      -            
 0.02%  ; 1          ;[.] run+0x28037a;-      -            
 0.05%  ; 3          ;[.] run+0x280294;-      -            
 0.04%  ; 2          ;[.] run+0x28028b;-      -            
 0.02%  ; 1          ;[.] run+0x28021f;-      -            
 0.02%  ; 1          ;[.] run+0x28021a;-      -            
 0.02%  ; 1          ;[.] run+0x280208;-      -            
 0.02%  ; 1          ;[.] run+0x28019e;-      -            
 0.06%  ; 3          ;[.] run+0x28013b;-      -            
 0.04%  ; 2          ;[.] run+0x280134;-      -            
 0.02%  ; 1          ;[.] run+0x280113;-      -            
 0.04%  ; 2          ;[.] run+0x280102;-      -            
 0.04%  ; 2          ;[.] run+0x2800c9;-      -            
 0.10%  ; 5          ;[.] run+0x2800b9;-      -            
 0.02%  ; 1          ;[.] run+0x2800b5;-      -            
 0.01%  ; 1          ;[.] run+0x2800b1;-      -            
 0.04%  ; 2          ;[.] run+0x2800a4;-      -            
 0.04%  ; 2          ;[.] run+0x2800a0;-      -            
 0.04%  ; 2          ;[.] run+0x27f585;-      -            
 0.08%  ; 4          ;[.] run+0x27f570;-      -            
 0.02%  ; 1          ;[.] run+0x27f569;-      -            
 0.02%  ; 1          ;[.] run+0x27f561;-      -            
 0.02%  ; 1          ;[.] run+0x27f550;-      -            
 0.02%  ; 1          ;[.] run+0x26db3f;-      -            
 0.02%  ; 1          ;[.] run+0x26db11;-      -            
 0.02%  ; 1          ;[.] run+0x26daf4;-      -            
 0.02%  ; 1          ;[.] run+0x26dacd;-      -            
 0.02%  ; 1          ;[.] run+0x26dab0;-      -            
 0.02%  ; 1          ;[.] run+0x26da88;-      -            
 0.08%  ; 4          ;[.] run+0x26da83;-      -            
 0.10%  ; 5          ;[.] run+0x26da81;-      -            
 0.04%  ; 2          ;[.] run+0x26da7c;-      -            
 0.02%  ; 1          ;[.] run+0x26da78;-      -            
 0.12%  ; 6          ;[.] run+0x26da6f;-      -            
 0.05%  ; 3          ;[.] run+0x26da6b;-      -            
 0.02%  ; 1          ;[.] run+0x26da10;-      -            
 0.02%  ; 1          ;[.] run+0x26d9e4;-      -            
 0.02%  ; 1          ;[.] run+0x26c056;-      -            
 0.02%  ; 1          ;[.] run+0x26c035;-      -            
 0.04%  ; 2          ;[.] run+0x26bb75;-      -            
 0.02%  ; 1          ;[.] run+0x2576e1;-      -            
 0.04%  ; 2          ;[.] run+0x2576d1;-      -            
 0.06%  ; 3          ;[.] run+0x255659;-      -            
 0.02%  ; 1          ;[.] run+0x255524;-      -            
 0.04%  ; 2          ;[.] run+0x255500;-      -            
 0.02%  ; 1          ;[.] run+0x255492;-      -            
 0.02%  ; 1          ;[.] run+0x25546a;-      -            
 0.02%  ; 1          ;[.] run+0x25543a;-      -            
 0.02%  ; 1          ;[.] run+0x255331;-      -            
 0.02%  ; 1          ;[.] run+0x2551f5;-      -            
 0.02%  ; 1          ;[.] run+0x2551a9;-      -            
 0.02%  ; 1          ;[.] run+0x254ce6;-      -            
 0.04%  ; 2          ;[.] run+0x254cb2;-      -            
 0.02%  ; 1          ;[.] run+0x254bdf;-      -            
 0.02%  ; 1          ;[.] run+0x254bd3;-      -            
 0.02%  ; 1          ;[.] run+0x254bc7;-      -            
 0.01%  ; 1          ;[.] run+0x254b8d;-      -            
 0.02%  ; 1          ;[.] run+0x254948;-      -            
 0.02%  ; 1          ;[.] run+0x254937;-      -            
 0.02%  ; 1          ;[.] run+0x254914;-      -            
 0.02%  ; 1          ;[.] run+0x2548cd;-      -            
 0.02%  ; 1          ;[.] run+0x2548bf;-      -            
 0.01%  ; 1          ;[.] run+0x2548b7;-      -            
 0.02%  ; 1          ;[.] run+0x254845;-      -            
 0.02%  ; 1          ;[.] run+0x2547f2;-      -            
 0.06%  ; 3          ;[.] run+0x2547c6;-      -            
 0.02%  ; 1          ;[.] run+0x2547bf;-      -            
 0.02%  ; 1          ;[.] run+0x2547b6;-      -            
 0.02%  ; 1          ;[.] run+0x2547a1;-      -            
 0.02%  ; 1          ;[.] run+0x254796;-      -            
 0.02%  ; 1          ;[.] run+0x25474c;-      -            
 0.06%  ; 4          ;[.] run+0x24f7ab;-      -            
 0.05%  ; 3          ;[.] run+0x24f79b;-      -            
 0.01%  ; 1          ;[.] run+0x24f797;-      -            
 0.03%  ; 2          ;[.] run+0x24f752;-      -            
 0.02%  ; 1          ;[.] run+0x21ba76;-      -            
 0.01%  ; 1          ;[.] run+0x21b9b6;-      -            
 0.02%  ; 1          ;[.] run+0x21b036;-      -            
 0.07%  ; 3          ;[.] run+0x21b015;-      -            
 0.02%  ; 1          ;[.] run+0x21b007;-      -            
 0.04%  ; 2          ;[.] run+0x21b003;-      -            
 0.04%  ; 2          ;[.] run+0x21af54;-      -            
 0.02%  ; 1          ;[.] run+0x21af50;-      -            
 0.02%  ; 1          ;[.] run+0x21aeff;-      -            
 0.02%  ; 1          ;[.] run+0x21aef0;-      -            
 0.02%  ; 1          ;[.] run+0x21aec6;-      -            
 0.01%  ; 1          ;[.] run+0x21ae8a;-      -            
 0.02%  ; 1          ;[.] run+0x21ac8c;-      -            
 0.01%  ; 1          ;[.] run+0x21ac63;-      -            
 0.02%  ; 1          ;[.] run+0x21abab;-      -            
 0.01%  ; 1          ;[.] run+0x213840;-      -            
 0.02%  ; 1          ;[.] run+0x213808;-      -            
 0.02%  ; 1          ;[.] run+0x2125d8;-      -            
 0.02%  ; 1          ;[.] run+0x20c097;-      -            
 0.02%  ; 1          ;[.] run+0x20bfc6;-      -            
 0.02%  ; 1          ;[.] run+0x20bfc2;-      -            
 0.13%  ; 7          ;[.] run+0x20bf9e;-      -            
 0.04%  ; 2          ;[.] run+0x20bf9a;-      -            
 0.02%  ; 1          ;[.] run+0x20bf86;-      -            
 0.06%  ; 3          ;[.] run+0x20be6f;-      -            
 0.04%  ; 2          ;[.] run+0x20be47;-      -            
 0.02%  ; 1          ;[.] run+0x1ff9dc;-      -            
 0.04%  ; 2          ;[.] run+0x1decfb;-      -            
 0.06%  ; 3          ;[.] run+0x1decef;-      -            
 0.02%  ; 1          ;[.] run+0x1dece2;-      -            
 0.12%  ; 6          ;[.] run+0x1decdb;-      -            
 0.02%  ; 1          ;[.] run+0x1de8b9;-      -            
 0.02%  ; 1          ;[.] run+0x1de8ac;-      -            
 0.07%  ; 4          ;[.] run+0x1de89c;-      -            
 0.02%  ; 1          ;[.] run+0x1de893;-      -            
 0.04%  ; 2          ;[.] run+0x1de88f;-      -            
 0.06%  ; 3          ;[.] run+0x1d654a;-      -            
 0.02%  ; 1          ;[.] run+0x1d6523;-      -            
 0.10%  ; 5          ;[.] run+0x1d52f3;-      -            
 0.01%  ; 1          ;[.] run+0x1d4e42;-      -            
 0.02%  ; 1          ;[.] run+0x1d4e39;-      -            
 0.02%  ; 1          ;[.] run+0x1d4e35;-      -            
 0.02%  ; 1          ;[.] run+0x1d4e14;-      -            
 0.02%  ; 1          ;[.] run+0x1d4e10;-      -            
 0.02%  ; 1          ;[.] run+0x1c6591;-      -            
 0.11%  ; 6          ;[.] run+0x1c6286;-      -            
 0.02%  ; 1          ;[.] run+0x1c527d;-      -            
 0.02%  ; 1          ;[.] run+0x1c526c;-      -            
 0.02%  ; 1          ;[.] run+0x1c5249;-      -            
 0.02%  ; 1          ;[.] run+0x1c4d59;-      -            
 0.02%  ; 1          ;[.] run+0x1c4d52;-      -            
 0.02%  ; 1          ;[.] run+0x1c4d46;-      -            
 0.06%  ; 3          ;[.] run+0x1c4003;-      -            
 0.14%  ; 7          ;[.] run+0x1c3ffe;-      -            
 0.04%  ; 2          ;[.] run+0x1c3ff7;-      -            
 0.05%  ; 3          ;[.] run+0x1c3ff2;-      -            
 0.06%  ; 3          ;[.] run+0x1c3fe1;-      -            
 0.10%  ; 6          ;[.] run+0x1c3fd9;-      -            
 0.02%  ; 1          ;[.] run+0x1c3fcd;-      -            
 0.04%  ; 2          ;[.] run+0x1c3fbc;-      -            
 0.04%  ; 2          ;[.] run+0x1c3fb3;-      -            
 0.02%  ; 1          ;[.] run+0x1c3faf;-      -            
 0.02%  ; 1          ;[.] run+0x1c3fa2;-      -            
 0.04%  ; 2          ;[.] run+0x1c3f9e;-      -            
 0.02%  ; 1          ;[.] run+0x1c3f96;-      -            
 0.04%  ; 2          ;[.] run+0x1c3f92;-      -            
 0.04%  ; 2          ;[.] run+0x1c3f8e;-      -            
 0.02%  ; 1          ;[.] run+0x1bccfd;-      -            
 0.02%  ; 1          ;[.] run+0x1bcc83;-      -            
 0.04%  ; 2          ;[.] run+0x1bcc6e;-      -            
 0.02%  ; 1          ;[.] run+0x1bcc67;-      -            
 0.02%  ; 1          ;[.] run+0x1b5794;-      -            
 0.02%  ; 1          ;[.] run+0x1b55fe;-      -            
 0.02%  ; 1          ;[.] run+0x1b55d1;-      -            
 0.04%  ; 2          ;[.] run+0x1b45b1;-      -            
 0.02%  ; 1          ;[.] run+0x1b45aa;-      -            
 0.02%  ; 1          ;[.] run+0x1b459e;-      -            
 0.02%  ; 1          ;[.] run+0x1b4588;-      -            
 0.02%  ; 1          ;[.] run+0x1b4581;-      -            
 0.02%  ; 1          ;[.] run+0x1b456f;-      -            
 0.02%  ; 1          ;[.] run+0x1b4560;-      -            
 0.02%  ; 1          ;[.] run+0x1b4554;-      -            
 0.04%  ; 2          ;[.] run+0x1b4550;-      -            
 0.04%  ; 2          ;[.] run+0x1b453e;-      -            
 0.02%  ; 1          ;[.] run+0x1b453a;-      -            
 0.04%  ; 2          ;[.] run+0x1b2ac8;-      -            
 0.01%  ; 1          ;[.] run+0x1b2a92;-      -            
 0.02%  ; 1          ;[.] run+0x18aaf6;-      -            
 0.02%  ; 1          ;[.] run+0x18aaf3;-      -            
 0.02%  ; 1          ;[.] run+0x18aacc;-      -            
 0.02%  ; 1          ;[.] run+0x186e46;-      -            
 0.04%  ; 2          ;[.] run+0x186df1;-      -            
 0.13%  ; 7          ;[.] run+0x186ddc;-      -            
 0.02%  ; 1          ;[.] run+0x186dd1;-      -            
 0.04%  ; 3          ;[.] run+0x186dc4;-      -            
 0.01%  ; 1          ;[.] run+0x186dc0;-      -            
 0.08%  ; 4          ;[.] run+0x186dbc;-      -            
 0.02%  ; 1          ;[.] run+0x186db8;-      -            
 0.02%  ; 1          ;[.] run+0x186da4;-      -            
 0.08%  ; 4          ;[.] run+0x186da0;-      -            
 0.04%  ; 2          ;[.] run+0x186bfc;-      -            
 0.02%  ; 1          ;[.] run+0x186be0;-      -            
 0.02%  ; 1          ;[.] run+0x186b1e;-      -            
 0.02%  ; 1          ;[.] run+0x186b06;-      -            
 0.02%  ; 1          ;[.] run+0x186b02;-      -            
 0.01%  ; 1          ;[.] run+0x186a20;-      -            
 0.02%  ; 1          ;[.] run+0x1867b6;-      -            
 0.04%  ; 2          ;[.] run+0x186534;-      -            
 0.02%  ; 1          ;[.] run+0x18651c;-      -            
 0.04%  ; 2          ;[.] run+0x1864fc;-      -            
 0.02%  ; 1          ;[.] run+0x1864f8;-      -            
 0.02%  ; 1          ;[.] run+0xe879e;-      -            
 0.12%  ; 6          ;[.] run+0x165d9;-      -            
 0.58%  ; 30         ;[.] run+0x165d6;-      -            
 0.04%  ; 2          ;[.] run+0x165cb;-      -            
 0.12%  ; 6          ;[.] run+0x165c9;-      -            
 0.50%  ; 26         ;[.] run+0x165c3;-      -            
 0.12%  ; 6          ;[.] run+0x165bd;-      -            
 0.06%  ; 3          ;[.] run+0x165b9;-      -            


#
# (Cannot load tips.txt file, please install perf!)
#
