INE_REG_REG_INT	602
INE_REG_REG_REG	120
INSATTRS1_REG_REG_REG	9
IOR_REG_REG_REG	1
ISETATTR1_REG_INT_REG	293
ISETUNLINK_REG_REG	49
ISHL_REG_REG_INT	1
ISHR_REG_REG_INT	8
ISHR_REG_REG_REG	8
ISTYPE_REG_REG_STRING	3
ISUB_REG_INT_REG	206
ISUB_REG_REG_INT	834
ISUB_REG_REG_REG	653
ITOD_REG	11
ITOF_REG	2
ITOSCONCAT_REG_STRING_REG	7
ITOS_REG	61
JUMPI_REG_BINARY	8
JUMPR_REG_BINARY	13
JUMPS_REG_BINARY	18
LINKARG_REG_REG_INT	27
LINKATTR1_REG_REG_INT	975
LINKATTR1_REG_REG_REG	21
LINKREF_REG_REG	4
LINKTOATTR1_INT_REG_REG	7
LINK_REG_REG	4
LOADSETTP2_REG_INT_REG_INT	96
LOADSETTPSWAP_REG_INT_REG_INT_REG	398
LOAD_REG_BINARY	4
LOAD_REG_DECIMAL	5
LOAD_REG_FLOAT	2
LOAD_REG_INT	5124
LOAD_REG_STRING	2391
METADECODEINST_REG_REG	1
METALINKPREG_REG_REG	3
METALOADCALLERADDR_REG	2
METALOADDATA_REG_REG_REG	8
METALOADEDMODULES_REG	7
METALOADEDPROCS_REG_REG	4
METALOADFOPERAND_REG_REG_REG	1
METALOADINST_REG_REG_REG	1
METALOADIOPERAND_REG_REG_REG	4
METALOADMODULE_REG_REG	3
METALOADPOPERAND_REG_REG_REG	1
METALOADSOPERAND_REG_REG_REG	1
MINLINKATTR1_REG_REG_INT	119
MINLINKATTR1_REG_REG_REG_INT	479
MINSTOIATTR1_REG_REG_INT	6
MKREF_REG_REG	2
MTIME_REG	7
NOT_REG_REG	134
NULLN_REG_REG	155
NULLN_REG_REG_REG	297
NULLN_REG_REG_REG_REG	681
NULL_REG	368
NUMSCI_INT_INT_INT	618
PADSTR_REG_REG_REG	373
POSCHAR_REG_REG_REG	15
REDIR2ARR_REG_REG	1
REDIR2STR_REG_REG	1
REFVALID_REG_REG	1
REQ_REG_REG_REG	53
REQ_REG_REG_STRING	381
RET	130
RET_FLOAT	1
RET_INT	396
RET_REG	708
RET_STRING	98
RGTE_REG_REG_REG	4
RGTE_REG_REG_STRING	4
RLTE_REG_REG_REG	4
RLTE_REG_REG_STRING	4
RNE_REG_REG_REG	4
RNE_REG_REG_STRING	109
RXHASH_REG_REG_REG	1
RXVERS_REG	1
SAPPEND_REG_REG	7
SAY_REG	13
SAY_STRING	2
SCONCATITOS_REG_STRING_REG	6
SCONCAT_REG_REG_REG	3
SCONCAT_REG_REG_STRING	18
SCONCAT_REG_STRING_REG	12
SCOPY_REG_REG	4107
SEQ_REG_REG_REG	23
SEQ_REG_REG_STRING	132
SETATTRS_REG_INT	80
SETATTRS_REG_REG	2
SETBINPOS_REG_REG	1
SETBYTE_REG_REG_REG	4
SETLINKATTR1_REG_REG_INT_REG	3
SETNUMCAS_INT	6
SETNUMDGTS_INT	4
SETNUMFRM_INT	5
SETNUMFUZ_INT	9
SETNUMSTD_INT	9
SETOBJTYPE_REG_STRING	72
SETOBJUNINIT_REG_STRING	36
SETSTRPOS_REG_REG	484
SETTPCALL_REG_FUNC_REG_REG_INT	349
SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	134
SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG	42
SETTPSWAP_REG_INT_REG	94
SETTP_REG_INT	496
SGTE_REG_REG_REG	2
SGT_REG_REG_REG	2
SIGNAL_REG_REG	5
SIGNAL_STRING_REG	15
SIGNAL_STRING_STRING	1123
SLTE_REG_REG_REG	2
SLT_REG_REG_REG	2
SNE_REG_REG_STRING	10
SOCKACCEPT_REG_REG	1
SOCKBIND_REG_REG_REG	1
SOCKBLOCKING_REG_REG_REG	1
SOCKCLOSE_REG_REG	6
SOCKCONNECTTLS_REG_REG_REG	2
SOCKCONNECT_REG_REG_REG	2
SOCKERROR_REG_REG	7
SOCKKEEPALIVE_REG_REG_REG	1
SOCKLISTEN_REG_REG_REG	1
SOCKLOCAL_REG_REG	1
SOCKNEW_REG	2
SOCKNODELAY_REG_REG_REG	1
SOCKPEER_REG_REG	1
SOCKPENDING_REG_REG	1
SOCKRECVB_REG_REG_REG	1
SOCKRECV_REG_REG_REG	3
SOCKSENDB_REG_REG_REG	1
SOCKSEND_REG_REG_REG	2
SOCKSHUTDOWN_REG_REG_REG	1
SOCKSTATUS_REG_REG	8
SOCKTIMEOUT_REG_REG_REG	2
SPAWN_REG_REG_REG	1
SRCFPROCSEL_REG_STRING_REG	2
SRCMETHODSEL_REG_REG_STRING	14
STOBIN_REG	14
STOD_REG	7
STOF_REG	7
STOI_REG	18
STOI_REG_REG	1
STR2REDIR_REG_REG	1
STRCHAR_REG_REG_REG	933
STRLEN_REG_REG	1303
STRLOWER_REG_REG	15
STRPOS_REG_REG_REG	59
STRUPPER_REG_REG	160
SUBSTRING_REG_REG_REG	477
SUBSTR_REG_REG_REG	8
SWAPCALL_REG_FUNC_REG_REG_REG	94
SWAPN_REG_REG_REG_REG	145
SWAPN_REG_REG_REG_REG_REG_REG	99
SWAPN_REG_REG_REG_REG_REG_REG_REG_REG	80
SWAPSETTPSWAP_REG_REG_REG_INT_REG	26
SWAPSETTP_REG_REG_REG_INT	3
SWAP_REG_REG	626
TIME_REG	2
UNLINKBR_REG_ID	39
UNLINKLINKATTR1_REG_REG_REG_INT	16
UNLINKN_REG_REG	121
UNLINK_REG	1000
XTIME_REG_STRING	5
