image	workload	mode	opcode	count
permute-noopt	permute	noopt	ASSERTINITIALIZED_REG	3
permute-noopt	permute	noopt	MINSTOIATTR1_REG_REG_INT	1
permute-noopt	permute	noopt	SWAPCALL_REG_FUNC_REG_REG_REG	4
permute-noopt	permute	noopt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	1
permute-noopt	permute	noopt	UNLINKN_REG_REG	1
permute-noopt	permute	noopt	BLT_ID_REG_INT	1
permute-noopt	permute	noopt	LOAD_REG_STRING	1
permute-noopt	permute	noopt	UNLINK_REG	3
permute-noopt	permute	noopt	IADD_REG_REG_INT	1
permute-noopt	permute	noopt	SAY_REG	2
permute-noopt	permute	noopt	SCONCAT_REG_STRING_REG	1
permute-noopt	permute	noopt	IGTE_REG_REG_INT	1
permute-noopt	permute	noopt	ITOSCONCAT_REG_STRING_REG	2
permute-noopt	permute	noopt	IADD_REG_REG_REG	1
permute-noopt	permute	noopt	BRTF_ID_ID_REG	1
permute-noopt	permute	noopt	SWAPN_REG_REG_REG_REG	2
permute-noopt	permute	noopt	SETATTRS_REG_INT	1
permute-noopt	permute	noopt	IGT_REG_REG_REG	2
permute-noopt	permute	noopt	ICOPY_REG_REG	1
permute-noopt	permute	noopt	CALL_REG_FUNC_REG	2
permute-noopt	permute	noopt	RET_INT	2
permute-noopt	permute	noopt	ENDLIFE_REG	1
permute-noopt	permute	noopt	LOADSETTPSWAP_REG_INT_REG_INT_REG	5
permute-opt	permute	opt	RET_REG	4
permute-opt	permute	opt	SAY_STRING	2
permute-opt	permute	opt	BRF_ID_REG	4
permute-opt	permute	opt	NUMSCI_INT_INT_INT	5
permute-opt	permute	opt	ISUB_REG_REG_INT	1
permute-opt	permute	opt	ILT_REG_REG_INT	1
permute-opt	permute	opt	SWAP_REG_REG	4
permute-opt	permute	opt	LINKATTR1_REG_REG_INT	33
permute-opt	permute	opt	BRTPANDT_ID_REG_INT	1
permute-opt	permute	opt	IGETUNLINK_REG_REG	15
permute-opt	permute	opt	APPEND_REG_REG	1
permute-opt	permute	opt	ILT_REG_REG_REG	3
permute-opt	permute	opt	BRT_ID_REG	4
permute-opt	permute	opt	INE_REG_REG_INT	2
permute-opt	permute	opt	SETLINKATTR1_REG_REG_INT_INT	8
permute-opt	permute	opt	GETATTRS_REG_REG_INT	1
permute-opt	permute	opt	ISETUNLINKN_REG_REG_REG	7
permute-opt	permute	opt	SCONCATITOS_REG_STRING_REG	1
permute-opt	permute	opt	SETLINKATTR1_REG_REG_INT_REG_INT	20
permute-opt	permute	opt	COPY_REG_REG	21
permute-opt	permute	opt	SETOBJTYPE_REG_STRING	2
permute-opt	permute	opt	LOAD_REG_INT	21
permute-opt	permute	opt	BR_ID	6
permute-opt	permute	opt	RET	2
permute-opt	permute	opt	ISETATTR1_REG_INT_REG	7
permute-opt	permute	opt	BCTP_ID_REG	1
permute-opt	permute	opt	ASSERTINITIALIZED_REG	3
permute-opt	permute	opt	MINSTOIATTR1_REG_REG_INT	1
permute-opt	permute	opt	SWAPCALL_REG_FUNC_REG_REG_REG	2
permute-opt	permute	opt	UNLINKN_REG_REG	7
permute-opt	permute	opt	UNLINK_REG	17
permute-opt	permute	opt	SAY_REG	2
permute-opt	permute	opt	IADD_REG_REG_INT	3
permute-opt	permute	opt	SCONCAT_REG_STRING_REG	1
permute-opt	permute	opt	IGTE_REG_REG_INT	1
permute-opt	permute	opt	ITOSCONCAT_REG_STRING_REG	2
permute-opt	permute	opt	SWAPN_REG_REG_REG_REG	2
permute-opt	permute	opt	IADD_REG_REG_REG	3
permute-opt	permute	opt	SETATTRS_REG_INT	2
permute-opt	permute	opt	IGT_REG_REG_REG	1
permute-opt	permute	opt	ICOPY_REG_REG	11
permute-opt	permute	opt	CALL_REG_FUNC_REG	4
permute-opt	permute	opt	LOADSETTP2_REG_INT_REG_INT	1
permute-opt	permute	opt	RET_INT	1
permute-opt	permute	opt	ENDLIFE_REG	1
permute-opt	permute	opt	LOADSETTPSWAP_REG_INT_REG_INT_REG	5
mandelbrot-noopt	mandelbrot	noopt	RET_REG	4
mandelbrot-noopt	mandelbrot	noopt	SAY_STRING	1
mandelbrot-noopt	mandelbrot	noopt	BRF_ID_REG	8
mandelbrot-noopt	mandelbrot	noopt	NUMSCI_INT_INT_INT	3
mandelbrot-noopt	mandelbrot	noopt	IEQ_REG_REG_INT	2
mandelbrot-noopt	mandelbrot	noopt	ISUB_REG_REG_INT	3
mandelbrot-noopt	mandelbrot	noopt	ILT_REG_REG_INT	1
mandelbrot-noopt	mandelbrot	noopt	SWAP_REG_REG	2
mandelbrot-noopt	mandelbrot	noopt	BRTPANDT_ID_REG_INT	1
mandelbrot-noopt	mandelbrot	noopt	ISUB_REG_INT_REG	3
mandelbrot-noopt	mandelbrot	noopt	APPEND_REG_REG	1
mandelbrot-noopt	mandelbrot	noopt	IEQ_REG_REG_REG	2
mandelbrot-noopt	mandelbrot	noopt	BRT_ID_REG	3
mandelbrot-noopt	mandelbrot	noopt	ISHL_REG_REG_INT	1
mandelbrot-noopt	mandelbrot	noopt	FCOPY_REG_REG	3
mandelbrot-noopt	mandelbrot	noopt	ITOF_REG_REG	4
mandelbrot-noopt	mandelbrot	noopt	GETATTRS_REG_REG_INT	1
mandelbrot-noopt	mandelbrot	noopt	SCONCATITOS_REG_STRING_REG	1
mandelbrot-noopt	mandelbrot	noopt	ISHL_REG_REG_REG	1
mandelbrot-noopt	mandelbrot	noopt	INE_REG_REG_REG	1
mandelbrot-noopt	mandelbrot	noopt	COPY_REG_REG	1
mandelbrot-noopt	mandelbrot	noopt	CONCAT_REG_REG_STRING	1
mandelbrot-noopt	mandelbrot	noopt	LOAD_REG_INT	23
mandelbrot-noopt	mandelbrot	noopt	FADD_REG_REG_REG	3
mandelbrot-noopt	mandelbrot	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	3
mandelbrot-noopt	mandelbrot	noopt	BR_ID	2
mandelbrot-noopt	mandelbrot	noopt	BCTP_ID_REG	3
mandelbrot-noopt	mandelbrot	noopt	ITOS_REG	1
mandelbrot-noopt	mandelbrot	noopt	MINSTOIATTR1_REG_REG_INT	1
mandelbrot-noopt	mandelbrot	noopt	SWAPCALL_REG_FUNC_REG_REG_REG	1
mandelbrot-noopt	mandelbrot	noopt	LOAD_REG_STRING	1
mandelbrot-noopt	mandelbrot	noopt	BNE_ID_REG_INT	3
mandelbrot-noopt	mandelbrot	noopt	IADD_REG_REG_INT	1
mandelbrot-noopt	mandelbrot	noopt	SAY_REG	2
mandelbrot-noopt	mandelbrot	noopt	SCONCAT_REG_STRING_REG	1
mandelbrot-noopt	mandelbrot	noopt	CONCAT_REG_REG_REG	1
mandelbrot-noopt	mandelbrot	noopt	IGTE_REG_REG_INT	1
mandelbrot-noopt	mandelbrot	noopt	ITOSCONCAT_REG_STRING_REG	3
mandelbrot-noopt	mandelbrot	noopt	FGT_REG_REG_FLOAT	1
mandelbrot-noopt	mandelbrot	noopt	IADD_REG_REG_REG	1
mandelbrot-noopt	mandelbrot	noopt	IGT_REG_REG_REG	3
mandelbrot-noopt	mandelbrot	noopt	FSUB_REG_REG_REG	1
mandelbrot-noopt	mandelbrot	noopt	FDIVSUB_REG_REG_REG_FLOAT	2
mandelbrot-noopt	mandelbrot	noopt	RET_INT	2
mandelbrot-noopt	mandelbrot	noopt	FMULT_REG_REG_FLOAT	3
mandelbrot-noopt	mandelbrot	noopt	LOAD_REG_FLOAT	3
mandelbrot-noopt	mandelbrot	noopt	IXOR_REG_REG_REG	2
mandelbrot-noopt	mandelbrot	noopt	FMULT_REG_REG_REG	3
mandelbrot-opt	mandelbrot	opt	RET_REG	3
mandelbrot-opt	mandelbrot	opt	SAY_STRING	2
mandelbrot-opt	mandelbrot	opt	BRF_ID_REG	8
mandelbrot-opt	mandelbrot	opt	NUMSCI_INT_INT_INT	1
mandelbrot-opt	mandelbrot	opt	IEQ_REG_REG_INT	3
mandelbrot-opt	mandelbrot	opt	ISUB_REG_REG_INT	3
mandelbrot-opt	mandelbrot	opt	ILT_REG_REG_INT	1
mandelbrot-opt	mandelbrot	opt	ISUB_REG_INT_REG	1
mandelbrot-opt	mandelbrot	opt	APPEND_REG_REG	1
mandelbrot-opt	mandelbrot	opt	IEQ_REG_REG_REG	1
mandelbrot-opt	mandelbrot	opt	BRT_ID_REG	3
mandelbrot-opt	mandelbrot	opt	ISHL_REG_REG_INT	1
mandelbrot-opt	mandelbrot	opt	ITOF_REG_REG	4
mandelbrot-opt	mandelbrot	opt	GETATTRS_REG_REG_INT	1
mandelbrot-opt	mandelbrot	opt	SCONCATITOS_REG_STRING_REG	1
mandelbrot-opt	mandelbrot	opt	INE_REG_REG_REG	1
mandelbrot-opt	mandelbrot	opt	ISHL_REG_REG_REG	1
mandelbrot-opt	mandelbrot	opt	COPY_REG_REG	1
mandelbrot-opt	mandelbrot	opt	CONCAT_REG_REG_STRING	1
mandelbrot-opt	mandelbrot	opt	LOAD_REG_INT	21
mandelbrot-opt	mandelbrot	opt	FADD_REG_REG_REG	3
mandelbrot-opt	mandelbrot	opt	BR_ID	4
mandelbrot-opt	mandelbrot	opt	ITOS_REG	1
mandelbrot-opt	mandelbrot	opt	BCTP_ID_REG	3
mandelbrot-opt	mandelbrot	opt	MINSTOIATTR1_REG_REG_INT	1
mandelbrot-opt	mandelbrot	opt	BNE_ID_REG_INT	3
mandelbrot-opt	mandelbrot	opt	SAY_REG	3
mandelbrot-opt	mandelbrot	opt	IADD_REG_REG_INT	1
mandelbrot-opt	mandelbrot	opt	CONCAT_REG_REG_REG	1
mandelbrot-opt	mandelbrot	opt	SCONCAT_REG_STRING_REG	2
mandelbrot-opt	mandelbrot	opt	IGTE_REG_REG_INT	1
mandelbrot-opt	mandelbrot	opt	ITOSCONCAT_REG_STRING_REG	3
mandelbrot-opt	mandelbrot	opt	FGT_REG_REG_FLOAT	1
mandelbrot-opt	mandelbrot	opt	IADD_REG_REG_REG	1
mandelbrot-opt	mandelbrot	opt	IGT_REG_REG_REG	3
mandelbrot-opt	mandelbrot	opt	ICOPY_REG_REG	4
mandelbrot-opt	mandelbrot	opt	FSUB_REG_REG_REG	1
mandelbrot-opt	mandelbrot	opt	FDIVSUB_REG_REG_REG_FLOAT	2
mandelbrot-opt	mandelbrot	opt	RET_INT	1
mandelbrot-opt	mandelbrot	opt	FMULT_REG_REG_FLOAT	3
mandelbrot-opt	mandelbrot	opt	LOAD_REG_FLOAT	3
mandelbrot-opt	mandelbrot	opt	IXOR_REG_REG_REG	2
mandelbrot-opt	mandelbrot	opt	FMULT_REG_REG_REG	3
towers-noopt	towers	noopt	RET_REG	9
towers-noopt	towers	noopt	SETOBJUNINIT_REG_STRING	2
towers-noopt	towers	noopt	SAY_STRING	1
towers-noopt	towers	noopt	BRF_ID_REG	20
towers-noopt	towers	noopt	NUMSCI_INT_INT_INT	14
towers-noopt	towers	noopt	ISUB_REG_REG_INT	2
towers-noopt	towers	noopt	IEQ_REG_REG_INT	11
towers-noopt	towers	noopt	ILT_REG_REG_INT	1
towers-noopt	towers	noopt	SWAP_REG_REG	13
towers-noopt	towers	noopt	LINKATTR1_REG_REG_INT	21
towers-noopt	towers	noopt	BRTPANDT_ID_REG_INT	1
towers-noopt	towers	noopt	ISUB_REG_INT_REG	2
towers-noopt	towers	noopt	IGETUNLINK_REG_REG	3
towers-noopt	towers	noopt	ISUB_REG_REG_REG	1
towers-noopt	towers	noopt	ILT_REG_REG_REG	1
towers-noopt	towers	noopt	APPEND_REG_REG	1
towers-noopt	towers	noopt	BRT_ID_REG	2
towers-noopt	towers	noopt	INE_REG_REG_INT	1
towers-noopt	towers	noopt	GETATTRS_REG_REG_INT	1
towers-noopt	towers	noopt	SCONCATITOS_REG_STRING_REG	1
towers-noopt	towers	noopt	COPY_REG_REG	16
towers-noopt	towers	noopt	SETOBJTYPE_REG_STRING	2
towers-noopt	towers	noopt	SWAPN_REG_REG_REG_REG_REG_REG	6
towers-noopt	towers	noopt	SETTPSWAP_REG_INT_REG	2
towers-noopt	towers	noopt	LOAD_REG_INT	33
towers-noopt	towers	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	2
towers-noopt	towers	noopt	BR_ID	10
towers-noopt	towers	noopt	RET	6
towers-noopt	towers	noopt	ISETATTR1_REG_INT_REG	15
towers-noopt	towers	noopt	BCTP_ID_REG	1
towers-noopt	towers	noopt	ASSERTINITIALIZED_REG	10
towers-noopt	towers	noopt	MINSTOIATTR1_REG_REG_INT	1
towers-noopt	towers	noopt	SWAPCALL_REG_FUNC_REG_REG_REG	8
towers-noopt	towers	noopt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	6
towers-noopt	towers	noopt	BLT_ID_REG_INT	1
towers-noopt	towers	noopt	LOAD_REG_STRING	1
towers-noopt	towers	noopt	UNLINK_REG	11
towers-noopt	towers	noopt	IADD_REG_REG_INT	1
towers-noopt	towers	noopt	SAY_REG	2
towers-noopt	towers	noopt	SCONCAT_REG_STRING_REG	1
towers-noopt	towers	noopt	IGTE_REG_REG_INT	1
towers-noopt	towers	noopt	ITOSCONCAT_REG_STRING_REG	2
towers-noopt	towers	noopt	ASSERTTYPE_REG_STRING	1
towers-noopt	towers	noopt	IADD_REG_REG_REG	1
towers-noopt	towers	noopt	BRTF_ID_ID_REG	1
towers-noopt	towers	noopt	SWAPN_REG_REG_REG_REG	2
towers-noopt	towers	noopt	SETATTRS_REG_INT	2
towers-noopt	towers	noopt	IGT_REG_REG_REG	2
towers-noopt	towers	noopt	ICOPY_REG_REG	1
towers-noopt	towers	noopt	IGTE_REG_REG_REG	1
towers-noopt	towers	noopt	NULL_REG	2
towers-noopt	towers	noopt	CALL_REG_FUNC_REG	3
towers-noopt	towers	noopt	RET_INT	2
towers-noopt	towers	noopt	ENDLIFE_REG	3
towers-noopt	towers	noopt	UNLINKBR_REG_ID	4
towers-noopt	towers	noopt	LOADSETTPSWAP_REG_INT_REG_INT_REG	10
towers-opt	towers	opt	RET_REG	9
towers-opt	towers	opt	SETOBJUNINIT_REG_STRING	7
towers-opt	towers	opt	SAY_STRING	2
towers-opt	towers	opt	BRF_ID_REG	43
towers-opt	towers	opt	NUMSCI_INT_INT_INT	13
towers-opt	towers	opt	ISUB_REG_REG_INT	2
towers-opt	towers	opt	IEQ_REG_REG_INT	29
towers-opt	towers	opt	ILT_REG_REG_INT	1
towers-opt	towers	opt	SWAP_REG_REG	7
towers-opt	towers	opt	LINKATTR1_REG_REG_INT	63
towers-opt	towers	opt	BRTPANDT_ID_REG_INT	1
towers-opt	towers	opt	ISUB_REG_INT_REG	1
towers-opt	towers	opt	IGETUNLINK_REG_REG	12
towers-opt	towers	opt	ISUB_REG_REG_REG	1
towers-opt	towers	opt	APPEND_REG_REG	1
towers-opt	towers	opt	ILT_REG_REG_REG	3
towers-opt	towers	opt	BRT_ID_REG	4
towers-opt	towers	opt	INE_REG_REG_INT	1
towers-opt	towers	opt	GETATTRS_REG_REG_INT	1
towers-opt	towers	opt	SCONCATITOS_REG_STRING_REG	1
towers-opt	towers	opt	COPY_REG_REG	105
towers-opt	towers	opt	SETOBJTYPE_REG_STRING	6
towers-opt	towers	opt	SWAPN_REG_REG_REG_REG_REG_REG	6
towers-opt	towers	opt	SETTPSWAP_REG_INT_REG	8
towers-opt	towers	opt	LOAD_REG_INT	63
towers-opt	towers	opt	BR_ID	27
towers-opt	towers	opt	RET	6
towers-opt	towers	opt	ISETATTR1_REG_INT_REG	42
towers-opt	towers	opt	BCTP_ID_REG	1
towers-opt	towers	opt	ASSERTINITIALIZED_REG	10
towers-opt	towers	opt	MINSTOIATTR1_REG_REG_INT	1
towers-opt	towers	opt	SWAPCALL_REG_FUNC_REG_REG_REG	6
towers-opt	towers	opt	UNLINK_REG	32
towers-opt	towers	opt	SAY_REG	2
towers-opt	towers	opt	IADD_REG_REG_INT	5
towers-opt	towers	opt	SCONCAT_REG_STRING_REG	1
towers-opt	towers	opt	IGTE_REG_REG_INT	1
towers-opt	towers	opt	ITOSCONCAT_REG_STRING_REG	2
towers-opt	towers	opt	ASSERTTYPE_REG_STRING	7
towers-opt	towers	opt	BRTF_ID_ID_REG	7
towers-opt	towers	opt	IADD_REG_REG_REG	3
towers-opt	towers	opt	SWAPN_REG_REG_REG_REG	4
towers-opt	towers	opt	SETATTRS_REG_INT	6
towers-opt	towers	opt	IGT_REG_REG_REG	1
towers-opt	towers	opt	IGTE_REG_REG_REG	1
towers-opt	towers	opt	NULL_REG	7
towers-opt	towers	opt	ICOPY_REG_REG	15
towers-opt	towers	opt	CALL_REG_FUNC_REG	8
towers-opt	towers	opt	RET_INT	1
towers-opt	towers	opt	ENDLIFE_REG	10
towers-opt	towers	opt	UNLINKBR_REG_ID	16
towers-opt	towers	opt	LOADSETTPSWAP_REG_INT_REG_INT_REG	14
bounce-noopt	bounce	noopt	RET_REG	8
bounce-noopt	bounce	noopt	SAY_STRING	1
bounce-noopt	bounce	noopt	BRF_ID_REG	8
bounce-noopt	bounce	noopt	NUMSCI_INT_INT_INT	8
bounce-noopt	bounce	noopt	ISUB_REG_REG_INT	2
bounce-noopt	bounce	noopt	ILT_REG_REG_INT	3
bounce-noopt	bounce	noopt	SWAP_REG_REG	11
bounce-noopt	bounce	noopt	LINKATTR1_REG_REG_INT	14
bounce-noopt	bounce	noopt	BRTPANDT_ID_REG_INT	1
bounce-noopt	bounce	noopt	ISUB_REG_INT_REG	2
bounce-noopt	bounce	noopt	APPEND_REG_REG	1
bounce-noopt	bounce	noopt	BRT_ID_REG	4
bounce-noopt	bounce	noopt	INE_REG_REG_INT	1
bounce-noopt	bounce	noopt	GETATTRS_REG_REG_INT	2
bounce-noopt	bounce	noopt	SCONCATITOS_REG_STRING_REG	1
bounce-noopt	bounce	noopt	MKREF_REG_REG	2
bounce-noopt	bounce	noopt	MINLINKATTR1_REG_REG_REG_INT	2
bounce-noopt	bounce	noopt	COPY_REG_REG	2
bounce-noopt	bounce	noopt	SETOBJTYPE_REG_STRING	3
bounce-noopt	bounce	noopt	LOAD_REG_INT	34
bounce-noopt	bounce	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	3
bounce-noopt	bounce	noopt	BR_ID	1
bounce-noopt	bounce	noopt	ISETATTR1_REG_INT_REG	16
bounce-noopt	bounce	noopt	BCTP_ID_REG	4
bounce-noopt	bounce	noopt	IMOD_REG_REG_INT	5
bounce-noopt	bounce	noopt	ASSERTINITIALIZED_REG	3
bounce-noopt	bounce	noopt	MINSTOIATTR1_REG_REG_INT	1
bounce-noopt	bounce	noopt	SWAPCALL_REG_FUNC_REG_REG_REG	4
bounce-noopt	bounce	noopt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	6
bounce-noopt	bounce	noopt	UNLINKN_REG_REG	2
bounce-noopt	bounce	noopt	LOAD_REG_STRING	1
bounce-noopt	bounce	noopt	UNLINK_REG	14
bounce-noopt	bounce	noopt	IGT_REG_REG_INT	2
bounce-noopt	bounce	noopt	IADD_REG_REG_INT	2
bounce-noopt	bounce	noopt	SAY_REG	2
bounce-noopt	bounce	noopt	SCONCAT_REG_STRING_REG	1
bounce-noopt	bounce	noopt	IGTE_REG_REG_INT	1
bounce-noopt	bounce	noopt	IMULT_REG_REG_INT	1
bounce-noopt	bounce	noopt	ITOSCONCAT_REG_STRING_REG	2
bounce-noopt	bounce	noopt	IADD_REG_REG_REG	2
bounce-noopt	bounce	noopt	SETATTRS_REG_INT	3
bounce-noopt	bounce	noopt	IGT_REG_REG_REG	4
bounce-noopt	bounce	noopt	NULL_REG	1
bounce-noopt	bounce	noopt	CALL_REG_FUNC_REG	2
bounce-noopt	bounce	noopt	RET_INT	2
bounce-noopt	bounce	noopt	ENDLIFE_REG	3
bounce-noopt	bounce	noopt	LINKREF_REG_REG	2
bounce-opt	bounce	opt	RET_REG	8
bounce-opt	bounce	opt	SAY_STRING	2
bounce-opt	bounce	opt	BRF_ID_REG	20
bounce-opt	bounce	opt	NUMSCI_INT_INT_INT	7
bounce-opt	bounce	opt	IEQ_REG_REG_INT	8
bounce-opt	bounce	opt	ISUB_REG_REG_INT	2
bounce-opt	bounce	opt	ILT_REG_REG_INT	5
bounce-opt	bounce	opt	SWAP_REG_REG	2
bounce-opt	bounce	opt	SIGNAL_STRING_STRING	8
bounce-opt	bounce	opt	LINKATTR1_REG_REG_INT	34
bounce-opt	bounce	opt	BRTPANDT_ID_REG_INT	1
bounce-opt	bounce	opt	ISUB_REG_INT_REG	4
bounce-opt	bounce	opt	IGETUNLINK_REG_REG	12
bounce-opt	bounce	opt	ISUB_REG_REG_REG	8
bounce-opt	bounce	opt	APPEND_REG_REG	1
bounce-opt	bounce	opt	BRT_ID_REG	4
bounce-opt	bounce	opt	INE_REG_REG_INT	1
bounce-opt	bounce	opt	GETATTRS_REG_REG_INT	2
bounce-opt	bounce	opt	SCONCATITOS_REG_STRING_REG	1
bounce-opt	bounce	opt	MKREF_REG_REG	2
bounce-opt	bounce	opt	MINLINKATTR1_REG_REG_REG_INT	2
bounce-opt	bounce	opt	COPY_REG_REG	14
bounce-opt	bounce	opt	SETOBJTYPE_REG_STRING	5
bounce-opt	bounce	opt	LOAD_REG_INT	41
bounce-opt	bounce	opt	SETTPCALL_REG_FUNC_REG_REG_INT	1
bounce-opt	bounce	opt	BR_ID	23
bounce-opt	bounce	opt	ISETATTR1_REG_INT_REG	31
bounce-opt	bounce	opt	BCTP_ID_REG	4
bounce-opt	bounce	opt	IMOD_REG_REG_INT	9
bounce-opt	bounce	opt	ASSERTINITIALIZED_REG	3
bounce-opt	bounce	opt	MINSTOIATTR1_REG_REG_INT	1
bounce-opt	bounce	opt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	1
bounce-opt	bounce	opt	BGE_ID_REG_INT	8
bounce-opt	bounce	opt	UNLINKN_REG_REG	4
bounce-opt	bounce	opt	UNLINK_REG	18
bounce-opt	bounce	opt	IGT_REG_REG_INT	4
