image	workload	mode	opcode	count
base64-opt	base64	opt	BRESIZE_REG_REG	3
base64-opt	base64	opt	SAY_REG	3
base64-opt	base64	opt	IGT_REG_REG_INT	9
base64-opt	base64	opt	IADD_REG_REG_INT	24
base64-opt	base64	opt	CONCAT_REG_REG_REG	1
base64-opt	base64	opt	SCONCAT_REG_STRING_REG	2
base64-opt	base64	opt	IGTE_REG_REG_INT	1
base64-opt	base64	opt	ITOSCONCAT_REG_STRING_REG	3
base64-opt	base64	opt	IMULT_REG_REG_INT	8
base64-opt	base64	opt	BGE_ID_REG_REG	6
base64-opt	base64	opt	STRLEN_REG_REG	16
base64-opt	base64	opt	ILTE_REG_REG_REG	1
base64-opt	base64	opt	BRTF_ID_ID_REG	6
base64-opt	base64	opt	IADD_REG_REG_REG	6
base64-opt	base64	opt	IGT_REG_REG_REG	4
base64-opt	base64	opt	STRPOS_REG_REG_REG	4
base64-opt	base64	opt	ICOPY_REG_REG	43
base64-opt	base64	opt	NULL_REG	8
base64-opt	base64	opt	RET_INT	1
base64-opt	base64	opt	BCOPY_REG_REG	1
base64-opt	base64	opt	ENDLIFE_REG	3
base64-opt	base64	opt	BINTOS_REG	1
base64-opt	base64	opt	BLE_ID_REG_INT	7
base64-opt	base64	opt	NULLN_REG_REG_REG_REG	6
base64-opt	base64	opt	BSETU8_REG_REG_REG	10
rexxcps-noopt	rexxcps	noopt	RET_REG	4
rexxcps-noopt	rexxcps	noopt	SETOBJUNINIT_REG_STRING	1
rexxcps-noopt	rexxcps	noopt	SAY_STRING	16
rexxcps-noopt	rexxcps	noopt	BRF_ID_REG	58
rexxcps-noopt	rexxcps	noopt	NUMSCI_INT_INT_INT	5
rexxcps-noopt	rexxcps	noopt	ISUB_REG_REG_INT	1
rexxcps-noopt	rexxcps	noopt	REQ_REG_REG_REG	2
rexxcps-noopt	rexxcps	noopt	IEQ_REG_REG_INT	5
rexxcps-noopt	rexxcps	noopt	ILT_REG_REG_INT	1
rexxcps-noopt	rexxcps	noopt	SWAP_REG_REG	70
rexxcps-noopt	rexxcps	noopt	BRTPANDT_ID_REG_INT	1
rexxcps-noopt	rexxcps	noopt	ISUB_REG_INT_REG	1
rexxcps-noopt	rexxcps	noopt	FDIV_REG_FLOAT_REG	2
rexxcps-noopt	rexxcps	noopt	SRCMETHODSEL_REG_REG_STRING	1
rexxcps-noopt	rexxcps	noopt	SEQ_REG_REG_STRING	3
rexxcps-noopt	rexxcps	noopt	DEQ_REG_REG_REG	1
rexxcps-noopt	rexxcps	noopt	DLT_REG_REG_REG	2
rexxcps-noopt	rexxcps	noopt	SETTP_REG_INT	30
rexxcps-noopt	rexxcps	noopt	IEQ_REG_REG_REG	2
rexxcps-noopt	rexxcps	noopt	REQ_REG_REG_STRING	18
rexxcps-noopt	rexxcps	noopt	APPEND_REG_REG	18
rexxcps-noopt	rexxcps	noopt	FEQ_REG_REG_FLOAT	1
rexxcps-noopt	rexxcps	noopt	BRT_ID_REG	7
rexxcps-noopt	rexxcps	noopt	RNE_REG_REG_REG	1
rexxcps-noopt	rexxcps	noopt	INE_REG_REG_INT	12
rexxcps-noopt	rexxcps	noopt	STOI_REG_REG	1
rexxcps-noopt	rexxcps	noopt	BPON	3
rexxcps-noopt	rexxcps	noopt	NULLN_REG_REG_REG	1
rexxcps-noopt	rexxcps	noopt	FCOPY_REG_REG	1
rexxcps-noopt	rexxcps	noopt	NULLN_REG_REG	2
rexxcps-noopt	rexxcps	noopt	ITOF_REG_REG	3
rexxcps-noopt	rexxcps	noopt	GETATTRS_REG_REG_INT	3
rexxcps-noopt	rexxcps	noopt	FTOS_REG	3
rexxcps-noopt	rexxcps	noopt	SCONCATITOS_REG_STRING_REG	10
rexxcps-noopt	rexxcps	noopt	STOF_REG	2
rexxcps-noopt	rexxcps	noopt	BCF_ID_REG	3
rexxcps-noopt	rexxcps	noopt	SCOPY_REG_REG	41
rexxcps-noopt	rexxcps	noopt	COPY_REG_REG	1
rexxcps-noopt	rexxcps	noopt	CONCAT_REG_REG_STRING	31
rexxcps-noopt	rexxcps	noopt	SAPPEND_REG_REG	3
rexxcps-noopt	rexxcps	noopt	RNE_REG_REG_STRING	7
rexxcps-noopt	rexxcps	noopt	LOAD_REG_INT	160
rexxcps-noopt	rexxcps	noopt	FADD_REG_REG_REG	2
rexxcps-noopt	rexxcps	noopt	SETTPCALL_REG_FUNC_REG_REG_INT	51
rexxcps-noopt	rexxcps	noopt	BR_ID	31
rexxcps-noopt	rexxcps	noopt	BEQ_ID_REG_INT	1
rexxcps-noopt	rexxcps	noopt	RET	2
rexxcps-noopt	rexxcps	noopt	DCALL_REG_REG_REG	1
rexxcps-noopt	rexxcps	noopt	BPOFF	7
rexxcps-noopt	rexxcps	noopt	SCONCAT_REG_REG_REG	1
rexxcps-noopt	rexxcps	noopt	ITOS_REG	29
rexxcps-noopt	rexxcps	noopt	BCTP_ID_REG	4
rexxcps-noopt	rexxcps	noopt	CONCAT_REG_STRING_REG	6
rexxcps-noopt	rexxcps	noopt	MINLINKATTR1_REG_REG_INT	22
rexxcps-noopt	rexxcps	noopt	STOD_REG	10
rexxcps-noopt	rexxcps	noopt	MINSTOIATTR1_REG_REG_INT	1
rexxcps-noopt	rexxcps	noopt	SWAPCALL_REG_FUNC_REG_REG_REG	2
rexxcps-noopt	rexxcps	noopt	DADD_REG_REG_REG	3
rexxcps-noopt	rexxcps	noopt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	43
rexxcps-noopt	rexxcps	noopt	SWAPSETTP_REG_REG_REG_INT	2
rexxcps-noopt	rexxcps	noopt	DCOPY_REG_REG	7
rexxcps-noopt	rexxcps	noopt	BGE_ID_REG_INT	1
rexxcps-noopt	rexxcps	noopt	SCONCAT_REG_REG_STRING	7
rexxcps-noopt	rexxcps	noopt	LOAD_REG_STRING	59
rexxcps-noopt	rexxcps	noopt	BNE_ID_REG_INT	2
rexxcps-noopt	rexxcps	noopt	UNLINK_REG	25
rexxcps-noopt	rexxcps	noopt	IGT_REG_REG_INT	1
rexxcps-noopt	rexxcps	noopt	IADD_REG_REG_INT	1
rexxcps-noopt	rexxcps	noopt	SAY_REG	10
rexxcps-noopt	rexxcps	noopt	IGTE_REG_REG_INT	1
rexxcps-noopt	rexxcps	noopt	CONCAT_REG_REG_REG	18
rexxcps-noopt	rexxcps	noopt	SCONCAT_REG_STRING_REG	8
rexxcps-noopt	rexxcps	noopt	DLT_REG_REG_DECIMAL	1
rexxcps-noopt	rexxcps	noopt	IMULT_REG_REG_INT	1
rexxcps-noopt	rexxcps	noopt	ITOSCONCAT_REG_STRING_REG	4
rexxcps-noopt	rexxcps	noopt	DGT_REG_REG_REG	2
rexxcps-noopt	rexxcps	noopt	FGT_REG_REG_FLOAT	1
rexxcps-noopt	rexxcps	noopt	SWAPN_REG_REG_REG_REG	1
rexxcps-noopt	rexxcps	noopt	BRTF_ID_ID_REG	1
rexxcps-noopt	rexxcps	noopt	IGT_REG_REG_REG	4
rexxcps-noopt	rexxcps	noopt	NULL_REG	7
rexxcps-noopt	rexxcps	noopt	ICOPY_REG_REG	3
rexxcps-noopt	rexxcps	noopt	FSUB_REG_REG_REG	1
rexxcps-noopt	rexxcps	noopt	CALL_REG_FUNC_REG	32
rexxcps-noopt	rexxcps	noopt	IMULT_REG_REG_REG	1
rexxcps-noopt	rexxcps	noopt	LOADSETTP2_REG_INT_REG_INT	8
rexxcps-noopt	rexxcps	noopt	SIGCALL_FUNC_STRING	3
rexxcps-noopt	rexxcps	noopt	RET_INT	8
rexxcps-noopt	rexxcps	noopt	DTOS_REG	6
rexxcps-noopt	rexxcps	noopt	ENDLIFE_REG	11
rexxcps-noopt	rexxcps	noopt	BLE_ID_REG_INT	1
rexxcps-noopt	rexxcps	noopt	FDIV_REG_REG_REG	3
rexxcps-noopt	rexxcps	noopt	LOAD_REG_FLOAT	7
rexxcps-noopt	rexxcps	noopt	LOADSETTPSWAP_REG_INT_REG_INT_REG	22
rexxcps-noopt	rexxcps	noopt	NULLN_REG_REG_REG_REG	3
rexxcps-noopt	rexxcps	noopt	METALINKPREG_REG_REG	3
rexxcps-noopt	rexxcps	noopt	DMULT_REG_REG_REG	2
rexxcps-opt	rexxcps	opt	BRF_ID_REG	133
rexxcps-opt	rexxcps	opt	ILT_REG_REG_INT	14
rexxcps-opt	rexxcps	opt	SEQ_REG_REG_STRING	3
rexxcps-opt	rexxcps	opt	DMULT_REG_REG_DECIMAL	2
rexxcps-opt	rexxcps	opt	BRT_ID_REG	14
rexxcps-opt	rexxcps	opt	BPON	3
rexxcps-opt	rexxcps	opt	STOI_REG_REG	1
rexxcps-opt	rexxcps	opt	NULLN_REG_REG_REG	3
rexxcps-opt	rexxcps	opt	SCONCATITOS_REG_STRING_REG	6
rexxcps-opt	rexxcps	opt	STRCHAR_REG_REG_REG	12
rexxcps-opt	rexxcps	opt	SAPPEND_REG_REG	1
rexxcps-opt	rexxcps	opt	BEQ_ID_REG_INT	1
rexxcps-opt	rexxcps	opt	RET	2
rexxcps-opt	rexxcps	opt	BPOFF	7
rexxcps-opt	rexxcps	opt	DCALL_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	BCTP_ID_REG	12
rexxcps-opt	rexxcps	opt	IMOD_REG_REG_INT	8
rexxcps-opt	rexxcps	opt	STOD_REG	4
rexxcps-opt	rexxcps	opt	SWAPCALL_REG_FUNC_REG_REG_REG	4
rexxcps-opt	rexxcps	opt	DADD_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	LOAD_REG_STRING	88
rexxcps-opt	rexxcps	opt	BNE_ID_REG_INT	4
rexxcps-opt	rexxcps	opt	SAY_REG	9
rexxcps-opt	rexxcps	opt	IGT_REG_REG_INT	3
rexxcps-opt	rexxcps	opt	IGTE_REG_REG_INT	1
rexxcps-opt	rexxcps	opt	SCONCAT_REG_STRING_REG	7
rexxcps-opt	rexxcps	opt	DADD_REG_REG_DECIMAL	1
rexxcps-opt	rexxcps	opt	IMULT_REG_REG_INT	1
rexxcps-opt	rexxcps	opt	BGE_ID_REG_REG	2
rexxcps-opt	rexxcps	opt	BRTF_ID_ID_REG	2
rexxcps-opt	rexxcps	opt	SWAPN_REG_REG_REG_REG	3
rexxcps-opt	rexxcps	opt	ICOPY_REG_REG	9
rexxcps-opt	rexxcps	opt	FSUB_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	FNDBLNK_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	BLE_ID_REG_INT	3
rexxcps-opt	rexxcps	opt	ENDLIFE_REG	99
rexxcps-opt	rexxcps	opt	NUMSCI_INT_INT_INT	5
rexxcps-opt	rexxcps	opt	SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	SWAP_REG_REG	30
rexxcps-opt	rexxcps	opt	REQ_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	BRTPANDT_ID_REG_INT	1
rexxcps-opt	rexxcps	opt	SRCMETHODSEL_REG_REG_STRING	1
rexxcps-opt	rexxcps	opt	IDIV_REG_REG_INT	8
rexxcps-opt	rexxcps	opt	IGETUNLINK_REG_REG	10
rexxcps-opt	rexxcps	opt	APPEND_REG_REG	12
rexxcps-opt	rexxcps	opt	IEQ_REG_REG_REG	3
rexxcps-opt	rexxcps	opt	NULLN_REG_REG	2
rexxcps-opt	rexxcps	opt	DEQ_REG_REG_DECIMAL	1
rexxcps-opt	rexxcps	opt	STOF_REG	2
rexxcps-opt	rexxcps	opt	COPY_REG_REG	11
rexxcps-opt	rexxcps	opt	SWAPN_REG_REG_REG_REG_REG_REG	2
rexxcps-opt	rexxcps	opt	BR_ID	139
rexxcps-opt	rexxcps	opt	FADD_REG_REG_REG	2
rexxcps-opt	rexxcps	opt	CONCAT_REG_STRING_REG	6
rexxcps-opt	rexxcps	opt	ITOS_REG	11
rexxcps-opt	rexxcps	opt	MINSTOIATTR1_REG_REG_INT	1
rexxcps-opt	rexxcps	opt	PADSTR_REG_REG_REG	4
rexxcps-opt	rexxcps	opt	SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG	9
rexxcps-opt	rexxcps	opt	SCONCAT_REG_REG_STRING	11
rexxcps-opt	rexxcps	opt	BGE_ID_REG_INT	3
rexxcps-opt	rexxcps	opt	UNLINK_REG	25
rexxcps-opt	rexxcps	opt	IADD_REG_REG_INT	2
rexxcps-opt	rexxcps	opt	CONCAT_REG_REG_REG	12
rexxcps-opt	rexxcps	opt	ITOSCONCAT_REG_STRING_REG	8
rexxcps-opt	rexxcps	opt	STRLEN_REG_REG	18
rexxcps-opt	rexxcps	opt	LOADSETTP2_REG_INT_REG_INT	7
rexxcps-opt	rexxcps	opt	SIGCALL_FUNC_STRING	3
rexxcps-opt	rexxcps	opt	LOAD_REG_FLOAT	7
rexxcps-opt	rexxcps	opt	SETOBJUNINIT_REG_STRING	1
rexxcps-opt	rexxcps	opt	SAY_STRING	18
rexxcps-opt	rexxcps	opt	IEQ_REG_REG_INT	60
rexxcps-opt	rexxcps	opt	LINKATTR1_REG_REG_INT	10
rexxcps-opt	rexxcps	opt	SIGNAL_STRING_STRING	6
rexxcps-opt	rexxcps	opt	ISUB_REG_INT_REG	2
rexxcps-opt	rexxcps	opt	FDIV_REG_FLOAT_REG	2
rexxcps-opt	rexxcps	opt	SETTP_REG_INT	26
rexxcps-opt	rexxcps	opt	ISUB_REG_REG_REG	7
rexxcps-opt	rexxcps	opt	RNE_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	FNDNBLNK_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	ITOF_REG_REG	1
rexxcps-opt	rexxcps	opt	APPENDCHAR_REG_REG	8
rexxcps-opt	rexxcps	opt	CONCAT_REG_REG_STRING	81
rexxcps-opt	rexxcps	opt	LOAD_REG_INT	144
rexxcps-opt	rexxcps	opt	SETTPCALL_REG_FUNC_REG_REG_INT	61
rexxcps-opt	rexxcps	opt	MINLINKATTR1_REG_REG_INT	22
rexxcps-opt	rexxcps	opt	SCONCAT_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	SUBSTRING_REG_REG_REG	5
rexxcps-opt	rexxcps	opt	FDIV_REG_REG_FLOAT	2
rexxcps-opt	rexxcps	opt	DGT_REG_REG_REG	2
rexxcps-opt	rexxcps	opt	FGT_REG_REG_FLOAT	1
rexxcps-opt	rexxcps	opt	NULL_REG	13
rexxcps-opt	rexxcps	opt	CALL_REG_FUNC_REG	26
rexxcps-opt	rexxcps	opt	FDIV_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	LOADSETTPSWAP_REG_INT_REG_INT_REG	18
rexxcps-opt	rexxcps	opt	NULLN_REG_REG_REG_REG	15
rexxcps-opt	rexxcps	opt	METALINKPREG_REG_REG	3
rexxcps-opt	rexxcps	opt	RET_REG	4
rexxcps-opt	rexxcps	opt	SETSTRPOS_REG_REG	5
rexxcps-opt	rexxcps	opt	ISUB_REG_REG_INT	9
rexxcps-opt	rexxcps	opt	CONCCHAR_REG_REG_REG	16
rexxcps-opt	rexxcps	opt	REQ_REG_REG_STRING	17
rexxcps-opt	rexxcps	opt	ILT_REG_REG_REG	3
rexxcps-opt	rexxcps	opt	FEQ_REG_REG_FLOAT	1
rexxcps-opt	rexxcps	opt	INE_REG_REG_INT	16
rexxcps-opt	rexxcps	opt	FCOPY_REG_REG	1
rexxcps-opt	rexxcps	opt	GETATTRS_REG_REG_INT	3
rexxcps-opt	rexxcps	opt	FTOS_REG	3
rexxcps-opt	rexxcps	opt	BCF_ID_REG	3
rexxcps-opt	rexxcps	opt	SCOPY_REG_REG	75
rexxcps-opt	rexxcps	opt	RNE_REG_REG_STRING	7
rexxcps-opt	rexxcps	opt	LOAD_REG_DECIMAL	3
rexxcps-opt	rexxcps	opt	SWAPSETTP_REG_REG_REG_INT	2
rexxcps-opt	rexxcps	opt	DCOPY_REG_REG	5
rexxcps-opt	rexxcps	opt	DLT_REG_REG_DECIMAL	1
rexxcps-opt	rexxcps	opt	BNE_ID_REG_REG	2
rexxcps-opt	rexxcps	opt	IGT_REG_REG_REG	12
rexxcps-opt	rexxcps	opt	JUMPR_REG_BINARY	1
rexxcps-opt	rexxcps	opt	IMULT_REG_REG_REG	1
rexxcps-opt	rexxcps	opt	RET_INT	8
rexxcps-opt	rexxcps	opt	DTOS_REG	5
rexxcps-opt	rexxcps	opt	BCOPY_REG_REG	3
