role,runtime,workload,form,path,size_bytes,sha256
benchmark,crexx,Mandelbrot,source,tests/benchmarks/awfy_mandelbrot.crexx,1800,554c622367c89a9953326b4c370008e56fcea167cf63e1f09cdf305fc68b8b9f
benchmark,crexx,Mandelbrot,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_mandelbrot_opt.rxas,19034,2b248f13fef392fc8699902489ae016bae2c70e86fe47c54cf607772610459ea
benchmark,crexx,Mandelbrot,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_mandelbrot_opt.rxbin,8244,ceb5f3322d3bfc1ac88e5e8e84baaaf09eb97d67311865d99fb3e1da7baccb56
benchmark,crexx,Mandelbrot-hoisted,source,tests/benchmarks/awfy_mandelbrot_hoisted_control.crexx,1966,5e85dc82c7887a4a0043d5481cdfc34758eaebd64307c6d1f2a5c2ef13c921f6
benchmark,crexx,Mandelbrot-hoisted,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_mandelbrot_hoisted_control_opt.rxas,20934,981d9932e1d1dd1dbd89605e7daa7454829a11fb15e9df1b4b28b78f48a86a86
benchmark,crexx,Mandelbrot-hoisted,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_mandelbrot_hoisted_control_opt.rxbin,8355,a07e0f84e67e463c5dba66a7c35d633225fb1bdf624bcf03be5b278001d22310
benchmark,crexx,Towers,source,tests/benchmarks/awfy_towers.crexx,3529,b8163f600dfa6b8882b35344a18f09053e9f01fc92374383dc924a6ba2827935
benchmark,crexx,Towers,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_towers_opt.rxas,81002,35ead6d2a0313e64986370c803bf960cc20a73bf5b1813d9c0e8d2ac2a7c3e4e
benchmark,crexx,Towers,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_towers_opt.rxbin,28550,46d9742173ddb6bc2545669529d159ad234b559544d35a9bb900ff025e913d67
benchmark,crexx,Bounce,source,tests/benchmarks/awfy_bounce.crexx,2230,9d569ff3f2995dfc8408352b5b085bc0e91e828d05c99684802677c5105284f1
benchmark,crexx,Bounce,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_bounce_opt.rxas,45362,18682cbb57d7d2933f7963fb8da6a5359838950231fe3f5e389967c770631a2e
benchmark,crexx,Bounce,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_bounce_opt.rxbin,17167,ded1ae2832085f61f3ac90e4100a1e35041284642a899ab8f931389bbb552554
benchmark,crexx,Storage,source,tests/benchmarks/awfy_storage.crexx,2538,06f1721bb3240ab5b48b2b11552c95444504ab57bbdd9213c33355c06073e2d0
benchmark,crexx,Storage,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_storage_opt.rxas,27396,7307cebd42ba66c1c04b2b41496405937db05e6ad60ebb566009c96df52662d6
benchmark,crexx,Storage,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_storage_opt.rxbin,12629,234a6eeaa17083f58a2cf3145985a6d57541b546e02d418ac898baf89af9a6a1
benchmark,crexx,List,source,tests/benchmarks/awfy_list.crexx,3917,5d137f9a279f4952bd831b4731c9eda53623daef9e084576449216651b29f6ee
benchmark,crexx,List,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_list_opt.rxas,37003,5b314efee802fee0fa9fe4497a467c1c084159c3cc3372b3247f7bced0bec0f2
benchmark,crexx,List,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_list_opt.rxbin,16656,3c3871ceacc340ccb0aa56ab15a80b7d76aa1603fdc91ac38ffb98d166a92949
benchmark,crexx,Richards,source,tests/benchmarks/awfy_richards.crexx,9403,cd136e6cc8bc5dd487db99abe706fc96d161b3e4b102e13b20cce69bc4692372
benchmark,crexx,Richards,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_richards_opt.rxas,256519,ac1737cc7d6d7ba59a1a3771d1c6d977b974f5d5c23fa5f10c032f0d00c259d9
benchmark,crexx,Richards,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_richards_opt.rxbin,79014,ea2d6e93788c7574b77a29899a2aac7bd0f2bf5f0d4e5d84dbc2a0934ea74ed7
benchmark,crexx,JSON-legacy,source,tests/benchmarks/json_parser.crexx,1483,163e36a569601c07bfc41cf0146bce7bd37aff38fd2b21bde3f7573af71ecb98
benchmark,crexx,JSON-legacy,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_json_parser_opt.rxas,7492,8d3b2d354ea1b69a309077f5ca078dec2c4d794a7d9a98eba44e03748a4bf2a5
benchmark,crexx,JSON-legacy,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_json_parser_opt.rxbin,4037,5aedbada749f6940b6d162b2a6e7952ef85b5605cd23a5d6a621c7154e01eb37
benchmark,crexx,JSON-parse,source,tests/benchmarks/json_parse.crexx,1736,4225ad249ed68c12eabf3dbd5e56d48b7d5a3bcdc8b8c8a6f87b6e83a3a4d013
benchmark,crexx,JSON-parse,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_json_parse_opt.rxas,11339,6881d27aa7aa993c5575752358986c0f7de66a0066f869acaf4fee8022d76945
benchmark,crexx,JSON-parse,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_json_parse_opt.rxbin,5656,5525fa16fd9459407f99cb7a52b27aa0c4c439db33d105d1b8d38a8bd09a2501
benchmark,crexx,JSON-query,source,tests/benchmarks/json_query.crexx,1754,5ee81edfc5d3ed8d01c328d2ebf50afddf888f491ee55225cb25a7213c646986
benchmark,crexx,JSON-query,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_json_query_opt.rxas,11420,b1287ca0635b4a3642a788f75c60f14463c864c485a35a77874b32573770ee03
benchmark,crexx,JSON-query,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_json_query_opt.rxbin,5760,f3b2806577d478ec66a731ce490bb47fa16324f5dff61737df5645fcb265af46
benchmark,crexx,Base64-v1,source,tests/benchmarks/base64_roundtrip.crexx,4437,b024222aff7a2e60dd7812da2c4aa54f2a9bc65b978915a2e670e74bad7d9e13
benchmark,crexx,Base64-v1,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_base64_roundtrip_opt.rxas,113934,0a96e4158f1146c4c9323642004ff53f00463ed01bb7ba37e71929db3531b45e
benchmark,crexx,Base64-v1,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_base64_roundtrip_opt.rxbin,37749,e902a76f3bc6af13a80525030dcbed8e4a5787f1bb4f8abefcb0105fc412a343
benchmark,crexx,Base64-v2,source,tests/benchmarks/base64_roundtrip_v2.crexx,4652,f7acfe4419ac10b953afc312853145e5c5ccaa40b2c2a2a9f431be8a6f2c2ecd
benchmark,crexx,Base64-v2,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_base64_roundtrip_v2_opt.rxas,103336,2f169ed0f92a20d8c1590e8c7108216deb7dbcfe77a55ff560df6c3abc750cff
benchmark,crexx,Base64-v2,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_base64_roundtrip_v2_opt.rxbin,33077,08ff2d4cc6adb6bda9fa3cd29843640d0f76b11f004d66d87d82829084471704
benchmark,crexx,RexxCPS,source,tests/benchmarks/rexxcps_levelb.crexx,12180,2970c3d73fe2537ec8f81295c585495c4668b442d5b9a2335b1ee453a13bbdd6
benchmark,crexx,RexxCPS,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_rexxcps_levelb_opt.rxas,212576,4bbba440b22c03a1257f310072181f919dfd60585cae50df2f1c4035b9adfcc2
benchmark,crexx,RexxCPS,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_rexxcps_levelb_opt.rxbin,73137,e7e24bdbd42f41d957bc0213d375423491748bee60e6898e2b4c32d1890b7a8f
benchmark,crexx,Queens,source,tests/benchmarks/awfy_queens.crexx,2066,8f3fa33eefe100aae87b7d9b7aeeab701d850996b6c13865bbac083b7b49a01d
benchmark,crexx,Queens,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_queens_opt.rxas,53313,d0965c52dd664dc3c81570825efe1b0418d4aa9e01ecd02343c573d92a9acd86
benchmark,crexx,Queens,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_queens_opt.rxbin,18915,d9c516053588990cb42878a26faa4f44ee6f9bc7da33d37ec4ef759733e31a65
benchmark,crexx,NBody,source,tests/benchmarks/awfy_nbody.crexx,6189,40c64c81288e856068ad4a3894fc6131573815b3a0ccefca09b7dd44896d8bec
benchmark,crexx,NBody,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_nbody_opt.rxas,117554,7a82245d37694d09fed5b9fdffff0a9a6cb17f903e9b951a1b8f1dc37be47804
benchmark,crexx,NBody,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/build-release/tests/benchmarks/benchmark_awfy_nbody_opt.rxbin,40706,72e5d4ce21d902141239aec5753e5b7ba6af4fe9c464e608598dc281dd069e8e
benchmark,oorexx,Base64-v2,source,tests/benchmarks/cross-runtime/oorexx/base64_roundtrip_v2.rex,3017,1f564417fa765624f223a59c045ed47ad69bf7aa95e63efec5c81a8c870cb056
benchmark,netrexx,Base64-v2,source,tests/benchmarks/cross-runtime/netrexx/base64_roundtrip_v2.nrx,4188,4eda70bc9043d5020012103852851b462e5300344517a19ab371b31da7c75334
generated,netrexx,Base64-v2,staged-source,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/netrexx-v2/base64_roundtrip_v2.nrx,4188,4eda70bc9043d5020012103852851b462e5300344517a19ab371b31da7c75334
generated,netrexx,Base64-v2,java,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/netrexx-v2/base64_roundtrip_v2.java.keep,9805,550f28c2a881ac9a1e63441c77ecb175ef4a6e59870332dc767f9bc55e287fac
generated,netrexx,Base64-v2,class,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/netrexx-v2/base64_roundtrip_v2.class,5988,a75b84a26f593fec500a87b67e435f796164f47b42d4ae9ecabc9127cc3c9a20
runtime,oorexx,all,executable,/Users/adrian/.local/opt/oorexx/5.1.0-12973/bin/rexx,83464,42b631e871a70f3da782af8c1045f7ed4167c3ed58834e7e4dcfd86b514c2ee8
runtime,regina,RexxCPS,executable,/opt/homebrew/bin/regina,51408,662034cfd9f84c27be597969a97ed7789676e55dd079d23cbbca95ae3a19c555
runtime,java,all,executable,/Library/Java/JavaVirtualMachines/temurin-26.jdk/Contents/Home/bin/java,70432,f6211ec0d5650f4ac379331c4bce6505ebecbe316c2d57491835e9030d1bc34e
runtime,netrexx,all,runtime-jar,/Users/adrian/.local/opt/netrexx/5.10-GA/runlib/NetRexxR.jar,102329,3285e5daa1128474278babdcb6896df6ad5c7ba3a4d9371ed0a19ed3b854af7c
compiler,netrexx,all,compiler-jar,/Users/adrian/.local/opt/netrexx/5.10-GA/lib/NetRexxC.jar,1997423,3d57cbd486f90d6db4e4a5ff45defead9442e9d6fb63710a89b2befa7ceb9095
lifecycle,crexx,Lifecycle,source,tests/benchmarks/cross-runtime/lifecycle/lifecycle_probe.crexx,342,bef030a57cbc60d617a9ded616a960af9882923e8a8d8a6d2377400c74ea91f3
lifecycle,oorexx,Lifecycle,source,tests/benchmarks/cross-runtime/lifecycle/lifecycle_probe.rex,293,2a5cbf5a539ca81d102f3b24606e562e180a773bc4b4b71a50204e7e6f2c785b
lifecycle,netrexx,Lifecycle,source,tests/benchmarks/cross-runtime/lifecycle/lifecycle_probe.nrx,433,0956e59b34059cfedda15bc370b43ad6ff3a819fc142d9b886b1110f51eaf616
lifecycle,crexx,Lifecycle,rxas,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/lifecycle/crexx/lifecycle_probe.rxas,3273,0ce5dde6712c192c1435a13f261a6eb0c4cee11bc8c36bf907bc3b2e9378810c
lifecycle,crexx,Lifecycle,rxbin,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/lifecycle/crexx/lifecycle_probe.rxbin,2556,146b937691d4615a9473b08f539bd8fd3949d4dbef4b835daf7d53207309e02a
lifecycle,oorexx,Lifecycle,translated-image,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/lifecycle/oorexx/lifecycle_probe.orx,4820,46b2bdf1df4b26b9816f8384b88ce39496264406d485ecbb281279c744287046
lifecycle,netrexx,Lifecycle,staged-source,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/lifecycle/netrexx/lifecycle_probe.nrx,433,0956e59b34059cfedda15bc370b43ad6ff3a819fc142d9b886b1110f51eaf616
lifecycle,netrexx,Lifecycle,java,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/lifecycle/netrexx/lifecycle_probe.java.keep,1234,823d5dc306e7f9fa7720b38cb95c37a505865dafaf918df1fc93ed03934da019
lifecycle,netrexx,Lifecycle,class,/private/tmp/crexx-perf3-closeout-v2.U7d5fV/lifecycle/netrexx/lifecycle_probe.class,1328,a878ad722e00495998bc37bbabe65d707b99094db5091e82972ce29919e2b57f
