comparison,compiler,engine,workload,candidate,baseline,ratio_higher_is_better,percent
r3_inline_vs_r2_inline,clang,rxbvm,Towers,rxbvm-clang-r3-inline,rxbvm-clang-r2-inline,0.9988084131820599,-0.11915868179400713
r3_inline_vs_r2_inline,clang,rxbvm,RexxCPS,rxbvm-clang-r3-inline,rxbvm-clang-r2-inline,1.003203971744001,0.32039717440011106
r3_profile30_vs_r2_inline,clang,rxbvm,Sieve,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,1.009116768450213,0.911676845021292
r3_profile30_vs_r2_inline,clang,rxbvm,Permute,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,1.009699799418599,0.9699799418598998
r3_profile30_vs_r2_inline,clang,rxbvm,Bounce,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,0.9928024473768985,-0.7197552623101511
r3_profile30_vs_r2_inline,clang,rxbvm,Richards,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,0.9915272875824755,-0.8472712417524453
r3_profile30_vs_r2_inline,clang,rxbvm,Base64,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,1.1038765038418272,10.387650384182724
r3_profile30_vs_r2_inline,clang,rxbvm,Towers,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,1.0014848744578415,0.14848744578415118
r3_profile30_vs_r2_inline,clang,rxbvm,RexxCPS,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,0.9907896348649203,-0.9210365135079668
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Sieve,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.03319611312284,3.3196113122839987
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Permute,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.0022728163878043,0.22728163878042995
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Bounce,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.0033262895341266,0.3326289534126614
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Richards,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.0070071579195188,0.700715791951878
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Base64,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.1086486588374966,10.864865883749664
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Towers,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.0217121507795854,2.1712150779585437
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,RexxCPS,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,0.9800176603454068,-1.9982339654593173
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Sieve,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,1.03205237276676,3.2052372766760096
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Permute,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,1.0071673958471117,0.7167395847111679
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Bounce,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,0.9961717437015313,-0.3828256298468724
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Richards,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,1.009756549536677,0.9756549536676928
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Base64,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,1.0101336643293164,1.0133664329316394
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Towers,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,1.0246242658408464,2.4624265840846427
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,RexxCPS,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,0.9814202619305314,-1.8579738069468554
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Sieve,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,1.0090921243517694,0.9092124351769426
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Permute,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,0.9856340147197259,-1.4365985280274107
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Bounce,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,1.0082136294943052,0.8213629494305152
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Richards,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,1.001565741890946,0.15657418909460485
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Base64,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,0.9856125078397151,-1.4387492160284898
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Towers,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,1.0132559810256605,1.3255981025660502
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,RexxCPS,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,1.0000933032779076,0.009330327790757487
r3_profile30_vs_r3_inline,gcc,rxtvm,Sieve,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,1.1785143127513602,17.851431275136022
r3_profile30_vs_r3_inline,gcc,rxtvm,Permute,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,1.043789464879028,4.378946487902802
r3_profile30_vs_r3_inline,gcc,rxtvm,Bounce,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,0.9153910883886736,-8.460891161132643
r3_profile30_vs_r3_inline,gcc,rxtvm,Richards,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,0.9937249538487127,-0.6275046151287267
r3_profile30_vs_r3_inline,gcc,rxtvm,Base64,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,1.199176312861869,19.91763128618691
r3_profile30_vs_r3_inline,gcc,rxtvm,Towers,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,1.0034549876408565,0.34549876408564995
r3_profile30_vs_r3_inline,gcc,rxtvm,RexxCPS,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,0.966894139564235,-3.310586043576502
r3_inline_vs_r2_inline,gcc,rxtvm,Sieve,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,1.0001088008222292,0.010880082222919363
r3_inline_vs_r2_inline,gcc,rxtvm,Permute,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,0.9989947662951411,-0.10052337048589433
r3_inline_vs_r2_inline,gcc,rxtvm,Bounce,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,1.001129718341131,0.11297183411309586
r3_inline_vs_r2_inline,gcc,rxtvm,Richards,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,0.9917905547086936,-0.8209445291306405
r3_inline_vs_r2_inline,gcc,rxtvm,Base64,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,1.0100716894306079,1.0071689430607877
r3_inline_vs_r2_inline,gcc,rxtvm,Towers,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,1.0023578505456423,0.23578505456423038
r3_inline_vs_r2_inline,gcc,rxtvm,RexxCPS,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,0.9980312984949068,-0.19687015050932066
r3_profile30_vs_r2_inline,gcc,rxtvm,Sieve,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,1.1786425360775965,17.86425360775965
r3_profile30_vs_r2_inline,gcc,rxtvm,Permute,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,1.0427402125281549,4.274021252815485
r3_profile30_vs_r2_inline,gcc,rxtvm,Bounce,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,0.9164252224905342,-8.357477750946584
r3_profile30_vs_r2_inline,gcc,rxtvm,Richards,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,0.9855670232054857,-1.4432976794514274
r3_profile30_vs_r2_inline,gcc,rxtvm,Base64,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,1.2112540442575552,21.125404425755523
r3_profile30_vs_r2_inline,gcc,rxtvm,Towers,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,1.005820984530993,0.582098453099289
r3_profile30_vs_r2_inline,gcc,rxtvm,RexxCPS,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,0.964990613616409,-3.500938638359097
r3_profile30_vs_r3_inline,gcc,rxbvm,Sieve,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,1.405926626709577,40.592662670957694
r3_profile30_vs_r3_inline,gcc,rxbvm,Permute,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,1.0784537775645668,7.845377756456684
r3_profile30_vs_r3_inline,gcc,rxbvm,Bounce,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,1.0337953945406446,3.379539454064462
r3_profile30_vs_r3_inline,gcc,rxbvm,Richards,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,0.9920914830539056,-0.7908516946094402
r3_profile30_vs_r3_inline,gcc,rxbvm,Base64,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,1.1837953120727764,18.379531207277644
r3_profile30_vs_r3_inline,gcc,rxbvm,Towers,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,0.9980695208955604,-0.1930479104439553
r3_profile30_vs_r3_inline,gcc,rxbvm,RexxCPS,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,0.93597901845224,-6.402098154776004
r3_inline_vs_r2_inline,gcc,rxbvm,Sieve,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,0.9830647586057804,-1.6935241394219647
r3_inline_vs_r2_inline,gcc,rxbvm,Permute,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,1.0352921053123907,3.5292105312390687
r3_inline_vs_r2_inline,gcc,rxbvm,Bounce,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,1.011477635953873,1.1477635953873078
r3_inline_vs_r2_inline,gcc,rxbvm,Richards,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,1.0005085719940676,0.05085719940676192
r3_inline_vs_r2_inline,gcc,rxbvm,Base64,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,1.017956288552859,1.7956288552859023
r3_inline_vs_r2_inline,gcc,rxbvm,Towers,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,1.0027441220654754,0.2744122065475363
r3_inline_vs_r2_inline,gcc,rxbvm,RexxCPS,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,0.9988301183826872,-0.11698816173127957
r3_profile30_vs_r2_inline,gcc,rxbvm,Sieve,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,1.3821169199036893,38.211691990368934
r3_profile30_vs_r2_inline,gcc,rxbvm,Permute,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,1.1165146818569212,11.651468185692115
r3_profile30_vs_r2_inline,gcc,rxbvm,Bounce,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,1.0456609217299728,4.5660921729972825
r3_profile30_vs_r2_inline,gcc,rxbvm,Richards,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,0.9925960329977397,-0.7403967002260314
r3_profile30_vs_r2_inline,gcc,rxbvm,Base64,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,1.205051882283877,20.505188228387695
r3_profile30_vs_r2_inline,gcc,rxbvm,Towers,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,1.0008083454907282,0.08083454907281684
r3_profile30_vs_r2_inline,gcc,rxbvm,RexxCPS,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,0.9348840338043622,-6.511596619563775
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Sieve,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.5881493869479713,58.81493869479713
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Permute,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.3510821386896272,35.10821386896272
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Bounce,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.5818424702422385,58.18424702422384
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Richards,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.0764780253836135,7.647802538361348
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Base64,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.09155751539408,9.155751539407998
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Towers,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.0245912973359022,2.459129733590215
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,RexxCPS,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,0.8422565329789159,-15.77434670210841
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Sieve,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.6156841805210396,61.56841805210396
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Permute,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.3037132017717026,30.371320177170258
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Bounce,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.5656594376406656,56.56594376406656
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Richards,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.0670980417479758,6.7098041747975845
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Base64,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.0831028366180413,8.31028366180413
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Towers,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.0241966099685862,2.419660996858619
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,RexxCPS,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,0.8415829336783202,-15.841706632167984
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Sieve,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.354343032883842,35.43430328838419
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Permute,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.2618084646205792,26.180846462057914
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Bounce,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.3863388289756406,38.633882897564064
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Richards,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.0688550102495356,6.885501024953555
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Base64,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.097175544471159,9.717554447115905
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Towers,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.0297230554397208,2.972305543972076
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,RexxCPS,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,0.8693801789237069,-13.06198210762931
