sequence,vm_mode,phase,round,position,cell,vm_binary,image,library,native_cps,process_real_s,effective_count,pass,started_utc,ended_utc,stdout,stderr
11,rxbvm,recorded,1,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1217509,8.23,100,1,2026-07-19T16:10:02Z,2026-07-19T16:10:11Z,raw/011-rxbvm-recorded-r01-p2-cellB.stdout.txt,raw/011-rxbvm-recorded-r01-p2-cellB.stderr.txt
12,rxbvm,recorded,1,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1208420,8.29,100,1,2026-07-19T16:10:11Z,2026-07-19T16:10:19Z,raw/012-rxbvm-recorded-r01-p3-cellC.stdout.txt,raw/012-rxbvm-recorded-r01-p3-cellC.stderr.txt
13,rxbvm,recorded,2,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1208454,8.29,100,1,2026-07-19T16:10:19Z,2026-07-19T16:10:27Z,raw/013-rxbvm-recorded-r02-p1-cellB.stdout.txt,raw/013-rxbvm-recorded-r02-p1-cellB.stderr.txt
14,rxbvm,recorded,2,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1205037,8.31,100,1,2026-07-19T16:10:27Z,2026-07-19T16:10:36Z,raw/014-rxbvm-recorded-r02-p2-cellC.stdout.txt,raw/014-rxbvm-recorded-r02-p2-cellC.stderr.txt
15,rxbvm,recorded,2,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1185754,8.45,100,1,2026-07-19T16:10:36Z,2026-07-19T16:10:44Z,raw/015-rxbvm-recorded-r02-p3-cellA.stdout.txt,raw/015-rxbvm-recorded-r02-p3-cellA.stderr.txt
16,rxvm,recorded,2,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1194235,8.39,100,1,2026-07-19T16:10:44Z,2026-07-19T16:10:52Z,raw/016-rxvm-recorded-r02-p1-cellB.stdout.txt,raw/016-rxvm-recorded-r02-p1-cellB.stderr.txt
17,rxvm,recorded,2,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1232437,8.13,100,1,2026-07-19T16:10:52Z,2026-07-19T16:11:01Z,raw/017-rxvm-recorded-r02-p2-cellC.stdout.txt,raw/017-rxvm-recorded-r02-p2-cellC.stderr.txt
18,rxvm,recorded,2,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1190996,8.41,100,1,2026-07-19T16:11:01Z,2026-07-19T16:11:09Z,raw/018-rxvm-recorded-r02-p3-cellA.stdout.txt,raw/018-rxvm-recorded-r02-p3-cellA.stderr.txt
19,rxvm,recorded,3,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1222074,8.20,100,1,2026-07-19T16:11:09Z,2026-07-19T16:11:17Z,raw/019-rxvm-recorded-r03-p1-cellC.stdout.txt,raw/019-rxvm-recorded-r03-p1-cellC.stderr.txt
20,rxvm,recorded,3,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1200463,8.35,100,1,2026-07-19T16:11:17Z,2026-07-19T16:11:26Z,raw/020-rxvm-recorded-r03-p2-cellA.stdout.txt,raw/020-rxvm-recorded-r03-p2-cellA.stderr.txt
21,rxvm,recorded,3,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1204848,8.31,100,1,2026-07-19T16:11:26Z,2026-07-19T16:11:34Z,raw/021-rxvm-recorded-r03-p3-cellB.stdout.txt,raw/021-rxvm-recorded-r03-p3-cellB.stderr.txt
22,rxbvm,recorded,3,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1224985,8.18,100,1,2026-07-19T16:11:34Z,2026-07-19T16:11:42Z,raw/022-rxbvm-recorded-r03-p1-cellC.stdout.txt,raw/022-rxbvm-recorded-r03-p1-cellC.stderr.txt
23,rxbvm,recorded,3,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1182944,8.47,100,1,2026-07-19T16:11:42Z,2026-07-19T16:11:51Z,raw/023-rxbvm-recorded-r03-p2-cellA.stdout.txt,raw/023-rxbvm-recorded-r03-p2-cellA.stderr.txt
24,rxbvm,recorded,3,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1207856,8.29,100,1,2026-07-19T16:11:51Z,2026-07-19T16:11:59Z,raw/024-rxbvm-recorded-r03-p3-cellB.stdout.txt,raw/024-rxbvm-recorded-r03-p3-cellB.stderr.txt
25,rxbvm,recorded,4,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1188905,8.42,100,1,2026-07-19T16:11:59Z,2026-07-19T16:12:07Z,raw/025-rxbvm-recorded-r04-p1-cellC.stdout.txt,raw/025-rxbvm-recorded-r04-p1-cellC.stderr.txt
26,rxbvm,recorded,4,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1207344,8.30,100,1,2026-07-19T16:12:07Z,2026-07-19T16:12:16Z,raw/026-rxbvm-recorded-r04-p2-cellB.stdout.txt,raw/026-rxbvm-recorded-r04-p2-cellB.stderr.txt
27,rxbvm,recorded,4,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1183354,8.46,100,1,2026-07-19T16:12:16Z,2026-07-19T16:12:24Z,raw/027-rxbvm-recorded-r04-p3-cellA.stdout.txt,raw/027-rxbvm-recorded-r04-p3-cellA.stderr.txt
28,rxvm,recorded,4,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1217127,8.23,100,1,2026-07-19T16:12:24Z,2026-07-19T16:12:32Z,raw/028-rxvm-recorded-r04-p1-cellC.stdout.txt,raw/028-rxvm-recorded-r04-p1-cellC.stderr.txt
29,rxvm,recorded,4,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1206796,8.30,100,1,2026-07-19T16:12:32Z,2026-07-19T16:12:41Z,raw/029-rxvm-recorded-r04-p2-cellB.stdout.txt,raw/029-rxvm-recorded-r04-p2-cellB.stderr.txt
30,rxvm,recorded,4,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1187568,8.43,100,1,2026-07-19T16:12:41Z,2026-07-19T16:12:49Z,raw/030-rxvm-recorded-r04-p3-cellA.stdout.txt,raw/030-rxvm-recorded-r04-p3-cellA.stderr.txt
31,rxvm,recorded,5,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1204979,8.31,100,1,2026-07-19T16:12:49Z,2026-07-19T16:12:58Z,raw/031-rxvm-recorded-r05-p1-cellA.stdout.txt,raw/031-rxvm-recorded-r05-p1-cellA.stderr.txt
32,rxvm,recorded,5,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1199891,8.35,100,1,2026-07-19T16:12:58Z,2026-07-19T16:13:06Z,raw/032-rxvm-recorded-r05-p2-cellC.stdout.txt,raw/032-rxvm-recorded-r05-p2-cellC.stderr.txt
33,rxvm,recorded,5,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1219085,8.22,100,1,2026-07-19T16:13:06Z,2026-07-19T16:13:14Z,raw/033-rxvm-recorded-r05-p3-cellB.stdout.txt,raw/033-rxvm-recorded-r05-p3-cellB.stderr.txt
34,rxbvm,recorded,5,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1184162,8.46,100,1,2026-07-19T16:13:14Z,2026-07-19T16:13:23Z,raw/034-rxbvm-recorded-r05-p1-cellA.stdout.txt,raw/034-rxbvm-recorded-r05-p1-cellA.stderr.txt
35,rxbvm,recorded,5,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1212180,8.26,100,1,2026-07-19T16:13:23Z,2026-07-19T16:13:31Z,raw/035-rxbvm-recorded-r05-p2-cellC.stdout.txt,raw/035-rxbvm-recorded-r05-p2-cellC.stderr.txt
36,rxbvm,recorded,5,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1196019,8.38,100,1,2026-07-19T16:13:31Z,2026-07-19T16:13:39Z,raw/036-rxbvm-recorded-r05-p3-cellB.stdout.txt,raw/036-rxbvm-recorded-r05-p3-cellB.stderr.txt
37,rxbvm,recorded,6,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1206779,8.30,100,1,2026-07-19T16:13:39Z,2026-07-19T16:13:48Z,raw/037-rxbvm-recorded-r06-p1-cellB.stdout.txt,raw/037-rxbvm-recorded-r06-p1-cellB.stderr.txt
38,rxbvm,recorded,6,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1182163,8.47,100,1,2026-07-19T16:13:48Z,2026-07-19T16:13:56Z,raw/038-rxbvm-recorded-r06-p2-cellA.stdout.txt,raw/038-rxbvm-recorded-r06-p2-cellA.stderr.txt
