-- Install configuration: "Debug"
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_rxmath.rxplugin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/librxvml.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_cipher_static.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rexxscript.rxbin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_keyaccess_static.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rxfnsl.rxbin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/crexx_native_libs
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_system_static.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_llist.rxplugin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rxvme
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/classlib.rxbin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rxvm_mc_decimal.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rxvm_db_decimal.rxvmplugin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_recv390_static.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_stack.rxplugin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rxseq
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/libdecnumber.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rxvm_mc_decimal_manual.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/syslib.rexx
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_arrays.rxplugin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/classlib_native.rxbin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/test_rxgraph
-- Up-to-date: /tmp/crexx-rxvm-install.mGHAJT/bin/libcrexxsaa.dylib
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rxcexits.rxbin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rx_rxtcp.rxplugin
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/librxaslib.a
-- Installing: /tmp/crexx-rxvm-install.mGHAJT/bin/rxdas
