rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
221,16,16,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R3;r2=R47;c1=int:21;c2=int:6;r3=R4;c3=int:1","benchmark_awfy_richards_opt",342
222,13,13,1,6,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;c3=int:0","benchmark_awfy_richards_opt",367
223,12,6,1,7,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r5,r4,c2)","r1=R11;r2=R9;r3=R10;r4=R47;c1=int:15;r5=R15;c2=int:9","benchmark_awfy_richards_opt",660
224,12,4,1,9,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3)","r1=R10;r2=R14;r3=R8;r4=R12;c1=int:20;c2=int:6;r5=R13;c3=int:1;r6=R15","benchmark_awfy_richards_opt",1803
225,12,4,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3)","r1=R8;r2=R12;c1=int:24;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R14;c4=int:20","benchmark_awfy_richards_opt",1795
226,12,6,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ISETUNLINKN_REG_REG_REG(r1,r4,r2)","r1=R11;r2=R10;r3=R15;c1=int:0;r4=R9","benchmark_awfy_richards_opt",653
227,12,6,1,6,candidate,"UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r2,r3,r4) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R15;r2=R11;r3=R9;r4=R10;r5=R47;c1=int:15","benchmark_awfy_richards_opt",658
228,10,10,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3)","r1=R1;r2=R4;c1=int:0;r3=R3;r4=R47;c2=int:20;c3=int:6","benchmark_awfy_richards_opt",374
229,10,10,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r4,c3)","r1=R4;r2=R3;c1=int:1;r3=R1;c2=int:0;r4=R47;c3=int:20","benchmark_awfy_richards_opt",370
230,8,6,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R15;r2=R10;c1=int:0;r3=R4;r4=R47;c2=int:10;c3=int:9","benchmark_awfy_richards_opt",539
231,8,8,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2)","r1=R8;c1=int:2;r2=R9;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",90
232,8,6,1,7,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r3,r5,c2)","r1=R11;r2=R15;r3=R10;c1=int:0;r4=R4;r5=R47;c2=int:10","benchmark_awfy_richards_opt",537
233,7,7,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2)","r1=R10;r2=R4;r3=R11;c1=int:0;r4=R13;c2=int:1","benchmark_awfy_richards_opt",492
234,5,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1)","r1=R47;c1=int:9;r2=R11;r3=R4;c2=int:17","benchmark_awfy_richards_opt",460
235,5,5,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c3)","r1=R9;c1=int:-1;r2=R8;c2=int:2;c3=int:0","benchmark_awfy_richards_opt",87
236,4,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R2;c1=int:0;r2=R1;r3=R6;c2=int:1","benchmark_awfy_richards_opt",58
237,3,1,1,8,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2)","r1=R12;c1=int:18;c2=int:1;r2=R8;c3=int:21;c4=int:6;r3=R7;r4=R13","benchmark_awfy_richards_opt",1771
238,3,3,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r5,r3,c2)","r1=R9;r2=R15;r3=R11;r4=R47;c1=int:9;r5=R10;c2=int:1","benchmark_awfy_richards_opt",628
239,3,1,1,8,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r2,r5,c3)","r1=R7;r2=R10;r3=R8;r4=R12;c1=int:24;c2=int:6;r5=R13;c3=int:1","benchmark_awfy_richards_opt",1789
240,3,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | RET_REG(r4)","r1=R4;r2=R6;c1=int:0;r3=R5;r4=R7;r5=R9;c2=int:9","benchmark_awfy_richards_opt",2032
241,3,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c1)","r1=R47;c1=int:9;r2=R10;c2=int:17;r3=R15","benchmark_awfy_richards_opt",641
242,3,1,1,6,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | ISETATTR1_REG_INT_REG(r4,c1,r5) | RET()","r1=R10;r2=R18;r3=R8;r4=R12;c1=int:22;r5=R13","benchmark_awfy_richards_opt",1851
243,3,3,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R15;r2=R47;c1=int:9;r3=R9;r4=R11","benchmark_awfy_richards_opt",624
244,3,3,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IGETUNLINK_REG_REG(r1,r3)","r1=R4;r2=R3;c1=int:1;r3=R1;r4=R47;c2=int:22","benchmark_awfy_richards_opt",349
245,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | ISETATTR1_REG_INT_REG(r2,c4,r4)","r1=R8;r2=R12;c1=int:19;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R18;c4=int:22","benchmark_awfy_richards_opt",1843
246,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c4) | IGETUNLINK_REG_REG(r3,r5)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R7;r4=R13;c3=int:1;r5=R10;c4=int:22","benchmark_awfy_richards_opt",1777
247,3,3,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1)","r1=R9;c1=int:0;r2=R8;c2=int:1","benchmark_awfy_richards_opt",94
248,3,3,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5)","r1=R42;c1=int:1;r2=R43;c2=int:0;r3=R36;c3=int:7;r4=R47;c4=int:256;r5=R37","benchmark_awfy_richards_opt",1622
249,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1)","r1=R38;c1=int:0;r2=R39;c2=int:5;r3=R40","benchmark_awfy_richards_opt",1562
250,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2)","r1=R39;c1=int:3000;r2=R41;c2=int:1;r3=R42","benchmark_awfy_richards_opt",1616
251,3,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R38;c1=int:3;r2=R39;c2=int:3000;r3=R41;c3=int:1","benchmark_awfy_richards_opt",1613
252,3,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R39;c1=int:5;r2=R40;c2=int:0;r3=R47;c3=int:256","benchmark_awfy_richards_opt",1565
253,3,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | IADD_REG_REG_INT(r3,r1,c2)","c1=int:18;c2=int:1;r1=R5;r2=R9;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1862
254,3,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c5)","c1=int:18;c2=int:1;r1=R8;r2=R12;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1773
255,3,3,1,7,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;r4=R47;c3=int:22","benchmark_awfy_richards_opt",346
256,3,3,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2)","r1=R4;r2=R3;r3=R47;c1=int:24;c2=int:6","benchmark_awfy_richards_opt",360
257,3,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2)","r1=R7;r2=R8;r3=R12;c1=int:24;c2=int:6;r4=R10;r5=R13;c3=int:1;r6=R14","benchmark_awfy_richards_opt",1792
258,3,3,1,5,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R11;r2=R47;c1=int:9;r3=R10;c2=int:17","benchmark_awfy_richards_opt",639
259,2,2,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2)","r1=R16;r2=R18;r3=R15;r4=R47;c1=int:21;c2=int:6","benchmark_awfy_richards_opt",808
260,2,2,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3)","r1=R20;r2=R18;c1=int:0;r3=R15;c2=int:1;r4=R47;c3=int:22","benchmark_awfy_richards_opt",904
261,2,2,1,4,candidate,"INE_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R42;r2=R43;c1=int:23246;c2=label@1730","benchmark_awfy_richards_opt",1719
262,2,2,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | IADD_REG_REG_INT(r4,r3,c3)","r1=R47;c1=int:22;r2=R3;r3=R10;c2=int:9;r4=R11;c3=int:1","benchmark_awfy_richards_opt",446
263,2,2,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R15;c1=int:2;r2=R16;r3=R47;c2=int:23","benchmark_awfy_richards_opt",855
264,2,2,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R10;r2=R4;c1=int:18;r3=R2","benchmark_awfy_richards_opt",160
265,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R18;r2=R47;c1=int:9;r3=R16;r4=R15;c2=int:21","benchmark_awfy_richards_opt",804
266,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c3)","r1=R18;r2=R15;c1=int:2;r3=R20;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",900
267,2,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R43;r2=R47;c1=int:18;r3=R42;c2=int:23246","benchmark_awfy_richards_opt",1715
268,2,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3)","r1=R15;r2=R47;c1=int:20;c2=int:6;c3=int:2;r3=R16","benchmark_awfy_richards_opt",848
269,2,2,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | CALL_REG_FUNC_REG(r5,c4,r2)","r1=R43;c1=int:0;r2=R36;c2=int:7;r3=R47;c3=int:256;r4=R37;r5=R44;c4=func@54488","benchmark_awfy_richards_opt",1661
270,2,2,1,7,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL4_REG_FUNC_REG_REG_REG_REG(r3,c3,r2,r3,r4,r1)","r1=R40;c1=int:0;r2=R47;c2=int:256;r3=R2;c3=func@52288;r4=R39","benchmark_awfy_richards_opt",1584
271,2,2,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | APPEND_REG_REG(r1,r2)","r1=R12;c1=string@16416;r2=R2","benchmark_awfy_richards_opt",230
272,2,2,1,4,candidate,"SETATTRS_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r1,c2,r2) | UNLINK_REG(r1)","r1=R15;c1=int:6;c2=int:2;r2=R16","benchmark_awfy_richards_opt",852
273,2,2,1,4,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2)","r1=R15;r2=R47;c1=int:23;c2=int:6","benchmark_awfy_richards_opt",859
274,1,1,1,3,candidate,"APPEND_REG_REG(r1,r2) | SAY_REG(r1) | SAY_STRING(c1)","r1=R12;r2=R1;c1=string@17120","benchmark_awfy_richards_opt",245
275,1,1,1,4,candidate,"APPEND_REG_REG(r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3)","r1=R12;r2=R2;c1=string@16704;r3=R1","benchmark_awfy_richards_opt",236
276,1,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r4,r2,c3)","c1=label@3281;r1=R9;r2=R8;r3=R15;c2=int:6;r4=R7;c3=int:1","benchmark_awfy_richards_opt",3211
277,1,1,1,5,candidate,"BRF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c2) | STOI_REG(r2)","c1=label@39;r1=R5;r2=R6;r3=R0;c2=int:1","benchmark_awfy_richards_opt",27
278,1,1,1,5,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | BR_ID(c3)","c1=label@13;r1=R14;c2=int:512;r2=R0;c3=label@16","benchmark_awfy_richards_opt",4
279,1,1,1,5,candidate,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | SETOBJTYPE_REG_STRING(r2,c3)","c1=label@222;r1=R7;r2=R8;c2=int:28;c3=string@8","benchmark_awfy_richards_opt",71
280,1,1,1,4,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R5;r2=R10;c1=int:0;c2=label@219","benchmark_awfy_richards_opt",178
281,1,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3)","r1=R12;c1=string@16264;r2=R3;c2=string@16416;r3=R2","benchmark_awfy_richards_opt",226
282,1,1,1,5,candidate,"COPY_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1) | CALL1_REG_FUNC_REG(r3,c2,r1)","r1=R4;r2=R8;c1=int:256;r3=R5;c2=func@12088","benchmark_awfy_richards_opt",150
283,1,1,1,3,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BTOI_REG(r3)","r1=R1;r2=R10;r3=R5","benchmark_awfy_richards_opt",173
284,1,1,1,4,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R2;r2=R10;r3=R4;c1=int:6","benchmark_awfy_richards_opt",164
285,1,1,1,4,candidate,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2)","r1=R4;r2=R3;r3=R12;c1=string@16264","benchmark_awfy_richards_opt",222
286,1,1,1,5,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@39","benchmark_awfy_richards_opt",19
287,1,1,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | ILT_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R3;r2=R6;c1=int:1;c2=label@58","benchmark_awfy_richards_opt",36
288,1,1,1,5,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R5;c1=int:1;c2=label@39;r2=R6;r3=R0","benchmark_awfy_richards_opt",23
289,1,1,1,6,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2)","r1=R7;r2=R6;r3=R3;c1=label@222;r4=R8;c2=int:28","benchmark_awfy_richards_opt",67
290,1,1,1,6,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r3,c1) | ISETATTR1_REG_INT_REG(r4,c2,r3)","r1=R8;r2=R4;c1=int:0;r3=R3;r4=R47;c2=int:22","benchmark_awfy_richards_opt",438
291,1,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | SETTP_REG_INT(r3,c2)","r1=R8;c1=int:26;r2=R9;r3=R4;c2=int:256","benchmark_awfy_richards_opt",146
292,1,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r1,c3,r3)","r1=R8;c1=int:22;r2=R10;r3=R9;c2=int:-1;c3=int:2","benchmark_awfy_richards_opt",83
293,1,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R47;c1=int:22;r2=R30;r3=R38;c2=int:0;r4=R39;c3=int:5","benchmark_awfy_richards_opt",1558
294,1,1,1,3,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r1,c1)","r1=R14;c1=int:2;r2=R2","benchmark_awfy_richards_opt",6611
295,1,1,1,2,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SAY_REG(r2)","r1=R1;r2=R12","benchmark_awfy_richards_opt",243
296,1,1,1,3,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1)","r1=R2;r2=R12;c1=string@16704","benchmark_awfy_richards_opt",234
297,1,1,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2)","r1=R3;r2=R12;c1=string@16264;c2=string@16416","benchmark_awfy_richards_opt",224
298,1,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LOAD_REG_INT(r2,c2)","r1=R4;r2=R3;c1=int:1;r3=R8;c2=int:0","benchmark_awfy_richards_opt",434
299,1,1,1,9,candidate,"LOADSETTPSWAP_REG_INT_REG_INT_REG(r1,c1,r2,c2,r3) | SWAP_REG_REG(r4,r5) | CALL_REG_FUNC_REG(r6,c3,r1)","r1=R36;c1=int:7;r2=R47;c2=int:256;r3=R37;r4=R40;r5=R2;r6=R33;c3=func@54488","benchmark_awfy_richards_opt",1628
300,1,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1)","r1=R3;c1=int:1;r2=R5;r3=R0;c2=int:0","benchmark_awfy_richards_opt",16
301,1,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2)","r1=R6;c1=int:1;r2=R7;r3=R3;c2=label@222","benchmark_awfy_richards_opt",64
302,1,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2)","r1=R9;c1=int:0;r2=R8;c2=int:26;r3=R4","benchmark_awfy_richards_opt",143
303,1,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c1)","r1=R10;c1=int:-1;r2=R8;c2=int:22;r3=R9","benchmark_awfy_richards_opt",80
304,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c3)","r1=R30;c1=int:2;r2=R47;c2=int:22;r3=R38;c3=int:0","benchmark_awfy_richards_opt",1555
305,1,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SWAP_REG_REG(r5,r6)","r1=R43;c1=int:0;r2=R36;c2=int:7;r3=R47;c3=int:256;r4=R37;r5=R40;r6=R2","benchmark_awfy_richards_opt",1625
306,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4)","r1=R1;c1=int:0;r2=R6;c2=int:1;r3=R7;r4=R3","benchmark_awfy_richards_opt",61
307,1,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL4_REG_FUNC_REG_REG_REG_REG(r3,c3,r2,r4,r5,r1)","r1=R40;c1=int:0;r2=R47;c2=int:256;r3=R2;c3=func@52288;r4=R38;r5=R39","benchmark_awfy_richards_opt",1568
308,1,1,1,4,candidate,"MINLINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | IGETUNLINK_REG_REG(r3,r1)","r1=R6;r2=R0;c1=int:1;r3=R3","benchmark_awfy_richards_opt",30
309,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | COPY_REG_REG(r2,r1)","c1=int:18;c2=int:1;c3=label@13;r1=R14;c4=int:512;r2=R0","benchmark_awfy_richards_opt",0
310,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1)","c1=int:18;c2=int:1;r1=R2;r2=R14;c3=int:22;c4=int:2","benchmark_awfy_richards_opt",6603
311,1,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | SETATTRS_REG_INT(r1,c4)","c1=int:18;c2=int:1;r1=R3;r2=R47;c3=int:21;c4=int:6","benchmark_awfy_richards_opt",338
312,1,1,1,3,candidate,"SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R12;c1=string@17120;c2=int:0","benchmark_awfy_richards_opt",248
313,1,1,1,5,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | LOAD_REG_INT(r2,c3)","r1=R8;c1=int:28;c2=string@8;r2=R10;c3=int:-1","benchmark_awfy_richards_opt",74
314,1,1,1,5,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2)","r1=R8;c1=string@8;r2=R10;c2=int:-1;c3=int:22","benchmark_awfy_richards_opt",77
315,1,1,1,3,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1) | ILT_REG_REG_INT(r1,r2,c1)","r1=R6;r2=R3;c1=int:1","benchmark_awfy_richards_opt",34
316,1,1,1,8,candidate,"SWAPN_REG_REG_REG_REG(r1,r2,r3,r4) | LOAD_REG_INT(r5,c1) | LOAD_REG_INT(r6,c2)","r1=R47;r2=R37;r3=R2;r4=R40;r5=R38;c1=int:4;r6=R39;c2=int:4000","benchmark_awfy_richards_opt",1641
317,1,1,1,6,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R47;r2=R37;r3=R38;c1=int:5;r4=R39;c2=int:5000","benchmark_awfy_richards_opt",1674
318,1,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1) | CALL1_REG_FUNC_REG(r3,c2,r1)","r1=R47;r2=R37;c1=int:256;r3=R41;c2=func@56480","benchmark_awfy_richards_opt",1705
319,1,1,1,6,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R10;c1=label@3281;r2=R9;r3=R8;r4=R15;c2=int:6","benchmark_awfy_richards_opt",3209
