vm	comparison	loop_count	padding_cells	process_run	pair	order	current_us	alternative_us	delta_us	delta_per_call_ns	alternative_delta_percent
rxbvm	ITOF2_CHAIN_RETENTION	1000000	4	2	1	alternative-first	3888	4109	221	0.221000	+5.684156
rxbvm	ITOF2_CHAIN_RETENTION	1000000	4	2	2	current-first	3982	4181	199	0.199000	+4.997489
rxbvm	ITOF2_CHAIN_RETENTION	1000000	4	2	3	alternative-first	3901	4171	270	0.270000	+6.921302
rxbvm	ITOF2_CHAIN_RETENTION	1000000	4	2	4	current-first	4003	4113	110	0.110000	+2.747939
rxbvm	ITOF2_CHAIN_RETENTION	1000000	4	3	1	alternative-first	3825	4108	283	0.283000	+7.398693
rxbvm	ITOF2_CHAIN_RETENTION	1000000	4	3	2	current-first	3864	4201	337	0.337000	+8.721532
rxbvm	ITOF2_CHAIN_RETENTION	1000000	4	3	3	alternative-first	3836	4117	281	0.281000	+7.325339
rxbvm	ITOF2_CHAIN_RETENTION	1000000	4	3	4	current-first	3840	4213	373	0.373000	+9.713542
rxvm	ITOF2_CHAIN_RETENTION	1000000	4	3	1	alternative-first	3572	3760	188	0.188000	+5.263158
rxvm	ITOF2_CHAIN_RETENTION	1000000	4	3	2	current-first	3547	3725	178	0.178000	+5.018325
rxvm	ITOF2_CHAIN_RETENTION	1000000	4	3	3	alternative-first	3624	3736	112	0.112000	+3.090508
rxvm	ITOF2_CHAIN_RETENTION	1000000	4	3	4	current-first	3563	3717	154	0.154000	+4.322200
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	1	1	alternative-first	3981	4042	61	0.061000	+1.532278
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	1	2	current-first	3904	4075	171	0.171000	+4.380123
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	1	3	alternative-first	3966	4051	85	0.085000	+2.143217
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	1	4	current-first	3895	4065	170	0.170000	+4.364570
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	1	1	alternative-first	3541	3747	206	0.206000	+5.817566
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	1	2	current-first	3540	3771	231	0.231000	+6.525424
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	1	3	alternative-first	3546	3691	145	0.145000	+4.089114
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	1	4	current-first	3557	3741	184	0.184000	+5.172899
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	2	1	alternative-first	3619	3754	135	0.135000	+3.730312
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	2	2	current-first	3575	3689	114	0.114000	+3.188811
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	2	3	alternative-first	3779	3705	-74	-0.074000	-1.958190
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	2	4	current-first	3607	3679	72	0.072000	+1.996119
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	2	1	alternative-first	3886	4045	159	0.159000	+4.091611
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	2	2	current-first	3935	4104	169	0.169000	+4.294790
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	2	3	alternative-first	3920	4038	118	0.118000	+3.010204
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	2	4	current-first	3979	4116	137	0.137000	+3.443076
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	3	1	alternative-first	3878	4070	192	0.192000	+4.951006
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	3	2	current-first	3878	4121	243	0.243000	+6.266117
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	3	3	alternative-first	3910	4150	240	0.240000	+6.138107
rxbvm	ITOF2_CHAIN_RETENTION	1000000	12	3	4	current-first	3890	4054	164	0.164000	+4.215938
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	3	1	alternative-first	3637	3706	69	0.069000	+1.897168
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	3	2	current-first	3606	3833	227	0.227000	+6.295064
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	3	3	alternative-first	3584	3678	94	0.094000	+2.622768
rxvm	ITOF2_CHAIN_RETENTION	1000000	12	3	4	current-first	3633	3686	53	0.053000	+1.458849
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	1	1	alternative-first	3826	4162	336	0.336000	+8.782018
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	1	2	current-first	3882	4117	235	0.235000	+6.053581
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	1	3	alternative-first	3841	4095	254	0.254000	+6.612861
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	1	4	current-first	3878	4122	244	0.244000	+6.291903
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	1	1	alternative-first	3506	3674	168	0.168000	+4.791786
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	1	2	current-first	3511	3698	187	0.187000	+5.326118
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	1	3	alternative-first	3524	3691	167	0.167000	+4.738933
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	1	4	current-first	3530	3627	97	0.097000	+2.747875
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	2	1	alternative-first	3536	3731	195	0.195000	+5.514706
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	2	2	current-first	3654	3774	120	0.120000	+3.284072
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	2	3	alternative-first	3570	3747	177	0.177000	+4.957983
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	2	4	current-first	3626	3712	86	0.086000	+2.371760
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	2	1	alternative-first	3883	4053	170	0.170000	+4.378058
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	2	2	current-first	3876	4107	231	0.231000	+5.959752
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	2	3	alternative-first	3921	4086	165	0.165000	+4.208110
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	2	4	current-first	3890	4091	201	0.201000	+5.167095
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	3	1	alternative-first	3842	4080	238	0.238000	+6.194690
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	3	2	current-first	3816	4070	254	0.254000	+6.656184
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	3	3	alternative-first	3860	4159	299	0.299000	+7.746114
rxbvm	ITOF2_CHAIN_RETENTION	1000000	2	3	4	current-first	3834	4044	210	0.210000	+5.477308
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	3	1	alternative-first	3498	3673	175	0.175000	+5.002859
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	3	2	current-first	3561	3708	147	0.147000	+4.128054
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	3	3	alternative-first	3506	3663	157	0.157000	+4.478038
rxvm	ITOF2_CHAIN_RETENTION	1000000	2	3	4	current-first	3574	3786	212	0.212000	+5.931729
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	1	1	alternative-first	3801	4084	283	0.283000	+7.445409
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	1	2	current-first	3809	4222	413	0.413000	+10.842741
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	1	3	alternative-first	3823	4094	271	0.271000	+7.088674
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	1	4	current-first	3796	4145	349	0.349000	+9.193888
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	1	1	alternative-first	3571	3753	182	0.182000	+5.096612
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	1	2	current-first	3572	3685	113	0.113000	+3.163494
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	1	3	alternative-first	3620	3681	61	0.061000	+1.685083
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	1	4	current-first	3582	3664	82	0.082000	+2.289224
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	2	1	alternative-first	3734	3679	-55	-0.055000	-1.472951
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	2	2	current-first	3705	3783	78	0.078000	+2.105263
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	2	3	alternative-first	3661	3796	135	0.135000	+3.687517
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	2	4	current-first	3713	3739	26	0.026000	+0.700242
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	2	1	alternative-first	3812	4124	312	0.312000	+8.184680
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	2	2	current-first	3812	4090	278	0.278000	+7.292760
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	2	3	alternative-first	3828	4112	284	0.284000	+7.419018
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	2	4	current-first	3809	4131	322	0.322000	+8.453662
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	3	1	alternative-first	3869	4067	198	0.198000	+5.117601
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	3	2	current-first	3875	4058	183	0.183000	+4.722581
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	3	3	alternative-first	3943	4075	132	0.132000	+3.347705
rxbvm	ITOF2_CHAIN_RETENTION	1000000	10	3	4	current-first	3829	4066	237	0.237000	+6.189606
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	3	1	alternative-first	3574	3674	100	0.100000	+2.797985
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	3	2	current-first	3571	3758	187	0.187000	+5.236628
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	3	3	alternative-first	3561	3693	132	0.132000	+3.706824
rxvm	ITOF2_CHAIN_RETENTION	1000000	10	3	4	current-first	3607	3812	205	0.205000	+5.683393
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	1	1	alternative-first	3882	4042	160	0.160000	+4.121587
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	1	2	current-first	3883	4163	280	0.280000	+7.210919
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	1	3	alternative-first	3883	4059	176	0.176000	+4.532578
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	1	4	current-first	3883	4100	217	0.217000	+5.588463
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	1	1	alternative-first	3568	3741	173	0.173000	+4.848655
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	1	2	current-first	3560	3662	102	0.102000	+2.865169
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	1	3	alternative-first	3703	3681	-22	-0.022000	-0.594113
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	1	4	current-first	3567	3671	104	0.104000	+2.915615
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	2	1	alternative-first	3604	3672	68	0.068000	+1.886792
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	2	2	current-first	3626	3815	189	0.189000	+5.212355
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	2	3	alternative-first	3623	3724	101	0.101000	+2.787745
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	2	4	current-first	3631	3863	232	0.232000	+6.389424
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	2	1	alternative-first	3893	4097	204	0.204000	+5.240175
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	2	2	current-first	3888	4038	150	0.150000	+3.858025
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	2	3	alternative-first	3934	4116	182	0.182000	+4.626335
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	2	4	current-first	3917	4027	110	0.110000	+2.808272
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	3	1	alternative-first	3882	4109	227	0.227000	+5.847501
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	3	2	current-first	3855	4096	241	0.241000	+6.251621
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	3	3	alternative-first	3852	4080	228	0.228000	+5.919003
rxbvm	ITOF2_CHAIN_RETENTION	1000000	6	3	4	current-first	3857	4142	285	0.285000	+7.389163
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	3	1	alternative-first	3567	3701	134	0.134000	+3.756658
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	3	2	current-first	3580	3799	219	0.219000	+6.117318
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	3	3	alternative-first	3616	3711	95	0.095000	+2.627212
rxvm	ITOF2_CHAIN_RETENTION	1000000	6	3	4	current-first	3585	3714	129	0.129000	+3.598326
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	1	1	alternative-first	3892	4108	216	0.216000	+5.549846
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	1	2	current-first	3878	4086	208	0.208000	+5.363589
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	1	3	alternative-first	3884	4085	201	0.201000	+5.175077
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	1	4	current-first	3883	4044	161	0.161000	+4.146279
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	1	1	alternative-first	3742	3843	101	0.101000	+2.699091
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	1	2	current-first	3655	3694	39	0.039000	+1.067031
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	1	3	alternative-first	3706	3659	-47	-0.047000	-1.268214
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	1	4	current-first	3678	3680	2	0.002000	+0.054377
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	2	1	alternative-first	3659	3681	22	0.022000	+0.601257
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	2	2	current-first	3647	3770	123	0.123000	+3.372635
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	2	3	alternative-first	3590	3701	111	0.111000	+3.091922
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	2	4	current-first	3665	3704	39	0.039000	+1.064120
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	2	1	alternative-first	3860	4104	244	0.244000	+6.321244
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	2	2	current-first	3802	4119	317	0.317000	+8.337717
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	2	3	alternative-first	3897	4130	233	0.233000	+5.978958
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	2	4	current-first	3803	4093	290	0.290000	+7.625559
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	3	1	alternative-first	3876	4060	184	0.184000	+4.747162
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	3	2	current-first	3920	4106	186	0.186000	+4.744898
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	3	3	alternative-first	3906	4037	131	0.131000	+3.353815
rxbvm	ITOF2_CHAIN_RETENTION	1000000	14	3	4	current-first	3937	4093	156	0.156000	+3.962408
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	3	1	alternative-first	3521	12467	8946	8.946000	+254.075547
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	3	2	current-first	3502	12479	8977	8.977000	+256.339235
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	3	3	alternative-first	3500	12487	8987	8.987000	+256.771429
rxvm	ITOF2_CHAIN_RETENTION	1000000	14	3	4	current-first	3506	12240	8734	8.734000	+249.115801
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	1	1	alternative-first	3498	3722	224	0.224000	+6.403659
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	1	2	current-first	3514	3791	277	0.277000	+7.882755
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	1	3	alternative-first	3519	3711	192	0.192000	+5.456095
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	1	4	current-first	3841	3781	-60	-0.060000	-1.562093
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	1	1	alternative-first	3888	4166	278	0.278000	+7.150206
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	1	2	current-first	3890	4102	212	0.212000	+5.449871
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	1	3	alternative-first	3918	4112	194	0.194000	+4.951506
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	1	4	current-first	3883	4072	189	0.189000	+4.867371
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	2	1	alternative-first	3905	4109	204	0.204000	+5.224072
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	2	2	current-first	3817	4074	257	0.257000	+6.733036
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	2	3	alternative-first	3840	4072	232	0.232000	+6.041667
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	2	4	current-first	3874	4122	248	0.248000	+6.401652
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	2	1	alternative-first	3525	3727	202	0.202000	+5.730496
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	2	2	current-first	3525	3800	275	0.275000	+7.801418
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	2	3	alternative-first	3506	3759	253	0.253000	+7.216201
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	2	4	current-first	3542	3763	221	0.221000	+6.239413
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	3	1	alternative-first	3868	3697	-171	-0.171000	-4.420889
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	3	2	current-first	3574	3689	115	0.115000	+3.217683
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	3	3	alternative-first	3589	3719	130	0.130000	+3.622179
rxvm	ITOF2_CHAIN_RETENTION	1000000	1	3	4	current-first	3598	3709	111	0.111000	+3.085047
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	3	1	alternative-first	3795	4093	298	0.298000	+7.852437
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	3	2	current-first	3823	4164	341	0.341000	+8.919697
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	3	3	alternative-first	3811	4087	276	0.276000	+7.242194
rxbvm	ITOF2_CHAIN_RETENTION	1000000	1	3	4	current-first	3828	4120	292	0.292000	+7.628004
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	1	1	alternative-first	3489	3737	248	0.248000	+7.108054
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	1	2	current-first	3482	3752	270	0.270000	+7.754164
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	1	3	alternative-first	3496	3756	260	0.260000	+7.437071
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	1	4	current-first	3487	3738	251	0.251000	+7.198165
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	1	1	alternative-first	3855	4086	231	0.231000	+5.992218
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	1	2	current-first	3850	4105	255	0.255000	+6.623377
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	1	3	alternative-first	3927	4086	159	0.159000	+4.048892
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	1	4	current-first	3812	4141	329	0.329000	+8.630640
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	2	1	alternative-first	3825	4057	232	0.232000	+6.065359
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	2	2	current-first	3835	4107	272	0.272000	+7.092568
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	2	3	alternative-first	3841	4089	248	0.248000	+6.456652
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	2	4	current-first	3889	4128	239	0.239000	+6.145539
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	2	1	alternative-first	3555	3747	192	0.192000	+5.400844
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	2	2	current-first	3560	3679	119	0.119000	+3.342697
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	2	3	alternative-first	3589	3755	166	0.166000	+4.625244
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	2	4	current-first	3591	3707	116	0.116000	+3.230298
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	3	1	alternative-first	3785	3843	58	0.058000	+1.532365
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	3	2	current-first	3687	3682	-5	-0.005000	-0.135612
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	3	3	alternative-first	3571	3682	111	0.111000	+3.108373
rxvm	ITOF2_CHAIN_RETENTION	1000000	9	3	4	current-first	3686	3972	286	0.286000	+7.759088
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	3	1	alternative-first	3815	4106	291	0.291000	+7.627785
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	3	2	current-first	3803	4129	326	0.326000	+8.572180
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	3	3	alternative-first	3809	4171	362	0.362000	+9.503807
rxbvm	ITOF2_CHAIN_RETENTION	1000000	9	3	4	current-first	3815	4096	281	0.281000	+7.365662
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	1	1	alternative-first	3493	3816	323	0.323000	+9.247066
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	1	2	current-first	3479	3766	287	0.287000	+8.249497
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	1	3	alternative-first	3689	3771	82	0.082000	+2.222825
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	1	4	current-first	3541	3787	246	0.246000	+6.947190
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	1	1	alternative-first	3877	4082	205	0.205000	+5.287594
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	1	2	current-first	3868	4081	213	0.213000	+5.506722
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	1	3	alternative-first	3900	4063	163	0.163000	+4.179487
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	1	4	current-first	3853	4069	216	0.216000	+5.606021
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	2	1	alternative-first	3911	4042	131	0.131000	+3.349527
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	2	2	current-first	3981	4075	94	0.094000	+2.361216
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	2	3	alternative-first	3931	4047	116	0.116000	+2.950903
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	2	4	current-first	3958	4130	172	0.172000	+4.345629
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	2	1	alternative-first	3531	3775	244	0.244000	+6.910224
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	2	2	current-first	3532	3765	233	0.233000	+6.596829
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	2	3	alternative-first	3533	3771	238	0.238000	+6.736485
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	2	4	current-first	3594	3719	125	0.125000	+3.478019
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	3	1	alternative-first	3604	3671	67	0.067000	+1.859046
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	3	2	current-first	3623	3687	64	0.064000	+1.766492
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	3	3	alternative-first	3543	3688	145	0.145000	+4.092577
rxvm	ITOF2_CHAIN_RETENTION	1000000	5	3	4	current-first	3561	3691	130	0.130000	+3.650660
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	3	1	alternative-first	3876	4104	228	0.228000	+5.882353
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	3	2	current-first	3908	4077	169	0.169000	+4.324463
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	3	3	alternative-first	3894	4137	243	0.243000	+6.240370
rxbvm	ITOF2_CHAIN_RETENTION	1000000	5	3	4	current-first	3885	4029	144	0.144000	+3.706564
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	1	1	alternative-first	3523	3936	413	0.413000	+11.722963
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	1	2	current-first	3518	3857	339	0.339000	+9.636157
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	1	3	alternative-first	3604	3982	378	0.378000	+10.488346
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	1	4	current-first	3872	3726	-146	-0.146000	-3.770661
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	1	1	alternative-first	3901	4083	182	0.182000	+4.665470
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	1	2	current-first	3958	4064	106	0.106000	+2.678120
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	1	3	alternative-first	3905	4039	134	0.134000	+3.431498
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	1	4	current-first	3949	4066	117	0.117000	+2.962775
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	2	1	alternative-first	3880	4045	165	0.165000	+4.252577
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	2	2	current-first	3892	4132	240	0.240000	+6.166495
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	2	3	alternative-first	3885	4101	216	0.216000	+5.559846
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	2	4	current-first	3880	4115	235	0.235000	+6.056701
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	2	1	alternative-first	3612	3714	102	0.102000	+2.823920
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	2	2	current-first	3572	3709	137	0.137000	+3.835386
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	2	3	alternative-first	3631	3677	46	0.046000	+1.266869
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	2	4	current-first	3603	3706	103	0.103000	+2.858729
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	3	1	alternative-first	3519	3726	207	0.207000	+5.882353
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	3	2	current-first	3524	3809	285	0.285000	+8.087401
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	3	3	alternative-first	3499	3762	263	0.263000	+7.516433
rxvm	ITOF2_CHAIN_RETENTION	1000000	13	3	4	current-first	3800	3769	-31	-0.031000	-0.815789
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	3	1	alternative-first	3974	4047	73	0.073000	+1.836940
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	3	2	current-first	3903	4064	161	0.161000	+4.125032
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	3	3	alternative-first	3968	4076	108	0.108000	+2.721774
rxbvm	ITOF2_CHAIN_RETENTION	1000000	13	3	4	current-first	3893	4069	176	0.176000	+4.520935
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	1	1	alternative-first	3690	3699	9	0.009000	+0.243902
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	1	2	current-first	3680	3699	19	0.019000	+0.516304
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	1	3	alternative-first	3655	3654	-1	-0.001000	-0.027360
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	1	4	current-first	3728	3695	-33	-0.033000	-0.885193
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	1	1	alternative-first	3834	4092	258	0.258000	+6.729264
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	1	2	current-first	3839	4178	339	0.339000	+8.830425
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	1	3	alternative-first	3827	4134	307	0.307000	+8.021949
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	1	4	current-first	3826	4151	325	0.325000	+8.494511
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	2	1	alternative-first	3825	4174	349	0.349000	+9.124183
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	2	2	current-first	3855	4140	285	0.285000	+7.392996
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	2	3	alternative-first	3897	4137	240	0.240000	+6.158584
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	2	4	current-first	3837	4081	244	0.244000	+6.359135
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	2	1	alternative-first	3565	3678	113	0.113000	+3.169705
