vm	comparison	loop_count	padding_cells	process_run	pair	order	current_us	alternative_us	delta_us	delta_per_call_ns	alternative_delta_percent
rxbvm	SETLINKILOAD_PROMOTION	500000	9	2	3	alternative-first	2458	2228	-230	-0.460000	-9.357201
rxbvm	SETLINKILOAD_PROMOTION	500000	9	2	4	current-first	2488	2265	-223	-0.446000	-8.963023
rxvm	SETLINKILOAD_PROMOTION	500000	9	2	1	alternative-first	2202	2069	-133	-0.266000	-6.039964
rxvm	SETLINKILOAD_PROMOTION	500000	9	2	2	current-first	2302	2067	-235	-0.470000	-10.208514
rxvm	SETLINKILOAD_PROMOTION	500000	9	2	3	alternative-first	2349	2108	-241	-0.482000	-10.259685
rxvm	SETLINKILOAD_PROMOTION	500000	9	2	4	current-first	2310	2065	-245	-0.490000	-10.606061
rxvm	SETLINKILOAD_PROMOTION	500000	9	3	1	alternative-first	2199	2213	14	0.028000	+0.636653
rxvm	SETLINKILOAD_PROMOTION	500000	9	3	2	current-first	2357	2317	-40	-0.080000	-1.697073
rxvm	SETLINKILOAD_PROMOTION	500000	9	3	3	alternative-first	2198	2089	-109	-0.218000	-4.959054
rxvm	SETLINKILOAD_PROMOTION	500000	9	3	4	current-first	2215	2114	-101	-0.202000	-4.559819
rxbvm	SETLINKILOAD_PROMOTION	500000	9	3	1	alternative-first	2420	2233	-187	-0.374000	-7.727273
rxbvm	SETLINKILOAD_PROMOTION	500000	9	3	2	current-first	2577	2240	-337	-0.674000	-13.077222
rxbvm	SETLINKILOAD_PROMOTION	500000	9	3	3	alternative-first	2570	2263	-307	-0.614000	-11.945525
rxbvm	SETLINKILOAD_PROMOTION	500000	9	3	4	current-first	2474	2232	-242	-0.484000	-9.781730
rxvm	SETLINKILOAD_PROMOTION	500000	5	1	1	alternative-first	2310	2080	-230	-0.460000	-9.956710
rxvm	SETLINKILOAD_PROMOTION	500000	5	1	2	current-first	2463	2146	-317	-0.634000	-12.870483
rxvm	SETLINKILOAD_PROMOTION	500000	5	1	3	alternative-first	2202	2096	-106	-0.212000	-4.813806
rxvm	SETLINKILOAD_PROMOTION	500000	5	1	4	current-first	2223	2063	-160	-0.320000	-7.197481
rxbvm	SETLINKILOAD_PROMOTION	500000	5	1	1	alternative-first	2401	2254	-147	-0.294000	-6.122449
rxbvm	SETLINKILOAD_PROMOTION	500000	5	1	2	current-first	2419	2238	-181	-0.362000	-7.482431
rxbvm	SETLINKILOAD_PROMOTION	500000	5	1	3	alternative-first	2502	2259	-243	-0.486000	-9.712230
rxbvm	SETLINKILOAD_PROMOTION	500000	5	1	4	current-first	2455	2269	-186	-0.372000	-7.576375
rxbvm	SETLINKILOAD_PROMOTION	500000	5	2	1	alternative-first	2409	2276	-133	-0.266000	-5.520963
rxbvm	SETLINKILOAD_PROMOTION	500000	5	2	2	current-first	2435	2249	-186	-0.372000	-7.638604
rxbvm	SETLINKILOAD_PROMOTION	500000	5	2	3	alternative-first	2425	2236	-189	-0.378000	-7.793814
rxbvm	SETLINKILOAD_PROMOTION	500000	5	2	4	current-first	2446	2307	-139	-0.278000	-5.682747
rxvm	SETLINKILOAD_PROMOTION	500000	5	2	1	alternative-first	2208	2312	104	0.208000	+4.710145
rxvm	SETLINKILOAD_PROMOTION	500000	5	2	2	current-first	2288	2206	-82	-0.164000	-3.583916
rxvm	SETLINKILOAD_PROMOTION	500000	5	2	3	alternative-first	2232	2194	-38	-0.076000	-1.702509
rxvm	SETLINKILOAD_PROMOTION	500000	5	2	4	current-first	2212	2226	14	0.028000	+0.632911
rxvm	SETLINKILOAD_PROMOTION	500000	5	3	1	alternative-first	2206	2212	6	0.012000	+0.271985
rxvm	SETLINKILOAD_PROMOTION	500000	5	3	2	current-first	2289	2084	-205	-0.410000	-8.955876
rxvm	SETLINKILOAD_PROMOTION	500000	5	3	3	alternative-first	2235	2196	-39	-0.078000	-1.744966
rxvm	SETLINKILOAD_PROMOTION	500000	5	3	4	current-first	2244	2065	-179	-0.358000	-7.976827
rxbvm	SETLINKILOAD_PROMOTION	500000	5	3	1	alternative-first	2522	2299	-223	-0.446000	-8.842189
rxbvm	SETLINKILOAD_PROMOTION	500000	5	3	2	current-first	2541	2254	-287	-0.574000	-11.294766
rxbvm	SETLINKILOAD_PROMOTION	500000	5	3	3	alternative-first	2459	2238	-221	-0.442000	-8.987393
rxbvm	SETLINKILOAD_PROMOTION	500000	5	3	4	current-first	2459	2317	-142	-0.284000	-5.774705
rxvm	SETLINKILOAD_PROMOTION	500000	13	1	1	alternative-first	2444	2200	-244	-0.488000	-9.983633
rxvm	SETLINKILOAD_PROMOTION	500000	13	1	2	current-first	2214	2081	-133	-0.266000	-6.007227
rxvm	SETLINKILOAD_PROMOTION	500000	13	1	3	alternative-first	2192	2081	-111	-0.222000	-5.063869
rxvm	SETLINKILOAD_PROMOTION	500000	13	1	4	current-first	2192	2113	-79	-0.158000	-3.604015
rxbvm	SETLINKILOAD_PROMOTION	500000	13	1	1	alternative-first	2395	2234	-161	-0.322000	-6.722338
rxbvm	SETLINKILOAD_PROMOTION	500000	13	1	2	current-first	2427	2281	-146	-0.292000	-6.015657
rxbvm	SETLINKILOAD_PROMOTION	500000	13	1	3	alternative-first	2390	2237	-153	-0.306000	-6.401674
rxbvm	SETLINKILOAD_PROMOTION	500000	13	1	4	current-first	2435	2250	-185	-0.370000	-7.597536
rxbvm	SETLINKILOAD_PROMOTION	500000	13	2	1	alternative-first	2408	2259	-149	-0.298000	-6.187708
rxbvm	SETLINKILOAD_PROMOTION	500000	13	2	2	current-first	2464	2233	-231	-0.462000	-9.375000
rxbvm	SETLINKILOAD_PROMOTION	500000	13	2	3	alternative-first	2464	2260	-204	-0.408000	-8.279221
rxbvm	SETLINKILOAD_PROMOTION	500000	13	2	4	current-first	2480	2244	-236	-0.472000	-9.516129
rxvm	SETLINKILOAD_PROMOTION	500000	13	2	1	alternative-first	2281	2217	-64	-0.128000	-2.805787
rxvm	SETLINKILOAD_PROMOTION	500000	13	2	2	current-first	2233	2077	-156	-0.312000	-6.986117
rxvm	SETLINKILOAD_PROMOTION	500000	13	2	3	alternative-first	2201	2081	-120	-0.240000	-5.452067
rxvm	SETLINKILOAD_PROMOTION	500000	13	2	4	current-first	2202	2118	-84	-0.168000	-3.814714
rxvm	SETLINKILOAD_PROMOTION	500000	13	3	1	alternative-first	2200	2215	15	0.030000	+0.681818
rxvm	SETLINKILOAD_PROMOTION	500000	13	3	2	current-first	2287	2312	25	0.050000	+1.093135
rxvm	SETLINKILOAD_PROMOTION	500000	13	3	3	alternative-first	2229	2081	-148	-0.296000	-6.639749
rxvm	SETLINKILOAD_PROMOTION	500000	13	3	4	current-first	2200	2082	-118	-0.236000	-5.363636
rxbvm	SETLINKILOAD_PROMOTION	500000	13	3	1	alternative-first	2384	2266	-118	-0.236000	-4.949664
rxbvm	SETLINKILOAD_PROMOTION	500000	13	3	2	current-first	2430	2243	-187	-0.374000	-7.695473
rxbvm	SETLINKILOAD_PROMOTION	500000	13	3	3	alternative-first	2404	2262	-142	-0.284000	-5.906822
rxbvm	SETLINKILOAD_PROMOTION	500000	13	3	4	current-first	2480	2279	-201	-0.402000	-8.104839
rxvm	SETLINKILOAD_PROMOTION	500000	3	1	1	alternative-first	2217	2118	-99	-0.198000	-4.465494
rxvm	SETLINKILOAD_PROMOTION	500000	3	1	2	current-first	2216	2073	-143	-0.286000	-6.453069
rxvm	SETLINKILOAD_PROMOTION	500000	3	1	3	alternative-first	2213	2072	-141	-0.282000	-6.371441
rxvm	SETLINKILOAD_PROMOTION	500000	3	1	4	current-first	2220	2338	118	0.236000	+5.315315
rxbvm	SETLINKILOAD_PROMOTION	500000	3	1	1	alternative-first	2492	2251	-241	-0.482000	-9.670947
rxbvm	SETLINKILOAD_PROMOTION	500000	3	1	2	current-first	2478	2252	-226	-0.452000	-9.120258
rxbvm	SETLINKILOAD_PROMOTION	500000	3	1	3	alternative-first	2394	2237	-157	-0.314000	-6.558062
rxbvm	SETLINKILOAD_PROMOTION	500000	3	1	4	current-first	2416	2235	-181	-0.362000	-7.491722
rxbvm	SETLINKILOAD_PROMOTION	500000	3	2	1	alternative-first	2425	2254	-171	-0.342000	-7.051546
rxbvm	SETLINKILOAD_PROMOTION	500000	3	2	2	current-first	2419	2227	-192	-0.384000	-7.937164
rxbvm	SETLINKILOAD_PROMOTION	500000	3	2	3	alternative-first	2577	2276	-301	-0.602000	-11.680248
rxbvm	SETLINKILOAD_PROMOTION	500000	3	2	4	current-first	2535	2247	-288	-0.576000	-11.360947
rxvm	SETLINKILOAD_PROMOTION	500000	3	2	1	alternative-first	2209	2091	-118	-0.236000	-5.341784
rxvm	SETLINKILOAD_PROMOTION	500000	3	2	2	current-first	2206	2085	-121	-0.242000	-5.485041
rxvm	SETLINKILOAD_PROMOTION	500000	3	2	3	alternative-first	2204	2084	-120	-0.240000	-5.444646
rxvm	SETLINKILOAD_PROMOTION	500000	3	2	4	current-first	2216	2191	-25	-0.050000	-1.128159
rxvm	SETLINKILOAD_PROMOTION	500000	3	3	1	alternative-first	2217	2193	-24	-0.048000	-1.082544
rxvm	SETLINKILOAD_PROMOTION	500000	3	3	2	current-first	2296	2096	-200	-0.400000	-8.710801
rxvm	SETLINKILOAD_PROMOTION	500000	3	3	3	alternative-first	2212	2093	-119	-0.238000	-5.379747
rxvm	SETLINKILOAD_PROMOTION	500000	3	3	4	current-first	2219	2203	-16	-0.032000	-0.721046
rxbvm	SETLINKILOAD_PROMOTION	500000	3	3	1	alternative-first	2435	2244	-191	-0.382000	-7.843943
rxbvm	SETLINKILOAD_PROMOTION	500000	3	3	2	current-first	2442	2240	-202	-0.404000	-8.271908
rxbvm	SETLINKILOAD_PROMOTION	500000	3	3	3	alternative-first	2482	2287	-195	-0.390000	-7.856567
rxbvm	SETLINKILOAD_PROMOTION	500000	3	3	4	current-first	2438	2263	-175	-0.350000	-7.178015
rxvm	SETLINKILOAD_PROMOTION	500000	11	1	1	alternative-first	2217	2083	-134	-0.268000	-6.044204
rxvm	SETLINKILOAD_PROMOTION	500000	11	1	2	current-first	2217	2194	-23	-0.046000	-1.037438
rxvm	SETLINKILOAD_PROMOTION	500000	11	1	3	alternative-first	2221	2080	-141	-0.282000	-6.348492
rxvm	SETLINKILOAD_PROMOTION	500000	11	1	4	current-first	2242	2146	-96	-0.192000	-4.281891
rxbvm	SETLINKILOAD_PROMOTION	500000	11	1	1	alternative-first	2573	2255	-318	-0.636000	-12.359114
rxbvm	SETLINKILOAD_PROMOTION	500000	11	1	2	current-first	2436	2255	-181	-0.362000	-7.430213
rxbvm	SETLINKILOAD_PROMOTION	500000	11	1	3	alternative-first	2403	2273	-130	-0.260000	-5.409904
rxbvm	SETLINKILOAD_PROMOTION	500000	11	1	4	current-first	2457	2238	-219	-0.438000	-8.913309
rxbvm	SETLINKILOAD_PROMOTION	500000	11	2	1	alternative-first	2469	2250	-219	-0.438000	-8.869988
rxbvm	SETLINKILOAD_PROMOTION	500000	11	2	2	current-first	2429	2312	-117	-0.234000	-4.816797
rxbvm	SETLINKILOAD_PROMOTION	500000	11	2	3	alternative-first	2398	2317	-81	-0.162000	-3.377815
rxbvm	SETLINKILOAD_PROMOTION	500000	11	2	4	current-first	2436	2244	-192	-0.384000	-7.881773
rxvm	SETLINKILOAD_PROMOTION	500000	11	2	1	alternative-first	2219	2084	-135	-0.270000	-6.083822
rxvm	SETLINKILOAD_PROMOTION	500000	11	2	2	current-first	2363	2104	-259	-0.518000	-10.960643
rxvm	SETLINKILOAD_PROMOTION	500000	11	2	3	alternative-first	2303	2078	-225	-0.450000	-9.769865
rxvm	SETLINKILOAD_PROMOTION	500000	11	2	4	current-first	2440	2090	-350	-0.700000	-14.344262
rxvm	SETLINKILOAD_PROMOTION	500000	11	3	1	alternative-first	2226	2226	0	0.000000	+0.000000
rxvm	SETLINKILOAD_PROMOTION	500000	11	3	2	current-first	2329	2089	-240	-0.480000	-10.304852
rxvm	SETLINKILOAD_PROMOTION	500000	11	3	3	alternative-first	2499	2083	-416	-0.832000	-16.646659
rxvm	SETLINKILOAD_PROMOTION	500000	11	3	4	current-first	2495	2165	-330	-0.660000	-13.226453
rxbvm	SETLINKILOAD_PROMOTION	500000	11	3	1	alternative-first	2398	2268	-130	-0.260000	-5.421184
rxbvm	SETLINKILOAD_PROMOTION	500000	11	3	2	current-first	2498	2318	-180	-0.360000	-7.205765
rxbvm	SETLINKILOAD_PROMOTION	500000	11	3	3	alternative-first	2407	2228	-179	-0.358000	-7.436643
rxbvm	SETLINKILOAD_PROMOTION	500000	11	3	4	current-first	2402	2278	-124	-0.248000	-5.162365
rxvm	SETLINKILOAD_PROMOTION	500000	7	1	1	alternative-first	2202	2093	-109	-0.218000	-4.950045
rxvm	SETLINKILOAD_PROMOTION	500000	7	1	2	current-first	2463	2158	-305	-0.610000	-12.383272
rxvm	SETLINKILOAD_PROMOTION	500000	7	1	3	alternative-first	2211	2078	-133	-0.266000	-6.015378
rxvm	SETLINKILOAD_PROMOTION	500000	7	1	4	current-first	2197	2136	-61	-0.122000	-2.776513
rxbvm	SETLINKILOAD_PROMOTION	500000	7	1	1	alternative-first	2448	2305	-143	-0.286000	-5.841503
rxbvm	SETLINKILOAD_PROMOTION	500000	7	1	2	current-first	2490	2446	-44	-0.088000	-1.767068
rxbvm	SETLINKILOAD_PROMOTION	500000	7	1	3	alternative-first	2421	2420	-1	-0.002000	-0.041305
rxbvm	SETLINKILOAD_PROMOTION	500000	7	1	4	current-first	2455	2259	-196	-0.392000	-7.983707
rxbvm	SETLINKILOAD_PROMOTION	500000	7	2	1	alternative-first	2397	2316	-81	-0.162000	-3.379224
rxbvm	SETLINKILOAD_PROMOTION	500000	7	2	2	current-first	2460	2266	-194	-0.388000	-7.886179
rxbvm	SETLINKILOAD_PROMOTION	500000	7	2	3	alternative-first	2477	2285	-192	-0.384000	-7.751312
rxbvm	SETLINKILOAD_PROMOTION	500000	7	2	4	current-first	2578	2254	-324	-0.648000	-12.567882
rxvm	SETLINKILOAD_PROMOTION	500000	7	2	1	alternative-first	2440	2105	-335	-0.670000	-13.729508
rxvm	SETLINKILOAD_PROMOTION	500000	7	2	2	current-first	2256	2097	-159	-0.318000	-7.047872
rxvm	SETLINKILOAD_PROMOTION	500000	7	2	3	alternative-first	2193	2135	-58	-0.116000	-2.644779
rxvm	SETLINKILOAD_PROMOTION	500000	7	2	4	current-first	2236	2083	-153	-0.306000	-6.842576
rxvm	SETLINKILOAD_PROMOTION	500000	7	3	1	alternative-first	2209	2197	-12	-0.024000	-0.543232
rxvm	SETLINKILOAD_PROMOTION	500000	7	3	2	current-first	2265	2178	-87	-0.174000	-3.841060
rxvm	SETLINKILOAD_PROMOTION	500000	7	3	3	alternative-first	2215	2171	-44	-0.088000	-1.986456
rxvm	SETLINKILOAD_PROMOTION	500000	7	3	4	current-first	2223	2219	-4	-0.008000	-0.179937
rxbvm	SETLINKILOAD_PROMOTION	500000	7	3	1	alternative-first	2446	2309	-137	-0.274000	-5.600981
rxbvm	SETLINKILOAD_PROMOTION	500000	7	3	2	current-first	2475	2262	-213	-0.426000	-8.606061
rxbvm	SETLINKILOAD_PROMOTION	500000	7	3	3	alternative-first	2533	2260	-273	-0.546000	-10.777734
rxbvm	SETLINKILOAD_PROMOTION	500000	7	3	4	current-first	2462	2300	-162	-0.324000	-6.580016
rxvm	SETLINKILOAD_PROMOTION	500000	15	1	1	alternative-first	2265	2207	-58	-0.116000	-2.560706
rxvm	SETLINKILOAD_PROMOTION	500000	15	1	2	current-first	2223	2089	-134	-0.268000	-6.027890
rxvm	SETLINKILOAD_PROMOTION	500000	15	1	3	alternative-first	2203	2089	-114	-0.228000	-5.174762
rxvm	SETLINKILOAD_PROMOTION	500000	15	1	4	current-first	2225	2088	-137	-0.274000	-6.157303
rxbvm	SETLINKILOAD_PROMOTION	500000	15	1	1	alternative-first	2411	2228	-183	-0.366000	-7.590212
rxbvm	SETLINKILOAD_PROMOTION	500000	15	1	2	current-first	2414	2236	-178	-0.356000	-7.373654
rxbvm	SETLINKILOAD_PROMOTION	500000	15	1	3	alternative-first	2410	2222	-188	-0.376000	-7.800830
rxbvm	SETLINKILOAD_PROMOTION	500000	15	1	4	current-first	2519	2222	-297	-0.594000	-11.790393
rxbvm	SETLINKILOAD_PROMOTION	500000	15	2	1	alternative-first	2412	2277	-135	-0.270000	-5.597015
rxbvm	SETLINKILOAD_PROMOTION	500000	15	2	2	current-first	2529	2233	-296	-0.592000	-11.704231
rxbvm	SETLINKILOAD_PROMOTION	500000	15	2	3	alternative-first	2417	2245	-172	-0.344000	-7.116260
rxbvm	SETLINKILOAD_PROMOTION	500000	15	2	4	current-first	2419	2252	-167	-0.334000	-6.903679
rxvm	SETLINKILOAD_PROMOTION	500000	15	2	1	alternative-first	2325	2105	-220	-0.440000	-9.462366
rxvm	SETLINKILOAD_PROMOTION	500000	15	2	2	current-first	2266	2201	-65	-0.130000	-2.868491
rxvm	SETLINKILOAD_PROMOTION	500000	15	2	3	alternative-first	2220	2207	-13	-0.026000	-0.585586
rxvm	SETLINKILOAD_PROMOTION	500000	15	2	4	current-first	2238	2111	-127	-0.254000	-5.674710
rxvm	SETLINKILOAD_PROMOTION	500000	15	3	1	alternative-first	2216	2084	-132	-0.264000	-5.956679
rxvm	SETLINKILOAD_PROMOTION	500000	15	3	2	current-first	2509	2145	-364	-0.728000	-14.507772
rxvm	SETLINKILOAD_PROMOTION	500000	15	3	3	alternative-first	2229	2069	-160	-0.320000	-7.178107
rxvm	SETLINKILOAD_PROMOTION	500000	15	3	4	current-first	2244	2211	-33	-0.066000	-1.470588
rxbvm	SETLINKILOAD_PROMOTION	500000	15	3	1	alternative-first	2390	2245	-145	-0.290000	-6.066946
rxbvm	SETLINKILOAD_PROMOTION	500000	15	3	2	current-first	2516	2229	-287	-0.574000	-11.406995
rxbvm	SETLINKILOAD_PROMOTION	500000	15	3	3	alternative-first	2399	2459	60	0.120000	+2.501042
rxbvm	SETLINKILOAD_PROMOTION	500000	15	3	4	current-first	2413	2286	-127	-0.254000	-5.263158
