rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,930899,151,9,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R42;r2=R43;r3=R44","benchmark_rexxcps_levelb_noopt",591
229,9800,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | MINATTRS_REG_REG_INT(r5,r6,c1)","r1=R79;r2=R27;r3=R39;r4=R8;r5=R22;r6=R55;c1=int:0","parseExec",2929
230,9800,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IGT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R0;r2=R48;r3=R56;r4=R128;c1=int:0;c2=label@2019","parseExec",1979
231,9800,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | MINATTRS_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_REG(r5,r3,r4)","r1=R39;r2=R8;r3=R22;r4=R55;c1=int:0;r5=R82","parseExec",2932
232,9800,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | NULL_REG(r3) | NULL_REG(r2)","r1=R5;r2=R55;r3=R56","parseExec",759
233,9800,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r3,r4,c1)","r1=R83;r2=R6;r3=R23;r4=R21;c1=int:0","parseExec",3214
234,9800,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | MINATTRS_REG_REG_INT(r3,r4,c1)","r1=R38;r2=R82;r3=R23;r4=R55;c1=int:0","parseExec",2943
235,9800,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ILT_REG_REG_INT(r3,r4,c3)","r1=R84;r2=R38;c1=int:3;c2=label@3057;r3=R83;r4=R34;c3=int:1","parseExec",3010
236,9800,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R83;r2=R22;r3=R21;r4=R6","parseExec",3210
237,9800,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1) | UNLINK_REG(r1)","r1=R82;r2=R23;r3=R55;r4=R81","parseExec",2952
238,9800,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | NULL_REG(r3)","r1=R19;c1=int:0;r2=R12;r3=R33","parseExec",140
239,9800,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | NULL_REG(r2) | NULL_REG(r3)","r1=R12;c1=int:0;r2=R33;r3=R34","parseExec",143
240,9800,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R22;r2=R21;c1=int:0;r3=R83;r4=R6","parseExec",3206
241,9800,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r4,r3)","r1=R22;r2=R55;c1=int:0;r3=R82;r4=R38","parseExec",2935
242,9800,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r3)","r1=R23;r2=R55;c1=int:0;r3=R82;r4=R81","parseExec",2948
243,9800,1,1,5,over_3_symbols,"NULL_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R30;r2=R32;r3=R128;c1=int:0;c2=label@99","parseExec",86
244,9800,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | INE_REG_REG_INT(r3,r4,c1)","r1=R27;r2=R30;r3=R32;r4=R128;c1=int:0","parseExec",84
245,9800,1,1,6,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r3,c3)","r1=R84;r2=R18;c1=string@28800;c2=label@3234;r3=R21;c3=int:1","parseExec",3195
246,9800,1,1,7,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IGT_REG_REG_REG(r3,r4,r5)","r1=R110;r2=R18;c1=string@28800;c2=label@5274;r3=R109;r4=R4;r5=R27","parseExec",5157
247,9800,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r3,r4) | IGTE_REG_REG_REG(r2,r3,r5)","r1=R7;r2=R47;r3=R19;r4=R35;r5=R40","parseExec",420
248,9800,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r2,r3,c1)","r1=R81;r2=R82;r3=R38;c1=int:2","parseExec",2956
249,9800,7,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R73;c1=int:768;r2=R74;r3=R75;c2=int:256","benchmark_rexxcps_levelb_noopt",1396
250,9800,1,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2)","r1=R27;r2=R29;r3=R8;c1=int:1;r4=R18;c2=string@28800","parseExec",119
251,9800,7,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | MINATTRS_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R77;r2=R72;r3=R76;c1=int:1;r4=R75","benchmark_rexxcps_levelb_noopt",1409
252,9800,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R82;r2=R38;c1=int:2;c2=label@3005","parseExec",2959
253,9600,7,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1)","r1=R61;c1=int:2;r2=R67;r3=R62","benchmark_rexxcps_levelb_noopt",1031
254,9216,21,3,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R7;r2=R10;c1=int:0;r3=R6;c2=int:2","_address",7810
255,9209,14,3,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R7;r2=R9;c1=string@28800;r3=R6;c2=int:1","_address",7798
256,8407,6,2,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1)","r1=R3;r2=R6;r3=R11;r4=R7;c1=int:-3","_address",7836
257,8402,3,3,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4)","r1=R38;c1=int:768;r2=R43;r3=R44;r4=R37","_address",17693
258,8400,6,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_STRING(r4,c2)","r1=R90;r2=R50;r3=R86;c1=string@59360;r4=R87;c2=string@59536","benchmark_rexxcps_levelb_noopt",1670
259,8331,5,3,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R17;r2=R15;r3=R10","_address",7918
260,8300,4,1,4,over_3_symbols,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1)","r1=R62;r2=R17;r3=R61;c1=int:1","benchmark_rexxcps_levelb_noopt",783
261,8300,1,1,5,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | NOT_REG_REG(r3,r1) | BRF_ID_REG(c2,r3)","r1=R6;r2=R19;c1=int:256;r3=R7;c2=label@407","stem",368
262,8300,1,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | RET_REG(r3)","r1=R18;r2=R1;c1=int:0;r3=R17","stem",303
263,8300,4,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | STOD_REG(r3)","r1=R0;r2=R61;r3=R62;r4=R59","benchmark_rexxcps_levelb_noopt",766
264,8285,2,2,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2)","r1=R17;r2=R10;r3=R16;c1=int:3;r4=R14;c2=int:0","_address",7904
265,7022,5,2,5,over_3_symbols,"COPY_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R1;r2=R7;r3=R11;c1=string@28800;c2=label@13401","_address",13384
266,7006,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | REQ_REG_REG_STRING(r4,r3,c1)","r1=R7;r2=R12;r3=R1;r4=R11;c1=string@28800","_address",13381
267,7006,4,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | GETATTRS_REG_REG_INT(r4,r5,c2)","r1=R19;r2=R25;r3=R29;c1=int:1;r4=R27;r5=R42;c2=int:0","_address",13535
268,7006,4,1,6,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c2,r3)","r1=R27;r2=R42;c1=int:0;r3=R26;r4=R29;c2=label@13577","_address",13541
269,7006,4,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGT_REG_REG_REG(r4,r1,r2)","r1=R29;c1=int:1;r2=R27;r3=R42;c2=int:0;r4=R26","_address",13538
270,7002,2,2,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c1,r6)","r1=R22;r2=R30;r3=R23;r4=R9;r5=R24;c1=func@954528;r6=R14","floatformat",165
271,7001,5,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R40;r2=R61;r3=R62;r4=R59;c1=string@40248;c2=label@889","benchmark_rexxcps_levelb_noopt",877
272,7000,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R108;r2=R104;c1=int:1;r3=R105;c2=int:3;r4=R88;c3=int:256","parseExec",5238
273,7000,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | BLE_ID_REG_REG(c1,r1,r3)","r1=R86;r2=R4;r3=R87;r4=R27;c1=label@5234","parseExec",5216
274,7000,1,1,7,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r1,c1) | LOAD_REG_INT(r5,c2)","r1=R104;r2=R87;r3=R86;r4=R108;c1=int:1;r5=R105;c2=int:3","parseExec",5234
275,7000,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R89;r2=R24;r3=R90;r4=R88;r5=R29;r6=R86;r7=R4","parseExec",5209
276,7000,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r5)","r1=R24;r2=R90;c1=int:0;r3=R89;r4=R88;r5=R29","parseExec",5205
277,7000,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET_REG(r3)","r1=R89;r2=R108;r3=R24","parseExec",5269
278,7000,5,2,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BR_ID(c1)","r1=R13;r2=R23;c1=label@2486","benchmark_rexxcps_levelb_noopt",2581
279,7000,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R3;r2=R11;c2=int:0","parseExec",6494
280,7000,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:1;r1=R3;r2=R11;c2=int:0;c3=label@6507","parseExec",6496
281,7000,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | BR_ID(c1)","r1=R86;r2=R107;r3=R108;r4=R104;c1=label@5269","parseExec",5261
282,7000,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6)","r1=R88;r2=R106;r3=R86;r4=R107;r5=R108;r6=R104","parseExec",5258
283,6999,4,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | BR_ID(c2)","c1=label@13574;r1=R17;r2=R28;r3=R29;c2=label@13585","_address",13566
284,6999,4,1,5,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4)","r1=R18;c1=label@13574;r2=R17;r3=R28;r4=R29","_address",13564
285,6916,3,2,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | RET()","r1=R24;r2=R22","trace",6124
286,6915,3,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r1)","r1=R16;r2=R8","stem",555
287,6900,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4)","r1=R16;r2=R9;r3=R1;r4=R8;r5=R18;c1=int:3","stem",547
288,6900,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R3;c1=int:0;r2=R15;r3=R1;c2=label@589","stem",487
289,6900,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | IGT_REG_REG_INT(r3,r4,c1)","r1=R9;r2=R3;c1=int:0;r3=R15;r4=R1","stem",485
290,6900,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R15;r2=R9;r3=R3;c1=int:0","stem",483
291,6885,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R6;r2=R16;r3=R9;r4=R18;c1=int:9","stem",535
292,6800,5,1,4,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2) | ITOS_REG(r2)","r1=R57;c1=string@34216;r2=R55;c2=int:2","benchmark_rexxcps_levelb_noopt",1102
293,5614,6,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3)","r1=R30;r2=R28;r3=R26;c1=int:256;r4=R31","_address",15358
294,5606,3,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SETOBJUNINIT_REG_STRING(r3,c1)","r1=R21;r2=R7;r3=R3;c1=string@63","_address",8791
295,5606,3,1,6,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","r1=R20;c1=string@60;r2=R10;c2=int:0;r3=R8;c3=func@12160","_address",8801
296,5601,4,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R59;c1=int:4;r2=R60;c2=int:768;r3=R62;c3=int:256","benchmark_rexxcps_levelb_noopt",639
297,5600,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SCOPY_REG_REG(r4,r3)","r1=R9;r2=R54;r3=R2;c1=int:4;r4=R10","_address",17120
298,5600,4,1,4,over_3_symbols,"LOAD_REG_STRING(r1,c1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r1)","r1=R50;c1=string@58312;r2=R89;r3=R90","benchmark_rexxcps_levelb_noopt",1665
299,5600,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | STRUPPER_REG_REG(r1,r2) | RET_REG(r1)","r1=R0;c1=string@28800;r2=R3","upper",10
300,5600,1,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2)","c1=int:1;r1=R0;c2=string@28800","upper",6
301,5600,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2)","c1=int:1;r1=R0;c2=string@28800;r2=R3","upper",8
302,5600,4,1,4,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1)","r1=R81;c1=int:256;r2=R82;r3=R83","benchmark_rexxcps_levelb_noopt",1571
303,5500,3,1,5,over_3_symbols,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R61;r2=R58;c1=int:3;r3=R0;c2=int:256","benchmark_rexxcps_levelb_noopt",947
304,5400,4,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2)","r1=R57;c1=string@34216;r2=R55;c2=int:2","benchmark_rexxcps_levelb_noopt",1100
305,5400,4,1,3,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c2)","r1=R57;c1=int:1;c2=string@34216","benchmark_rexxcps_levelb_noopt",1097
306,4834,8,4,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R11;c1=string@7352;r2=R33;r3=R12;c2=int:1;c3=label@198","benchmark_rexxcps_levelb_noopt",173
307,4833,7,3,5,over_3_symbols,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R4;r2=R1;r3=R11;c1=int:1;c2=label@95","left",82
308,4808,10,2,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1)","r1=R5;r2=R4;c1=string@1498048","trace",11522
309,4400,2,2,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@15897;r1=R30;r2=R31;r3=R2;c2=int:0;c3=label@15868","trace",15854
310,4400,2,2,6,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R30;r2=R19;c1=int:0;c2=label@15897;r3=R31;r4=R2","trace",15850
311,4400,2,2,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | BGE_ID_REG_INT(c2,r3,c3)","r1=R2;r2=R3;c1=int:1;r3=R21;r4=R29;c2=label@15840;c3=int:0","trace",15825
312,4400,2,2,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3)","r1=R16;c1=int:0;r2=R12;c2=string@28800;r3=R30;r4=R3;c3=int:1","trace",15793
313,4400,2,2,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3)","r1=R29;r2=R0;r3=R2;r4=R3;c1=int:1;r5=R21","trace",15822
314,4202,2,2,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@93;r1=R66;r2=R45;r3=R2;c2=int:0;c3=label@99;c4=label@102","_typedformat",82
315,4201,4,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","r1=R23;c1=string@9488;r2=R33;c2=int:0;r3=R24;c3=func@10008","benchmark_rexxcps_levelb_noopt",204
316,4201,4,2,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2)","r1=R10;r2=R3;r3=R6;r4=R11","_address",7834
317,4200,1,1,6,over_3_symbols,"BRT_ID_REG(c1,r1) | DGT_REG_REG_REG(r1,r2,r3) | BRTF_ID_ID_REG(c2,c3,r1)","c1=label@733;r1=R63;r2=R17;r3=R10;c2=label@988;c3=label@740","benchmark_rexxcps_levelb_noopt",722
318,4200,3,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ICOPY_REG_REG(r4,r3)","r1=R50;r2=R18;r3=R43;c1=int:5;r4=R42","_address",9251
319,4200,1,1,6,over_3_symbols,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRT_ID_REG(c2,r1) | DGT_REG_REG_REG(r1,r3,r4)","r1=R63;r2=R8;c1=decimal@36856;c2=label@733;r3=R17;r4=R10","benchmark_rexxcps_levelb_noopt",718
320,4200,1,1,7,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0;r4=R9;c3=string@28800","substr",73
321,4200,3,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BR_ID(c1)","r1=R42;r2=R43;c1=label@9265","_address",9258
322,4200,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R27;r2=R35;c1=int:8;r3=R33","_address",8928
323,4200,1,1,6,over_3_symbols,"NULL_REG(r1) | GETANDTP_REG_REG_INT(r2,r3,c1) | LOAD_REG_INT(r4,c2)","r1=R13;r2=R3;r3=R20;c1=int:256;r4=R6;c2=int:0","substr",71
324,4200,3,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_STRING(r3,c1)","r1=R46;r2=R88;r3=R50;c1=string@60920","benchmark_rexxcps_levelb_noopt",1738
325,4200,1,1,2,candidate,"SETNUMSTD_INT(c1) | NULL_REG(r1) | RET_REG(r1)","c1=int:1;r1=R0","_address",19442
326,4200,1,1,6,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_REG_REG(r5,r6,r4)","r1=R12;r2=R11;r3=R9;r4=R1;r5=R8;r6=R20","substr",224
327,4200,2,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R60;c1=int:768;r2=R62;c2=int:256;r3=R63;c3=int:512","benchmark_rexxcps_levelb_noopt",642
328,4200,1,1,7,over_3_symbols,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_REG_REG(r4,r5,r3) | BLE_ID_REG_INT(c1,r4,c2)","r1=R9;r2=R12;r3=R1;r4=R8;r5=R20;c1=label@247;c2=int:0","substr",227
329,4200,3,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3)","r1=R27;r2=R35;c1=int:8;r3=R33","_address",8926
330,4200,3,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | NULL_REG(r3)","r1=R88;r2=R50;c1=string@60920;r3=R91","benchmark_rexxcps_levelb_noopt",1741
331,4100,3,2,6,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R62;r2=R38;c1=string@29640;c2=label@1190;r3=R57;c3=int:1","benchmark_rexxcps_levelb_noopt",1090
332,3807,5,3,6,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R11;r2=R1;c1=string@28800;c2=label@13401;r3=R10;c3=int:0","_address",13387
333,3401,4,2,2,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2)","c1=int:1;c2=int:2","benchmark_rexxcps_levelb_noopt",4
334,3208,10,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R4;c1=int:0","trace",11510
335,3208,9,2,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R4;c1=int:-1","trace",11546
336,3100,1,1,5,over_3_symbols,"NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R11;r2=R3;r3=R44;c1=int:1;c2=label@15185","trace",15167
337,3100,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R10;r2=R11;r3=R3;r4=R44;c1=int:1","trace",15165
338,3099,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | REQ_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c1,r2)","c1=label@15185;r1=R3;r2=R2;r3=R48;r4=R42","trace",15173
339,3099,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | REQ_REG_REG_REG(r3,r4,r5)","r1=R3;r2=R44;c1=int:1;c2=label@15185;r3=R2;r4=R48;r5=R42","trace",15169
340,3002,5,2,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R29;r2=R26;r3=R31;c1=int:512;r4=R32;c2=int:0","benchmark_rexxcps_levelb_noopt",119
341,3001,3,2,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2)","r1=R11;r2=R3;r3=R7;c1=int:-3;r4=R10;c2=int:4","_address",7839
342,3001,2,2,5,over_3_symbols,"NULL_REG(r1) | ILT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R0;r2=R4;r3=R8;c1=int:1;c2=label@56","pos",44
343,3000,15,1,3,candidate,"BTOI_REG(r1) | ICOPY_REG_REG(r2,r1) | BR_ID(c1)","r1=R24;r2=R22;c1=label@16071","trace",16064
344,3000,15,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1)","r1=R24;r2=R29;c1=int:1;r3=R22","trace",16060
345,3000,15,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1)","r1=R29;c1=int:1;r2=R28;r3=R26;r4=R24","trace",16053
346,3000,15,1,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1)","r1=R26;c1=string@1497968;r2=R27;r3=R28;r4=R25","trace",16020
