crexx-nr04a-kind-index-manifest|1
# Fields: id|pair|workload|variant|mode|image|modules|args|expectation|source_trace|warmups|runs|image_sha256|module_sha256s
# Retained is the baseline variant and stripped is the candidate variant within each metadata-mode pair.
# All images were linked at starting commit 7a599906b from the same exact optimized workload plus library modules.
storage-opt-retained|storage-opt-metadata|Storage|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/storage-retained.rxbin||10|PASS: AWFY Storage|linked;source_TRACE=retained|2|7|c6c765e6516f848f034f56aff76aa25b0b39012b7299ecf9a160584d228fa959|
storage-opt-stripped|storage-opt-metadata|Storage|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/storage-stripped.rxbin||10|PASS: AWFY Storage|linked;source_TRACE=stripped|2|7|9ffde028d9127d034b1653b8f133a8e3de629432c6d9b6c325682368b3b2f0c0|
list-opt-retained|list-opt-metadata|List|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/list-retained.rxbin||100|PASS: AWFY List|linked;source_TRACE=retained|2|7|58d22c81f971455b474d45cf5a9bf1bb7b33a52ec9e0a65a037f3a183f0c672b|
list-opt-stripped|list-opt-metadata|List|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/list-stripped.rxbin||100|PASS: AWFY List|linked;source_TRACE=stripped|2|7|9ccd474df1228306378ab62ca02159adab87fed0e8b5f4fde87b1261cb9a45e6|
richards-opt-retained|richards-opt-metadata|Richards|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/richards-retained.rxbin||1|PASS: AWFY Richards|linked;source_TRACE=retained|2|7|40b64437d766f5f5f968116ff23d58b7a4b25ed1a260ec800e3ebe24f1939fab|
richards-opt-stripped|richards-opt-metadata|Richards|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/richards-stripped.rxbin||1|PASS: AWFY Richards|linked;source_TRACE=stripped|2|7|cbf86dc009316a8f7e1bd0207b9aa7857cd067dc09955131bce5093dd11729ff|
json-opt-retained|json-opt-metadata|JSON|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/json-retained.rxbin||5000|PASS: JSON Parser|linked;source_TRACE=retained|2|7|7f093e4a31b7c0200561451c679f785143b9767cadfeee474db9174158fe992a|
json-opt-stripped|json-opt-metadata|JSON|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/json-stripped.rxbin||5000|PASS: JSON Parser|linked;source_TRACE=stripped|2|7|94d3149c2a5ba1c9dab894b19bfbec64ded16826ae4d3048e7f35fece5114ba8|
base64-opt-retained|base64-opt-metadata|Base64|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/base64-retained.rxbin||500|PASS: Base64 Roundtrip|linked;source_TRACE=retained|2|7|ed8b685a46f6b1232aa42ec4bd7a5b78261ef380fd97236951b2a8799679b1f2|
base64-opt-stripped|base64-opt-metadata|Base64|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/base64-stripped.rxbin||500|PASS: Base64 Roundtrip|linked;source_TRACE=stripped|2|7|98f483938f6c9066780307b46a9cd9cb023386b0b18ab7a0bae89afc8b6a7b63|
rexxcps-opt-retained|rexxcps-opt-metadata|RexxCPS|baseline|opt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/rexxcps-retained.rxbin||1;1|PASS: RexxCPS 2.2c cREXX port|linked;source_TRACE=retained;bounded_overrides=1,1|2|7|11a97ac3deebc65392c9de266fb6dd782492dcdab9b1d60fb2003ca0b8423af6|
rexxcps-opt-stripped|rexxcps-opt-metadata|RexxCPS|candidate|opt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/rexxcps-stripped.rxbin||1;1|PASS: RexxCPS 2.2c cREXX port|linked;source_TRACE=stripped;bounded_overrides=1,1|2|7|c8511943bd34f03f6fa91f2114112ee7f58498e481c4978c53d271669a3ee5ea|
sieve-noopt-retained|sieve-noopt-metadata|Sieve|baseline|noopt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/noopt/sieve-retained.rxbin||50|PASS: AWFY Sieve|linked;source_TRACE=retained|2|7|092f2a993b6c2e786081c18c94185f3175c60bd7d1ce1ed0ca99d306abc40985|
sieve-noopt-stripped|sieve-noopt-metadata|Sieve|candidate|noopt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/noopt/sieve-stripped.rxbin||50|PASS: AWFY Sieve|linked;source_TRACE=stripped|2|7|c0e529337ec2b59a89efccc227e98ad4de30737ce8346f02366842b93761a561|
rexxcps-noopt-retained|rexxcps-noopt-metadata|RexxCPS|baseline|noopt-retained|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/noopt/rexxcps-retained.rxbin||1;1|PASS: RexxCPS 2.2c cREXX port|linked;source_TRACE=retained;bounded_overrides=1,1|2|7|1c74ccf0a5631accdd230f0bf8b64e8a0d08be752304a52ad4ba0c1a1fd75925|
rexxcps-noopt-stripped|rexxcps-noopt-metadata|RexxCPS|candidate|noopt-stripped|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/noopt/rexxcps-stripped.rxbin||1;1|PASS: RexxCPS 2.2c cREXX port|linked;source_TRACE=stripped;bounded_overrides=1,1|2|7|1350eb9a129f5cfba1353470cdbe247eb83defd860f7c5a879ed2ead791681fd|
