runtime,vm,lifecycle,phase,sequence,elapsed_ns,correctness
crexx,rxvm,compile-load-first-result,load_first_result,19,2665000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,19,2528000,pass
crexx,shared,compile-load-first-result,compile,20,77550000,pass
crexx,shared,compile-load-first-result,assemble,20,6872000,pass
crexx,rxvm,compile-load-first-result,load_first_result,20,2780000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,20,2639000,pass
oorexx,oorexx,compile-load-first-result,translate,11,4358000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,11,9143000,pass
oorexx,oorexx,compile-load-first-result,translate,12,3793000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,12,7633000,pass
oorexx,oorexx,compile-load-first-result,translate,13,3679000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,13,7601000,pass
oorexx,oorexx,compile-load-first-result,translate,14,3723000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,14,7523000,pass
oorexx,oorexx,compile-load-first-result,translate,15,3797000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,15,7468000,pass
oorexx,oorexx,compile-load-first-result,translate,16,3686000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,16,7444000,pass
oorexx,oorexx,compile-load-first-result,translate,17,3646000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,17,7488000,pass
oorexx,oorexx,compile-load-first-result,translate,18,6758000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,18,28128000,pass
oorexx,oorexx,compile-load-first-result,translate,19,7082000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,19,10169000,pass
oorexx,oorexx,compile-load-first-result,translate,20,4280000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,20,18292000,pass
netrexx,netrexx,compile-load-first-result,compile,11,442842000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,11,28126000,pass
netrexx,netrexx,compile-load-first-result,compile,12,418494000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,12,28040000,pass
netrexx,netrexx,compile-load-first-result,compile,13,460028000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,13,28213000,pass
netrexx,netrexx,compile-load-first-result,compile,14,414956000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,14,28402000,pass
netrexx,netrexx,compile-load-first-result,compile,15,444705000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,15,29059000,pass
netrexx,netrexx,compile-load-first-result,compile,16,412453000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,16,28127000,pass
netrexx,netrexx,compile-load-first-result,compile,17,402342000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,17,28851000,pass
netrexx,netrexx,compile-load-first-result,compile,18,471884000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,18,28201000,pass
netrexx,netrexx,compile-load-first-result,compile,19,414932000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,19,28591000,pass
netrexx,netrexx,compile-load-first-result,compile,20,400319000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,20,30983000,pass
