rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,5521600,34,1,4,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R40;r2=R41;r3=R42;r4=R43","benchmark_rexxcps_levelb_noopt",545
48,324800,1,1,5,candidate,"DADD_REG_REG_REG(r1,r1,r2) | DCOPY_REG_REG(r3,r1) | DTOS_REG(r3) | STEMSET_REG_REG_REG(r4,r5,r3)","r1=R76;r2=R7;r3=R80;r4=R0;r5=R79","benchmark_rexxcps_levelb_noopt",866
49,324800,1,1,7,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1) | SETTPCALL_REG_FUNC_REG_REG_INT(r4,c2,r3,r1,c3)","r1=R81;r2=R17;r3=R80;c1=int:1;r4=R79;c2=func@41960;c3=int:768","benchmark_rexxcps_levelb_noopt",726
50,324800,1,1,4,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | REQ_REG_REG_STRING(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R81;r2=R17;c1=string@42728;c2=label@767","benchmark_rexxcps_levelb_noopt",753
51,324800,1,1,7,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | STEMSET_REG_REG_REG(r3,r4,r1) | DEQ_REG_REG_REG(r5,r6,r7)","r1=R80;r2=R76;r3=R0;r4=R79;r5=R84;r6=R17;r7=R9","benchmark_rexxcps_levelb_noopt",870
52,324800,1,1,8,candidate,"DLT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | CONCAT_REG_REG_STRING(r4,r5,c2) | ITOS_REG(r6)","r1=R81;r2=R17;r3=R5;c1=label@888;r4=R76;r5=R59;c2=string@38320;r6=R60","benchmark_rexxcps_levelb_noopt",830
53,324800,1,1,7,candidate,"DTOS_REG(r1) | STEMSET_REG_REG_REG(r2,r3,r1) | DEQ_REG_REG_REG(r4,r5,r6) | BRF_ID_REG(c1,r4)","r1=R80;r2=R0;r3=R79;r4=R84;r5=R17;r6=R9;c1=label@888","benchmark_rexxcps_levelb_noopt",873
54,324800,1,1,6,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | CONCAT_REG_REG_STRING(r4,r5,c1) | ITOS_REG(r1)","r1=R60;r2=R79;r3=R76;r4=R84;r5=R59;c1=string@38320","benchmark_rexxcps_levelb_noopt",841
55,324800,2,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1) | ITOS_REG(r4)","r1=R60;r2=R76;r3=R78;r4=R83;c1=int:1234","benchmark_rexxcps_levelb_noopt",610
56,324800,2,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | STEMGET_REG_REG_REG(r3,r4,r2) | REQ_REG_REG_STRING(r2,r3,c1)","r1=R80;r2=R86;r3=R81;r4=R2;c1=string@29640","benchmark_rexxcps_levelb_noopt",923
57,324800,1,1,6,candidate,"ITOS_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R78;r2=R79;c1=int:1;r3=R80;r4=R77;c2=int:4","benchmark_rexxcps_levelb_noopt",770
58,324800,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2)","r1=R78;c1=int:1234;r2=R79;c2=int:1;r3=R80","benchmark_rexxcps_levelb_noopt",767
59,324800,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R79;c1=int:1;r2=R80;r3=R77;c2=int:4;r4=R78;c3=int:768","benchmark_rexxcps_levelb_noopt",772
60,324800,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DADD_REG_REG_REG(r1,r1,r3) | DCOPY_REG_REG(r4,r1)","r1=R76;r2=R84;r3=R7;r4=R80","benchmark_rexxcps_levelb_noopt",861
61,324800,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DGT_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c1,r1)","r1=R81;r2=R78;r3=R17;c1=label@726","benchmark_rexxcps_levelb_noopt",712
62,324800,1,1,4,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3) | DADD_REG_REG_REG(r3,r3,r4)","r1=R84;r2=R0;r3=R76;r4=R7","benchmark_rexxcps_levelb_noopt",857
63,324800,1,1,4,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3) | DGT_REG_REG_REG(r3,r4,r3)","r1=R78;r2=R0;r3=R81;r4=R17","benchmark_rexxcps_levelb_noopt",708
64,324800,1,1,3,candidate,"STOD_REG(r1) | DADD_REG_REG_REG(r1,r1,r2) | DCOPY_REG_REG(r3,r1) | DTOS_REG(r3)","r1=R76;r2=R7;r3=R80","benchmark_rexxcps_levelb_noopt",864
65,324800,1,1,4,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r3,r1) | RET_REG(r3)","r1=R1;r2=R3;r3=R0;c1=int:0","length",13
66,313200,2,1,5,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ITOS_REG(r2) | CONCAT_REG_REG_STRING(r2,r2,c3)","c1=label@1031;r1=R81;r2=R76;c2=int:1;c3=string@38320","benchmark_rexxcps_levelb_noopt",968
67,313200,2,1,5,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | STEMSET_REG_REG_REG(r3,r4,r1) | BR_ID(c1)","r1=R80;r2=R90;r3=R2;r4=R79;c1=label@1041","benchmark_rexxcps_levelb_noopt",1020
68,313200,2,1,5,candidate,"DMULT_REG_REG_REG(r1,r1,r2) | DCOPY_REG_REG(r3,r1) | DTOS_REG(r3) | STEMSET_REG_REG_REG(r4,r5,r3)","r1=R90;r2=R8;r3=R80;r4=R2;r5=R79","benchmark_rexxcps_levelb_noopt",1016
69,313200,2,1,6,candidate,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | ITOS_REG(r3)","r1=R81;r2=R38;c1=string@29640;c2=label@1031;r3=R76;c3=int:1","benchmark_rexxcps_levelb_noopt",964
70,313200,2,1,4,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DMULT_REG_REG_REG(r1,r1,r3) | DCOPY_REG_REG(r4,r1)","r1=R90;r2=R76;r3=R8;r4=R80","benchmark_rexxcps_levelb_noopt",1011
71,313200,2,1,4,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3) | DMULT_REG_REG_REG(r3,r3,r4)","r1=R76;r2=R2;r3=R90;r4=R8","benchmark_rexxcps_levelb_noopt",1007
72,313200,2,1,3,candidate,"STOD_REG(r1) | DMULT_REG_REG_REG(r1,r1,r2) | DCOPY_REG_REG(r3,r1) | DTOS_REG(r3)","r1=R90;r2=R8;r3=R80","benchmark_rexxcps_levelb_noopt",1014
73,162400,1,1,5,candidate,"BCF_ID_REG(c1,r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","c1=label@1787;r1=R21;r2=R13;r3=R14;r4=R15","benchmark_rexxcps_levelb_noopt",1735
74,162400,1,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | SEQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","c1=label@1050;r1=R90;r2=R38;c2=string@17904;c3=string@51856;c4=label@1061","benchmark_rexxcps_levelb_noopt",1044
75,162400,1,1,5,candidate,"BRT_ID_REG(c1,r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","c1=label@1347;r1=R73;r2=R40;r3=R41;r4=R42","benchmark_rexxcps_levelb_noopt",542
76,162400,1,1,4,candidate,"CNOP() | CNOP() | LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R88;c1=string@56776;r2=R87;c2=int:1","benchmark_rexxcps_levelb_noopt",1183
77,162400,1,1,6,candidate,"CNOP() | LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","r1=R88;c1=string@56776;r2=R87;c2=int:1;r3=R91;c3=func@56896","benchmark_rexxcps_levelb_noopt",1184
78,162400,1,1,6,candidate,"CONCAT_REG_REG_REG(r1,r1,r2) | CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r3,r1,r4) | SCOPY_REG_REG(r5,r3)","r1=R22;r2=R28;c1=string@90456;r3=R20;r4=R29;r5=R16","benchmark_rexxcps_levelb_noopt",1756
79,162400,1,1,6,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | ITOS_REG(r4) | CONCAT_REG_REG_STRING(r4,r4,c2)","r1=R93;r2=R86;r3=R85;r4=R81;c1=int:1;c2=string@38320","benchmark_rexxcps_levelb_noopt",1110
80,162400,1,1,7,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | ITOS_REG(r4) | SCONCAT_REG_REG_STRING(r5,r4,c2)","r1=R76;r2=R78;r3=R60;r4=R83;c1=int:1234;r5=R79;c2=string@38600","benchmark_rexxcps_levelb_noopt",612
81,162400,1,1,8,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1) | PARSEWORDS3_REG_REG_REG_REG(r5,r6,r7,r4) | SCOPY_REG_REG(r8,r5)","r1=R20;r2=R22;r3=R29;r4=R16;r5=R13;r6=R14;r7=R15;r8=R17","benchmark_rexxcps_levelb_noopt",1764
82,162400,1,1,6,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | STEMGET_REG_REG_REG(r2,r4,r1) | REQ_REG_REG_REG(r1,r5,r2) | BRF_ID_REG(c1,r1)","r1=R82;r2=R79;r3=R60;r4=R0;r5=R38;c1=label@673","benchmark_rexxcps_levelb_noopt",656
83,162400,1,1,8,candidate,"CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r2,r1,r3) | SCOPY_REG_REG(r4,r2) | PARSEWORDS3_REG_REG_REG_REG(r5,r6,r7,r4)","r1=R22;c1=string@90456;r2=R20;r3=R29;r4=R16;r5=R13;r6=R14;r7=R15","benchmark_rexxcps_levelb_noopt",1760
84,162400,1,1,6,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | CONCAT_REG_REG_REG(r1,r1,r3) | CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r4,r1,r5)","r1=R22;r2=R27;c1=string@90456;r3=R28;r4=R20;r5=R29","benchmark_rexxcps_levelb_noopt",1752
85,162400,1,1,7,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r1,r3) | LOAD_REG_INT(r5,c2)","r1=R78;r2=R59;c1=string@38320;r3=R60;r4=R76;r5=R83;c2=int:1234","benchmark_rexxcps_levelb_noopt",606
86,162400,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3) | ITOS_REG(r2)","r1=R86;c1=string@57512;c2=string@464;r2=R84;c3=int:1","benchmark_rexxcps_levelb_noopt",1220
87,162400,1,1,7,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | STEMRESET_REG_REG(r3,r1) | REQ_REG_REG_STRING(r1,r4,c2) | BRF_ID_REG(c3,r1)","r1=R87;c1=string@47088;r2=R60;r3=R2;r4=R38;c2=string@47488;c3=label@916","benchmark_rexxcps_levelb_noopt",898
88,162400,1,1,5,candidate,"DADD_REG_REG_REG(r1,r2,r3) | DCOPY_REG_REG(r4,r1) | DTOS_REG(r4) | REQ_REG_REG_REG(r4,r5,r4)","r1=R85;r2=R5;r3=R6;r4=R84;r5=R38","benchmark_rexxcps_levelb_noopt",944
89,162400,1,1,6,candidate,"DCOPY_REG_REG(r1,r2) | DLT_REG_REG_DECIMAL(r3,r2,c1) | BRT_ID_REG(c2,r3) | DGT_REG_REG_REG(r3,r1,r4)","r1=R17;r2=R8;r3=R82;c1=decimal@40832;c2=label@691;r4=R10","benchmark_rexxcps_levelb_noopt",673
90,162400,1,1,4,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | REQ_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c1,r1)","r1=R84;r2=R85;r3=R38;c1=label@964","benchmark_rexxcps_levelb_noopt",948
