-- Install configuration: "Debug"
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/functions/array-formatting/array_formatting_example.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/functions/array-formatting/README.md
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/functions/array-formatting/arrayformat.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/functions/array-formatting/arraydump.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/functions/README.md
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/factorial.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/keydb_traversal.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/keydb_lookup_benchmark.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/objects_the_hidden_gems.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/MonteCarlo.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/hello.crexx
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/exits
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/exits/pprint
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/exits/pprint/README.md
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/exits/pprint/pprint_example.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/exits/pprint/Pprint.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/exits/README.md
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/rexxscript_test.crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/examples/ts_subtask_min.rxpp
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/lib/cmake/CREXX/CREXXTargets.cmake
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/lib/cmake/CREXX/CREXXConfig.cmake
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/lib/cmake/CREXX/CREXXConfigVersion.cmake
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/lib/cmake/CREXX/CrexxOperationContract.cmake
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/lib/cmake/CREXX/RXPluginFunction.cmake
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/lib/cmake/CREXX/WriteProviderPackage.cmake
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxprecomp.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvector_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxplatform.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/address_spawn_group_fixture
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxtvm_instrumented
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxfnsc.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_rxmath_static.a
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxpp-sh
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxvmmemory.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_treemap.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/test_rxvmmeta
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_strings.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxllama.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvm
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_cipher.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_keyaccess.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx-contract
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxpashim.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_getpi.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/messages
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/messages/diagnostics.en_GB.msg
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/messages/diagnostics.nl_NL.msg
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/messages/diagnostics.de_DE.msg
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/messages/diagnostics.en_US.msg
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx_native_compiler
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_id_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/library.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/exittestsupport.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxvmref.a
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui_local_resources.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxpa.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxfnsg.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexxsaa
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxconsole.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxc
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_odbc_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_odbc_mock.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_ui_gtk_native.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxdb
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxbinutils.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxbin.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxas
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxconsole_decoder_test
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_map.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_gui.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/test_rxseqfile
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxbvm
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/libplatform.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/address_spawn_transfer_fixture
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxfloat_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_hash_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxstats_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxvector_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxconsole.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxplatform.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-ggml.0.23.0.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxvector.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxllama.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxllama.runtime.json
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxllama.native.json
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rx_hash.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-llama-engine.0.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-ggml-metal.so
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxconsole.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxfs.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxfloat.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxplatform.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxfloat_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rx_hash_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxstats_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxsqlite_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-llama-engine.0.4.0.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-ggml-base.0.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxid.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxfs.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxsqlite.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-llama.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxconsole_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxplatform_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxvector.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxid.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxllama_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxllama-NOTICES.txt
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-ggml-base.0.23.0.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-ggml-cpu.so
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-llama-engine.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-ggml.0.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-ggml-base.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxfs_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxid_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxstats.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rx_hash.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxfloat.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxsqlite.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxllama.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-llama.1.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/libcrexx-ggml.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/providers/rxstats.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/libavl_tree.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/test_rxcrexxcmd_flush
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx_native_libs_argv
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxsqlite_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx-provider-package
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvm_db_decimal_manual.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxlink
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_rxtcp_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_e5native.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_llist_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx_native_cflags
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxclib.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_system.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/linein_tty_harness
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxbvme
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxcpack
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_recv390.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rexxscript
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx_native_ldflags
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxtvm
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/maclib.rexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxid.rxplugin
