compiler,engine,panel,workload,metric,candidate_cell,control_cell,candidate_median,control_median,throughput_ratio,throughput_delta_percent,guard_3pct
gcc,rxtvm,profile-10,Richards,elapsed_ns,richards-rxtvm-gcc-r5-profile-10,richards-rxtvm-gcc-r5-all-inline,2204961000.000000,2130024500.000000,0.966014591641,-3.398541,yes
gcc,rxtvm,profile-10,Base64,elapsed_ns,base64-rxtvm-gcc-r5-profile-10,base64-rxtvm-gcc-r5-all-inline,2980896000.000000,3261230500.000000,1.094043703638,9.404370,no
gcc,rxtvm,profile-10,Towers,elapsed_ns,towers-rxtvm-gcc-r5-profile-10,towers-rxtvm-gcc-r5-all-inline,2158618500.000000,2124737000.000000,0.984304081523,-1.569592,no
gcc,rxtvm,profile-10,RexxCPS,benchmark_rate,rexxcps-rxtvm-gcc-r5-profile-10,rexxcps-rxtvm-gcc-r5-all-inline,39590108.500000,43717058.500000,0.905598634913,-9.440137,yes
gcc,rxtvm,profile-15,Sieve,elapsed_ns,sieve-rxtvm-gcc-r5-profile-15,sieve-rxtvm-gcc-r5-all-inline,1055598500.000000,1247536000.000000,1.181828128782,18.182813,no
gcc,rxtvm,profile-15,Permute,elapsed_ns,permute-rxtvm-gcc-r5-profile-15,permute-rxtvm-gcc-r5-all-inline,2200861000.000000,2289757500.000000,1.040391692160,4.039169,no
gcc,rxtvm,profile-15,Bounce,elapsed_ns,bounce-rxtvm-gcc-r5-profile-15,bounce-rxtvm-gcc-r5-all-inline,1385608000.000000,1254759000.000000,0.905565643385,-9.443436,yes
gcc,rxtvm,profile-15,Richards,elapsed_ns,richards-rxtvm-gcc-r5-profile-15,richards-rxtvm-gcc-r5-all-inline,2167461500.000000,2130024500.000000,0.982727720885,-1.727228,no
gcc,rxtvm,profile-15,Base64,elapsed_ns,base64-rxtvm-gcc-r5-profile-15,base64-rxtvm-gcc-r5-all-inline,3051531500.000000,3261230500.000000,1.068719264409,6.871926,no
gcc,rxtvm,profile-15,Towers,elapsed_ns,towers-rxtvm-gcc-r5-profile-15,towers-rxtvm-gcc-r5-all-inline,2151153000.000000,2124737000.000000,0.987720073839,-1.227993,no
gcc,rxtvm,profile-15,RexxCPS,benchmark_rate,rexxcps-rxtvm-gcc-r5-profile-15,rexxcps-rxtvm-gcc-r5-all-inline,43687452.500000,43717058.500000,0.999322781518,-0.067722,no
gcc,rxtvm,profile-20,Sieve,elapsed_ns,sieve-rxtvm-gcc-r5-profile-20,sieve-rxtvm-gcc-r5-all-inline,1056107500.000000,1247536000.000000,1.181258536655,18.125854,no
gcc,rxtvm,profile-20,Permute,elapsed_ns,permute-rxtvm-gcc-r5-profile-20,permute-rxtvm-gcc-r5-all-inline,2243322500.000000,2289757500.000000,1.020699208429,2.069921,no
gcc,rxtvm,profile-20,Bounce,elapsed_ns,bounce-rxtvm-gcc-r5-profile-20,bounce-rxtvm-gcc-r5-all-inline,1385648000.000000,1254759000.000000,0.905539502096,-9.446050,yes
gcc,rxtvm,profile-20,Richards,elapsed_ns,richards-rxtvm-gcc-r5-profile-20,richards-rxtvm-gcc-r5-all-inline,2173702000.000000,2130024500.000000,0.979906399313,-2.009360,no
gcc,rxtvm,profile-20,Base64,elapsed_ns,base64-rxtvm-gcc-r5-profile-20,base64-rxtvm-gcc-r5-all-inline,2939346000.000000,3261230500.000000,1.109508883949,10.950888,no
gcc,rxtvm,profile-20,Towers,elapsed_ns,towers-rxtvm-gcc-r5-profile-20,towers-rxtvm-gcc-r5-all-inline,2136934500.000000,2124737000.000000,0.994292057150,-0.570794,no
gcc,rxtvm,profile-20,RexxCPS,benchmark_rate,rexxcps-rxtvm-gcc-r5-profile-20,rexxcps-rxtvm-gcc-r5-all-inline,44402262.500000,43717058.500000,1.015673607134,1.567361,no
gcc,rxtvm,profile-30,Sieve,elapsed_ns,sieve-rxtvm-gcc-r5-profile-30,sieve-rxtvm-gcc-r5-all-inline,1050929500.000000,1247536000.000000,1.187078676543,18.707868,no
gcc,rxtvm,profile-30,Permute,elapsed_ns,permute-rxtvm-gcc-r5-profile-30,permute-rxtvm-gcc-r5-all-inline,2189675000.000000,2289757500.000000,1.045706554626,4.570655,no
gcc,rxtvm,profile-30,Bounce,elapsed_ns,bounce-rxtvm-gcc-r5-profile-30,bounce-rxtvm-gcc-r5-all-inline,1374185000.000000,1254759000.000000,0.913093215251,-8.690678,yes
gcc,rxtvm,profile-30,Richards,elapsed_ns,richards-rxtvm-gcc-r5-profile-30,richards-rxtvm-gcc-r5-all-inline,2161314500.000000,2130024500.000000,0.985522699265,-1.447730,no
gcc,rxtvm,profile-30,Base64,elapsed_ns,base64-rxtvm-gcc-r5-profile-30,base64-rxtvm-gcc-r5-all-inline,2941863000.000000,3261230500.000000,1.108559610016,10.855961,no
gcc,rxtvm,profile-30,Towers,elapsed_ns,towers-rxtvm-gcc-r5-profile-30,towers-rxtvm-gcc-r5-all-inline,2130939500.000000,2124737000.000000,0.997089312015,-0.291069,no
gcc,rxtvm,profile-30,RexxCPS,benchmark_rate,rexxcps-rxtvm-gcc-r5-profile-30,rexxcps-rxtvm-gcc-r5-all-inline,44963151.000000,43717058.500000,1.028503576013,2.850358,no
gcc,rxtvm,max-eligible,Sieve,elapsed_ns,sieve-rxtvm-gcc-r5-max-eligible,sieve-rxtvm-gcc-r5-all-inline,1054113500.000000,1247536000.000000,1.183493048898,18.349305,no
gcc,rxtvm,max-eligible,Permute,elapsed_ns,permute-rxtvm-gcc-r5-max-eligible,permute-rxtvm-gcc-r5-all-inline,2224692000.000000,2289757500.000000,1.029246969918,2.924697,no
gcc,rxtvm,max-eligible,Bounce,elapsed_ns,bounce-rxtvm-gcc-r5-max-eligible,bounce-rxtvm-gcc-r5-all-inline,1316539500.000000,1254759000.000000,0.953073569004,-4.692643,yes
gcc,rxtvm,max-eligible,Richards,elapsed_ns,richards-rxtvm-gcc-r5-max-eligible,richards-rxtvm-gcc-r5-all-inline,2164877500.000000,2130024500.000000,0.983900705698,-1.609929,no
gcc,rxtvm,max-eligible,Base64,elapsed_ns,base64-rxtvm-gcc-r5-max-eligible,base64-rxtvm-gcc-r5-all-inline,3454838000.000000,3261230500.000000,0.943960469348,-5.603953,yes
gcc,rxtvm,max-eligible,Towers,elapsed_ns,towers-rxtvm-gcc-r5-max-eligible,towers-rxtvm-gcc-r5-all-inline,2138426500.000000,2124737000.000000,0.993598330361,-0.640167,no
gcc,rxtvm,max-eligible,RexxCPS,benchmark_rate,rexxcps-rxtvm-gcc-r5-max-eligible,rexxcps-rxtvm-gcc-r5-all-inline,44687022.000000,43717058.500000,1.022187300182,2.218730,no
gcc,rxtvm,all-outline,Sieve,elapsed_ns,sieve-rxtvm-gcc-r5-all-outline,sieve-rxtvm-gcc-r5-all-inline,1898171000.000000,1247536000.000000,0.657230565634,-34.276943,yes
gcc,rxtvm,all-outline,Permute,elapsed_ns,permute-rxtvm-gcc-r5-all-outline,permute-rxtvm-gcc-r5-all-inline,4468399500.000000,2289757500.000000,0.512433478699,-48.756652,yes
gcc,rxtvm,all-outline,Bounce,elapsed_ns,bounce-rxtvm-gcc-r5-all-outline,bounce-rxtvm-gcc-r5-all-inline,2921450000.000000,1254759000.000000,0.429498707833,-57.050129,yes
gcc,rxtvm,all-outline,Richards,elapsed_ns,richards-rxtvm-gcc-r5-all-outline,richards-rxtvm-gcc-r5-all-inline,2512215500.000000,2130024500.000000,0.847866952497,-15.213305,yes
gcc,rxtvm,all-outline,Base64,elapsed_ns,base64-rxtvm-gcc-r5-all-outline,base64-rxtvm-gcc-r5-all-inline,3217713500.000000,3261230500.000000,1.013524199715,1.352420,no
gcc,rxtvm,all-outline,Towers,elapsed_ns,towers-rxtvm-gcc-r5-all-outline,towers-rxtvm-gcc-r5-all-inline,2343993000.000000,2124737000.000000,0.906460471512,-9.353953,yes
gcc,rxtvm,all-outline,RexxCPS,benchmark_rate,rexxcps-rxtvm-gcc-r5-all-outline,rexxcps-rxtvm-gcc-r5-all-inline,34560687.500000,43717058.500000,0.790553817796,-20.944618,yes
gcc,rxbvm,profile-5,Sieve,elapsed_ns,sieve-rxbvm-gcc-r5-profile-5,sieve-rxbvm-gcc-r5-all-inline,1472314500.000000,2038635000.000000,1.384646418955,38.464642,no
gcc,rxbvm,profile-5,Permute,elapsed_ns,permute-rxbvm-gcc-r5-profile-5,permute-rxbvm-gcc-r5-all-inline,2962696000.000000,3006496500.000000,1.014784000788,1.478400,no
gcc,rxbvm,profile-5,Bounce,elapsed_ns,bounce-rxbvm-gcc-r5-profile-5,bounce-rxbvm-gcc-r5-all-inline,1933786000.000000,2015050500.000000,1.042023522768,4.202352,no
gcc,rxbvm,profile-5,Richards,elapsed_ns,richards-rxbvm-gcc-r5-profile-5,richards-rxbvm-gcc-r5-all-inline,2320354500.000000,2308725500.000000,0.994988265802,-0.501173,no
gcc,rxbvm,profile-5,Base64,elapsed_ns,base64-rxbvm-gcc-r5-profile-5,base64-rxbvm-gcc-r5-all-inline,2895091500.000000,3551002500.000000,1.226559678684,22.655968,no
gcc,rxbvm,profile-5,Towers,elapsed_ns,towers-rxbvm-gcc-r5-profile-5,towers-rxbvm-gcc-r5-all-inline,2244412000.000000,2183994500.000000,0.973080922754,-2.691908,no
gcc,rxbvm,profile-5,RexxCPS,benchmark_rate,rexxcps-rxbvm-gcc-r5-profile-5,rexxcps-rxbvm-gcc-r5-all-inline,36026834.500000,36589034.000000,0.984634754227,-1.536525,no
gcc,rxbvm,profile-10,Sieve,elapsed_ns,sieve-rxbvm-gcc-r5-profile-10,sieve-rxbvm-gcc-r5-all-inline,1441701500.000000,2038635000.000000,1.414047914912,41.404791,no
gcc,rxbvm,profile-10,Permute,elapsed_ns,permute-rxbvm-gcc-r5-profile-10,permute-rxbvm-gcc-r5-all-inline,2712823000.000000,3006496500.000000,1.108253837423,10.825384,no
gcc,rxbvm,profile-10,Bounce,elapsed_ns,bounce-rxbvm-gcc-r5-profile-10,bounce-rxbvm-gcc-r5-all-inline,1934681500.000000,2015050500.000000,1.041541204586,4.154120,no
gcc,rxbvm,profile-10,Richards,elapsed_ns,richards-rxbvm-gcc-r5-profile-10,richards-rxbvm-gcc-r5-all-inline,2281536000.000000,2308725500.000000,1.011917190875,1.191719,no
gcc,rxbvm,profile-10,Base64,elapsed_ns,base64-rxbvm-gcc-r5-profile-10,base64-rxbvm-gcc-r5-all-inline,3130396500.000000,3551002500.000000,1.134361893134,13.436189,no
gcc,rxbvm,profile-10,Towers,elapsed_ns,towers-rxbvm-gcc-r5-profile-10,towers-rxbvm-gcc-r5-all-inline,2211573500.000000,2183994500.000000,0.987529693225,-1.247031,no
gcc,rxbvm,profile-10,RexxCPS,benchmark_rate,rexxcps-rxbvm-gcc-r5-profile-10,rexxcps-rxbvm-gcc-r5-all-inline,37793282.000000,36589034.000000,1.032912812074,3.291281,no
gcc,rxbvm,profile-15,Sieve,elapsed_ns,sieve-rxbvm-gcc-r5-profile-15,sieve-rxbvm-gcc-r5-all-inline,1434351000.000000,2038635000.000000,1.421294369370,42.129437,no
gcc,rxbvm,profile-15,Permute,elapsed_ns,permute-rxbvm-gcc-r5-profile-15,permute-rxbvm-gcc-r5-all-inline,2743051500.000000,3006496500.000000,1.096040850855,9.604085,no
gcc,rxbvm,profile-15,Bounce,elapsed_ns,bounce-rxbvm-gcc-r5-profile-15,bounce-rxbvm-gcc-r5-all-inline,1885186500.000000,2015050500.000000,1.068886553134,6.888655,no
gcc,rxbvm,profile-15,Richards,elapsed_ns,richards-rxbvm-gcc-r5-profile-15,richards-rxbvm-gcc-r5-all-inline,2263107500.000000,2308725500.000000,1.020157239548,2.015724,no
gcc,rxbvm,profile-15,Base64,elapsed_ns,base64-rxbvm-gcc-r5-profile-15,base64-rxbvm-gcc-r5-all-inline,2958155500.000000,3551002500.000000,1.200411033159,20.041103,no
gcc,rxbvm,profile-15,Towers,elapsed_ns,towers-rxbvm-gcc-r5-profile-15,towers-rxbvm-gcc-r5-all-inline,2216373500.000000,2183994500.000000,0.985391000208,-1.460900,no
gcc,rxbvm,profile-15,RexxCPS,benchmark_rate,rexxcps-rxbvm-gcc-r5-profile-15,rexxcps-rxbvm-gcc-r5-all-inline,38528984.000000,36589034.000000,1.053019984075,5.301998,no
gcc,rxbvm,profile-20,Sieve,elapsed_ns,sieve-rxbvm-gcc-r5-profile-20,sieve-rxbvm-gcc-r5-all-inline,1454822000.000000,2038635000.000000,1.401295141261,40.129514,no
gcc,rxbvm,profile-20,Permute,elapsed_ns,permute-rxbvm-gcc-r5-profile-20,permute-rxbvm-gcc-r5-all-inline,2721187000.000000,3006496500.000000,1.104847443413,10.484744,no
gcc,rxbvm,profile-20,Bounce,elapsed_ns,bounce-rxbvm-gcc-r5-profile-20,bounce-rxbvm-gcc-r5-all-inline,1888985500.000000,2015050500.000000,1.066736880722,6.673688,no
gcc,rxbvm,profile-20,Richards,elapsed_ns,richards-rxbvm-gcc-r5-profile-20,richards-rxbvm-gcc-r5-all-inline,2301021000.000000,2308725500.000000,1.003348296256,0.334830,no
gcc,rxbvm,profile-20,Base64,elapsed_ns,base64-rxbvm-gcc-r5-profile-20,base64-rxbvm-gcc-r5-all-inline,2967087500.000000,3551002500.000000,1.196797364419,19.679736,no
gcc,rxbvm,profile-20,Towers,elapsed_ns,towers-rxbvm-gcc-r5-profile-20,towers-rxbvm-gcc-r5-all-inline,2195581000.000000,2183994500.000000,0.994722809133,-0.527719,no
gcc,rxbvm,profile-20,RexxCPS,benchmark_rate,rexxcps-rxbvm-gcc-r5-profile-20,rexxcps-rxbvm-gcc-r5-all-inline,38968298.000000,36589034.000000,1.065026696250,6.502670,no
gcc,rxbvm,profile-30,Sieve,elapsed_ns,sieve-rxbvm-gcc-r5-profile-30,sieve-rxbvm-gcc-r5-all-inline,1436779000.000000,2038635000.000000,1.418892536709,41.889254,no
gcc,rxbvm,profile-30,Permute,elapsed_ns,permute-rxbvm-gcc-r5-profile-30,permute-rxbvm-gcc-r5-all-inline,2748136500.000000,3006496500.000000,1.094012797399,9.401280,no
gcc,rxbvm,profile-30,Bounce,elapsed_ns,bounce-rxbvm-gcc-r5-profile-30,bounce-rxbvm-gcc-r5-all-inline,1983922500.000000,2015050500.000000,1.015690129025,1.569013,no
gcc,rxbvm,profile-30,Richards,elapsed_ns,richards-rxbvm-gcc-r5-profile-30,richards-rxbvm-gcc-r5-all-inline,2257854500.000000,2308725500.000000,1.022530681229,2.253068,no
gcc,rxbvm,profile-30,Base64,elapsed_ns,base64-rxbvm-gcc-r5-profile-30,base64-rxbvm-gcc-r5-all-inline,3139347000.000000,3551002500.000000,1.131127747267,13.112775,no
gcc,rxbvm,profile-30,Towers,elapsed_ns,towers-rxbvm-gcc-r5-profile-30,towers-rxbvm-gcc-r5-all-inline,2191051000.000000,2183994500.000000,0.996779399475,-0.322060,no
gcc,rxbvm,profile-30,RexxCPS,benchmark_rate,rexxcps-rxbvm-gcc-r5-profile-30,rexxcps-rxbvm-gcc-r5-all-inline,39035687.000000,36589034.000000,1.066868477588,6.686848,no
gcc,rxbvm,max-eligible,Sieve,elapsed_ns,sieve-rxbvm-gcc-r5-max-eligible,sieve-rxbvm-gcc-r5-all-inline,1405708500.000000,2038635000.000000,1.450254444645,45.025444,no
gcc,rxbvm,max-eligible,Permute,elapsed_ns,permute-rxbvm-gcc-r5-max-eligible,permute-rxbvm-gcc-r5-all-inline,2603718500.000000,3006496500.000000,1.154693374111,15.469337,no
gcc,rxbvm,max-eligible,Bounce,elapsed_ns,bounce-rxbvm-gcc-r5-max-eligible,bounce-rxbvm-gcc-r5-all-inline,1722379000.000000,2015050500.000000,1.169922821864,16.992282,no
gcc,rxbvm,max-eligible,Richards,elapsed_ns,richards-rxbvm-gcc-r5-max-eligible,richards-rxbvm-gcc-r5-all-inline,2203363500.000000,2308725500.000000,1.047818709895,4.781871,no
gcc,rxbvm,max-eligible,Base64,elapsed_ns,base64-rxbvm-gcc-r5-max-eligible,base64-rxbvm-gcc-r5-all-inline,3444345500.000000,3551002500.000000,1.030965825002,3.096583,no
gcc,rxbvm,max-eligible,Towers,elapsed_ns,towers-rxbvm-gcc-r5-max-eligible,towers-rxbvm-gcc-r5-all-inline,2171517000.000000,2183994500.000000,1.005745983108,0.574598,no
gcc,rxbvm,max-eligible,RexxCPS,benchmark_rate,rexxcps-rxbvm-gcc-r5-max-eligible,rexxcps-rxbvm-gcc-r5-all-inline,39800085.000000,36589034.000000,1.087759928289,8.775993,no
gcc,rxbvm,all-outline,Sieve,elapsed_ns,sieve-rxbvm-gcc-r5-all-outline,sieve-rxbvm-gcc-r5-all-inline,2043413500.000000,2038635000.000000,0.997661510996,-0.233849,no
gcc,rxbvm,all-outline,Permute,elapsed_ns,permute-rxbvm-gcc-r5-all-outline,permute-rxbvm-gcc-r5-all-inline,3727676000.000000,3006496500.000000,0.806533749178,-19.346625,yes
gcc,rxbvm,all-outline,Bounce,elapsed_ns,bounce-rxbvm-gcc-r5-all-outline,bounce-rxbvm-gcc-r5-all-inline,2521646000.000000,2015050500.000000,0.799101261636,-20.089874,yes
gcc,rxbvm,all-outline,Richards,elapsed_ns,richards-rxbvm-gcc-r5-all-outline,richards-rxbvm-gcc-r5-all-inline,2431982000.000000,2308725500.000000,0.949318498245,-5.068150,yes
gcc,rxbvm,all-outline,Base64,elapsed_ns,base64-rxbvm-gcc-r5-all-outline,base64-rxbvm-gcc-r5-all-inline,3034511000.000000,3551002500.000000,1.170205842062,17.020584,no
gcc,rxbvm,all-outline,Towers,elapsed_ns,towers-rxbvm-gcc-r5-all-outline,towers-rxbvm-gcc-r5-all-inline,2330185000.000000,2183994500.000000,0.937262277459,-6.273772,yes
gcc,rxbvm,all-outline,RexxCPS,benchmark_rate,rexxcps-rxbvm-gcc-r5-all-outline,rexxcps-rxbvm-gcc-r5-all-inline,34074932.000000,36589034.000000,0.931288101238,-6.871190,yes
