compiler,engine,panel,workload,metric,candidate_cell,control_cell,candidate_median,control_median,throughput_ratio,throughput_delta_percent,guard_3pct
clang,rxtvm,all-outline,Base64,elapsed_ns,base64-rxtvm-clang-r5-all-outline,base64-rxtvm-clang-r5-all-inline,3317831500.000000,1660797500.000000,0.500567162618,-49.943284,yes
clang,rxtvm,all-outline,Towers,elapsed_ns,towers-rxtvm-clang-r5-all-outline,towers-rxtvm-clang-r5-all-inline,2438822000.000000,2020808500.000000,0.828600242248,-17.139976,yes
clang,rxtvm,all-outline,RexxCPS,benchmark_rate,rexxcps-rxtvm-clang-r5-all-outline,rexxcps-rxtvm-clang-r5-all-inline,25195227.500000,45539045.000000,0.553266488131,-44.673351,yes
clang,rxbvm,profile-5,Sieve,elapsed_ns,sieve-rxbvm-clang-r5-profile-5,sieve-rxbvm-clang-r5-all-inline,1086350500.000000,1033931000.000000,0.951747157110,-4.825284,yes
clang,rxbvm,profile-5,Permute,elapsed_ns,permute-rxbvm-clang-r5-profile-5,permute-rxbvm-clang-r5-all-inline,2651551000.000000,1782099500.000000,0.672097010391,-32.790299,yes
clang,rxbvm,profile-5,Bounce,elapsed_ns,bounce-rxbvm-clang-r5-profile-5,bounce-rxbvm-clang-r5-all-inline,1471185500.000000,1087072000.000000,0.738908859556,-26.109114,yes
clang,rxbvm,profile-5,Richards,elapsed_ns,richards-rxbvm-clang-r5-profile-5,richards-rxbvm-clang-r5-all-inline,2199763500.000000,2092701500.000000,0.951330222544,-4.866978,yes
clang,rxbvm,profile-5,Base64,elapsed_ns,base64-rxbvm-clang-r5-profile-5,base64-rxbvm-clang-r5-all-inline,2215813000.000000,1878453500.000000,0.847749110597,-15.225089,yes
clang,rxbvm,profile-5,Towers,elapsed_ns,towers-rxbvm-clang-r5-profile-5,towers-rxbvm-clang-r5-all-inline,2101192500.000000,2043913000.000000,0.972739527673,-2.726047,no
clang,rxbvm,profile-5,RexxCPS,benchmark_rate,rexxcps-rxbvm-clang-r5-profile-5,rexxcps-rxbvm-clang-r5-all-inline,32769167.000000,44459251.500000,0.737060699279,-26.293930,yes
clang,rxbvm,profile-10,Sieve,elapsed_ns,sieve-rxbvm-clang-r5-profile-10,sieve-rxbvm-clang-r5-all-inline,1012236500.000000,1033931000.000000,1.021432244342,2.143224,no
clang,rxbvm,profile-10,Permute,elapsed_ns,permute-rxbvm-clang-r5-profile-10,permute-rxbvm-clang-r5-all-inline,1821855000.000000,1782099500.000000,0.978178559765,-2.182144,no
clang,rxbvm,profile-10,Bounce,elapsed_ns,bounce-rxbvm-clang-r5-profile-10,bounce-rxbvm-clang-r5-all-inline,1208093000.000000,1087072000.000000,0.899824765146,-10.017523,yes
clang,rxbvm,profile-10,Richards,elapsed_ns,richards-rxbvm-clang-r5-profile-10,richards-rxbvm-clang-r5-all-inline,2125095500.000000,2092701500.000000,0.984756449769,-1.524355,no
clang,rxbvm,profile-10,Base64,elapsed_ns,base64-rxbvm-clang-r5-profile-10,base64-rxbvm-clang-r5-all-inline,1881289000.000000,1878453500.000000,0.998492788721,-0.150721,no
clang,rxbvm,profile-10,Towers,elapsed_ns,towers-rxbvm-clang-r5-profile-10,towers-rxbvm-clang-r5-all-inline,2086599500.000000,2043913000.000000,0.979542552368,-2.045745,no
clang,rxbvm,profile-10,RexxCPS,benchmark_rate,rexxcps-rxbvm-clang-r5-profile-10,rexxcps-rxbvm-clang-r5-all-inline,39487216.000000,44459251.500000,0.888166459573,-11.183354,yes
clang,rxbvm,profile-15,Sieve,elapsed_ns,sieve-rxbvm-clang-r5-profile-15,sieve-rxbvm-clang-r5-all-inline,971750000.000000,1033931000.000000,1.063988680216,6.398868,no
clang,rxbvm,profile-15,Permute,elapsed_ns,permute-rxbvm-clang-r5-profile-15,permute-rxbvm-clang-r5-all-inline,1671593500.000000,1782099500.000000,1.066108177616,6.610818,no
clang,rxbvm,profile-15,Bounce,elapsed_ns,bounce-rxbvm-clang-r5-profile-15,bounce-rxbvm-clang-r5-all-inline,1050983000.000000,1087072000.000000,1.034338328974,3.433833,no
clang,rxbvm,profile-15,Richards,elapsed_ns,richards-rxbvm-clang-r5-profile-15,richards-rxbvm-clang-r5-all-inline,2099320500.000000,2092701500.000000,0.996847075042,-0.315292,no
clang,rxbvm,profile-15,Base64,elapsed_ns,base64-rxbvm-clang-r5-profile-15,base64-rxbvm-clang-r5-all-inline,1684024500.000000,1878453500.000000,1.115454971112,11.545497,no
clang,rxbvm,profile-15,Towers,elapsed_ns,towers-rxbvm-clang-r5-profile-15,towers-rxbvm-clang-r5-all-inline,2051228500.000000,2043913000.000000,0.996433600645,-0.356640,no
clang,rxbvm,profile-15,RexxCPS,benchmark_rate,rexxcps-rxbvm-clang-r5-profile-15,rexxcps-rxbvm-clang-r5-all-inline,42904656.500000,44459251.500000,0.965033261975,-3.496674,yes
clang,rxbvm,profile-20,Sieve,elapsed_ns,sieve-rxbvm-clang-r5-profile-20,sieve-rxbvm-clang-r5-all-inline,998724000.000000,1033931000.000000,1.035251981528,3.525198,no
clang,rxbvm,profile-20,Permute,elapsed_ns,permute-rxbvm-clang-r5-profile-20,permute-rxbvm-clang-r5-all-inline,1641181500.000000,1782099500.000000,1.085863751206,8.586375,no
clang,rxbvm,profile-20,Bounce,elapsed_ns,bounce-rxbvm-clang-r5-profile-20,bounce-rxbvm-clang-r5-all-inline,1014146500.000000,1087072000.000000,1.071908249942,7.190825,no
clang,rxbvm,profile-20,Richards,elapsed_ns,richards-rxbvm-clang-r5-profile-20,richards-rxbvm-clang-r5-all-inline,2078167500.000000,2092701500.000000,1.006993661483,0.699366,no
clang,rxbvm,profile-20,Base64,elapsed_ns,base64-rxbvm-clang-r5-profile-20,base64-rxbvm-clang-r5-all-inline,1553205500.000000,1878453500.000000,1.209404357633,20.940436,no
clang,rxbvm,profile-20,Towers,elapsed_ns,towers-rxbvm-clang-r5-profile-20,towers-rxbvm-clang-r5-all-inline,2048108000.000000,2043913000.000000,0.997951768168,-0.204823,no
clang,rxbvm,profile-20,RexxCPS,benchmark_rate,rexxcps-rxbvm-clang-r5-profile-20,rexxcps-rxbvm-clang-r5-all-inline,44698082.500000,44459251.500000,1.005371907802,0.537191,no
clang,rxbvm,profile-30,Sieve,elapsed_ns,sieve-rxbvm-clang-r5-profile-30,sieve-rxbvm-clang-r5-all-inline,1025088000.000000,1033931000.000000,1.008626576450,0.862658,no
clang,rxbvm,profile-30,Permute,elapsed_ns,permute-rxbvm-clang-r5-profile-30,permute-rxbvm-clang-r5-all-inline,1738749000.000000,1782099500.000000,1.024932005712,2.493201,no
clang,rxbvm,profile-30,Bounce,elapsed_ns,bounce-rxbvm-clang-r5-profile-30,bounce-rxbvm-clang-r5-all-inline,1080063500.000000,1087072000.000000,1.006488970324,0.648897,no
clang,rxbvm,profile-30,Richards,elapsed_ns,richards-rxbvm-clang-r5-profile-30,richards-rxbvm-clang-r5-all-inline,2083547000.000000,2092701500.000000,1.004393709381,0.439371,no
clang,rxbvm,profile-30,Base64,elapsed_ns,base64-rxbvm-clang-r5-profile-30,base64-rxbvm-clang-r5-all-inline,1759956500.000000,1878453500.000000,1.067329505019,6.732951,no
clang,rxbvm,profile-30,Towers,elapsed_ns,towers-rxbvm-clang-r5-profile-30,towers-rxbvm-clang-r5-all-inline,2052074500.000000,2043913000.000000,0.996022805215,-0.397719,no
clang,rxbvm,profile-30,RexxCPS,benchmark_rate,rexxcps-rxbvm-clang-r5-profile-30,rexxcps-rxbvm-clang-r5-all-inline,45097223.000000,44459251.500000,1.014349578063,1.434958,no
clang,rxbvm,max-eligible,Sieve,elapsed_ns,sieve-rxbvm-clang-r5-max-eligible,sieve-rxbvm-clang-r5-all-inline,1063509500.000000,1033931000.000000,0.972187836592,-2.781216,no
clang,rxbvm,max-eligible,Permute,elapsed_ns,permute-rxbvm-clang-r5-max-eligible,permute-rxbvm-clang-r5-all-inline,1877524000.000000,1782099500.000000,0.949175350089,-5.082465,yes
clang,rxbvm,max-eligible,Bounce,elapsed_ns,bounce-rxbvm-clang-r5-max-eligible,bounce-rxbvm-clang-r5-all-inline,1137317500.000000,1087072000.000000,0.955821043816,-4.417896,yes
clang,rxbvm,max-eligible,Richards,elapsed_ns,richards-rxbvm-clang-r5-max-eligible,richards-rxbvm-clang-r5-all-inline,2134274500.000000,2092701500.000000,0.980521249727,-1.947875,no
clang,rxbvm,max-eligible,Base64,elapsed_ns,base64-rxbvm-clang-r5-max-eligible,base64-rxbvm-clang-r5-all-inline,1612360000.000000,1878453500.000000,1.165033553301,16.503355,no
clang,rxbvm,max-eligible,Towers,elapsed_ns,towers-rxbvm-clang-r5-max-eligible,towers-rxbvm-clang-r5-all-inline,2048672000.000000,2043913000.000000,0.997677031755,-0.232297,no
clang,rxbvm,max-eligible,RexxCPS,benchmark_rate,rexxcps-rxbvm-clang-r5-max-eligible,rexxcps-rxbvm-clang-r5-all-inline,44441912.500000,44459251.500000,0.999610002431,-0.039000,no
clang,rxbvm,all-outline,Sieve,elapsed_ns,sieve-rxbvm-clang-r5-all-outline,sieve-rxbvm-clang-r5-all-inline,5246952000.000000,1033931000.000000,0.197053641810,-80.294636,yes
clang,rxbvm,all-outline,Permute,elapsed_ns,permute-rxbvm-clang-r5-all-outline,permute-rxbvm-clang-r5-all-inline,8603959500.000000,1782099500.000000,0.207125510063,-79.287449,yes
clang,rxbvm,all-outline,Bounce,elapsed_ns,bounce-rxbvm-clang-r5-all-outline,bounce-rxbvm-clang-r5-all-inline,6003844000.000000,1087072000.000000,0.181062665852,-81.893733,yes
clang,rxbvm,all-outline,Richards,elapsed_ns,richards-rxbvm-clang-r5-all-outline,richards-rxbvm-clang-r5-all-inline,3060484000.000000,2092701500.000000,0.683781225453,-31.621877,yes
clang,rxbvm,all-outline,Base64,elapsed_ns,base64-rxbvm-clang-r5-all-outline,base64-rxbvm-clang-r5-all-inline,3104427000.000000,1878453500.000000,0.605088636325,-39.491136,yes
clang,rxbvm,all-outline,Towers,elapsed_ns,towers-rxbvm-clang-r5-all-outline,towers-rxbvm-clang-r5-all-inline,2364472000.000000,2043913000.000000,0.864426814951,-13.557319,yes
clang,rxbvm,all-outline,RexxCPS,benchmark_rate,rexxcps-rxbvm-clang-r5-all-outline,rexxcps-rxbvm-clang-r5-all-inline,26528466.000000,44459251.500000,0.596691691942,-40.330831,yes
