sequence,vm_mode,phase,round,position,cell,vm_binary,image,library,native_cps,process_real_s,effective_count,pass,started_utc,ended_utc,stdout,stderr
11,rxbvm,recorded,1,2,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1200128,8.35,100,1,2026-07-19T10:23:15Z,2026-07-19T10:23:23Z,raw/011-rxbvm-recorded-r01-p2-cellB.stdout.txt,raw/011-rxbvm-recorded-r01-p2-cellB.stderr.txt
12,rxbvm,recorded,1,3,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1196668,8.37,100,1,2026-07-19T10:23:23Z,2026-07-19T10:23:32Z,raw/012-rxbvm-recorded-r01-p3-cellC.stdout.txt,raw/012-rxbvm-recorded-r01-p3-cellC.stderr.txt
13,rxbvm,recorded,2,1,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1192470,8.40,100,1,2026-07-19T10:23:32Z,2026-07-19T10:23:40Z,raw/013-rxbvm-recorded-r02-p1-cellB.stdout.txt,raw/013-rxbvm-recorded-r02-p1-cellB.stderr.txt
14,rxbvm,recorded,2,2,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1202797,8.33,100,1,2026-07-19T10:23:40Z,2026-07-19T10:23:48Z,raw/014-rxbvm-recorded-r02-p2-cellC.stdout.txt,raw/014-rxbvm-recorded-r02-p2-cellC.stderr.txt
15,rxbvm,recorded,2,3,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1157961,8.65,100,1,2026-07-19T10:23:48Z,2026-07-19T10:23:57Z,raw/015-rxbvm-recorded-r02-p3-cellA.stdout.txt,raw/015-rxbvm-recorded-r02-p3-cellA.stderr.txt
16,rxvm,recorded,2,1,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1199342,8.36,100,1,2026-07-19T10:23:57Z,2026-07-19T10:24:06Z,raw/016-rxvm-recorded-r02-p1-cellB.stdout.txt,raw/016-rxvm-recorded-r02-p1-cellB.stderr.txt
17,rxvm,recorded,2,2,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1201166,8.34,100,1,2026-07-19T10:24:06Z,2026-07-19T10:24:14Z,raw/017-rxvm-recorded-r02-p2-cellC.stdout.txt,raw/017-rxvm-recorded-r02-p2-cellC.stderr.txt
18,rxvm,recorded,2,3,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1215062,8.25,100,1,2026-07-19T10:24:14Z,2026-07-19T10:24:22Z,raw/018-rxvm-recorded-r02-p3-cellA.stdout.txt,raw/018-rxvm-recorded-r02-p3-cellA.stderr.txt
19,rxvm,recorded,3,1,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1196628,8.37,100,1,2026-07-19T10:24:22Z,2026-07-19T10:24:31Z,raw/019-rxvm-recorded-r03-p1-cellC.stdout.txt,raw/019-rxvm-recorded-r03-p1-cellC.stderr.txt
20,rxvm,recorded,3,2,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1185210,8.45,100,1,2026-07-19T10:24:31Z,2026-07-19T10:24:39Z,raw/020-rxvm-recorded-r03-p2-cellA.stdout.txt,raw/020-rxvm-recorded-r03-p2-cellA.stderr.txt
21,rxvm,recorded,3,3,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1186674,8.44,100,1,2026-07-19T10:24:39Z,2026-07-19T10:24:47Z,raw/021-rxvm-recorded-r03-p3-cellB.stdout.txt,raw/021-rxvm-recorded-r03-p3-cellB.stderr.txt
22,rxbvm,recorded,3,1,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1191529,8.41,100,1,2026-07-19T10:24:47Z,2026-07-19T10:24:56Z,raw/022-rxbvm-recorded-r03-p1-cellC.stdout.txt,raw/022-rxbvm-recorded-r03-p1-cellC.stderr.txt
23,rxbvm,recorded,3,2,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1166129,8.59,100,1,2026-07-19T10:24:56Z,2026-07-19T10:25:04Z,raw/023-rxbvm-recorded-r03-p2-cellA.stdout.txt,raw/023-rxbvm-recorded-r03-p2-cellA.stderr.txt
24,rxbvm,recorded,3,3,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1168271,8.57,100,1,2026-07-19T10:25:05Z,2026-07-19T10:25:13Z,raw/024-rxbvm-recorded-r03-p3-cellB.stdout.txt,raw/024-rxbvm-recorded-r03-p3-cellB.stderr.txt
25,rxbvm,recorded,4,1,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1176369,8.51,100,1,2026-07-19T10:25:13Z,2026-07-19T10:25:22Z,raw/025-rxbvm-recorded-r04-p1-cellC.stdout.txt,raw/025-rxbvm-recorded-r04-p1-cellC.stderr.txt
26,rxbvm,recorded,4,2,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1162737,8.61,100,1,2026-07-19T10:25:22Z,2026-07-19T10:25:30Z,raw/026-rxbvm-recorded-r04-p2-cellB.stdout.txt,raw/026-rxbvm-recorded-r04-p2-cellB.stderr.txt
27,rxbvm,recorded,4,3,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1172901,8.54,100,1,2026-07-19T10:25:30Z,2026-07-19T10:25:39Z,raw/027-rxbvm-recorded-r04-p3-cellA.stdout.txt,raw/027-rxbvm-recorded-r04-p3-cellA.stderr.txt
28,rxvm,recorded,4,1,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1183623,8.46,100,1,2026-07-19T10:25:39Z,2026-07-19T10:25:47Z,raw/028-rxvm-recorded-r04-p1-cellC.stdout.txt,raw/028-rxvm-recorded-r04-p1-cellC.stderr.txt
29,rxvm,recorded,4,2,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1189077,8.42,100,1,2026-07-19T10:25:47Z,2026-07-19T10:25:56Z,raw/029-rxvm-recorded-r04-p2-cellB.stdout.txt,raw/029-rxvm-recorded-r04-p2-cellB.stderr.txt
30,rxvm,recorded,4,3,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1177893,8.50,100,1,2026-07-19T10:25:56Z,2026-07-19T10:26:04Z,raw/030-rxvm-recorded-r04-p3-cellA.stdout.txt,raw/030-rxvm-recorded-r04-p3-cellA.stderr.txt
31,rxvm,recorded,5,1,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1185353,8.45,100,1,2026-07-19T10:26:04Z,2026-07-19T10:26:13Z,raw/031-rxvm-recorded-r05-p1-cellA.stdout.txt,raw/031-rxvm-recorded-r05-p1-cellA.stderr.txt
32,rxvm,recorded,5,2,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1199166,8.35,100,1,2026-07-19T10:26:13Z,2026-07-19T10:26:21Z,raw/032-rxvm-recorded-r05-p2-cellC.stdout.txt,raw/032-rxvm-recorded-r05-p2-cellC.stderr.txt
33,rxvm,recorded,5,3,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1164698,8.60,100,1,2026-07-19T10:26:21Z,2026-07-19T10:26:30Z,raw/033-rxvm-recorded-r05-p3-cellB.stdout.txt,raw/033-rxvm-recorded-r05-p3-cellB.stderr.txt
34,rxbvm,recorded,5,1,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1135673,8.82,100,1,2026-07-19T10:26:30Z,2026-07-19T10:26:39Z,raw/034-rxbvm-recorded-r05-p1-cellA.stdout.txt,raw/034-rxbvm-recorded-r05-p1-cellA.stderr.txt
35,rxbvm,recorded,5,2,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1122221,8.93,100,1,2026-07-19T10:26:39Z,2026-07-19T10:26:48Z,raw/035-rxbvm-recorded-r05-p2-cellC.stdout.txt,raw/035-rxbvm-recorded-r05-p2-cellC.stderr.txt
36,rxbvm,recorded,5,3,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1144867,8.75,100,1,2026-07-19T10:26:48Z,2026-07-19T10:26:56Z,raw/036-rxbvm-recorded-r05-p3-cellB.stdout.txt,raw/036-rxbvm-recorded-r05-p3-cellB.stderr.txt
37,rxbvm,recorded,6,1,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1151247,8.70,100,1,2026-07-19T10:26:56Z,2026-07-19T10:27:05Z,raw/037-rxbvm-recorded-r06-p1-cellB.stdout.txt,raw/037-rxbvm-recorded-r06-p1-cellB.stderr.txt
38,rxbvm,recorded,6,2,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1152858,8.69,100,1,2026-07-19T10:27:05Z,2026-07-19T10:27:14Z,raw/038-rxbvm-recorded-r06-p2-cellA.stdout.txt,raw/038-rxbvm-recorded-r06-p2-cellA.stderr.txt
39,rxbvm,recorded,6,3,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1158076,8.65,100,1,2026-07-19T10:27:14Z,2026-07-19T10:27:22Z,raw/039-rxbvm-recorded-r06-p3-cellC.stdout.txt,raw/039-rxbvm-recorded-r06-p3-cellC.stderr.txt
40,rxvm,recorded,6,1,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1155865,8.67,100,1,2026-07-19T10:27:22Z,2026-07-19T10:27:31Z,raw/040-rxvm-recorded-r06-p1-cellB.stdout.txt,raw/040-rxvm-recorded-r06-p1-cellB.stderr.txt
41,rxvm,recorded,6,2,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1166383,8.59,100,1,2026-07-19T10:27:31Z,2026-07-19T10:27:40Z,raw/041-rxvm-recorded-r06-p2-cellA.stdout.txt,raw/041-rxvm-recorded-r06-p2-cellA.stderr.txt
42,rxvm,recorded,6,3,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1172825,8.54,100,1,2026-07-19T10:27:40Z,2026-07-19T10:27:48Z,raw/042-rxvm-recorded-r06-p3-cellC.stdout.txt,raw/042-rxvm-recorded-r06-p3-cellC.stderr.txt
43,rxvm,recorded,7,1,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1153529,8.68,100,1,2026-07-19T10:27:48Z,2026-07-19T10:27:57Z,raw/043-rxvm-recorded-r07-p1-cellB.stdout.txt,raw/043-rxvm-recorded-r07-p1-cellB.stderr.txt
44,rxvm,recorded,7,2,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1141596,8.78,100,1,2026-07-19T10:27:57Z,2026-07-19T10:28:06Z,raw/044-rxvm-recorded-r07-p2-cellA.stdout.txt,raw/044-rxvm-recorded-r07-p2-cellA.stderr.txt
45,rxvm,recorded,7,3,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1155033,8.67,100,1,2026-07-19T10:28:06Z,2026-07-19T10:28:14Z,raw/045-rxvm-recorded-r07-p3-cellC.stdout.txt,raw/045-rxvm-recorded-r07-p3-cellC.stderr.txt
46,rxbvm,recorded,7,1,B,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1161087,8.63,100,1,2026-07-19T10:28:14Z,2026-07-19T10:28:23Z,raw/046-rxbvm-recorded-r07-p1-cellB.stdout.txt,raw/046-rxbvm-recorded-r07-p1-cellB.stderr.txt
47,rxbvm,recorded,7,2,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1143491,8.76,100,1,2026-07-19T10:28:23Z,2026-07-19T10:28:32Z,raw/047-rxbvm-recorded-r07-p2-cellA.stdout.txt,raw/047-rxbvm-recorded-r07-p2-cellA.stderr.txt
48,rxbvm,recorded,7,3,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1131375,8.85,100,1,2026-07-19T10:28:32Z,2026-07-19T10:28:41Z,raw/048-rxbvm-recorded-r07-p3-cellC.stdout.txt,raw/048-rxbvm-recorded-r07-p3-cellC.stderr.txt
49,rxbvm,recorded,8,1,A,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/tmp/crexx-nr09-rebaseline-847e62f04/cmake-build-release/bin/library.rxbin,1137455,8.81,100,1,2026-07-19T10:28:41Z,2026-07-19T10:28:50Z,raw/049-rxbvm-recorded-r08-p1-cellA.stdout.txt,raw/049-rxbvm-recorded-r08-p1-cellA.stderr.txt
50,rxbvm,recorded,8,2,C,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/library.rxbin,1151131,8.70,100,1,2026-07-19T10:28:50Z,2026-07-19T10:28:58Z,raw/050-rxbvm-recorded-r08-p2-cellC.stdout.txt,raw/050-rxbvm-recorded-r08-p2-cellC.stderr.txt
