rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,862451,51,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2)","r1=R8;c1=int:6;r2=R9;r3=R13;c2=int:1;r4=R7","benchmark_awfy_richards_opt",2518
110,24769,9,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R12;r2=R5;r3=R11;c1=int:10","benchmark_awfy_richards_opt",763
111,24758,2,1,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | UNLINK_REG(r4)","r1=R11;r2=R8;r3=R3;r4=R9","benchmark_awfy_richards_opt",3877
112,24627,1,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r1,r2)","c1=label@4347;r1=R8;r2=R9;c2=int:0","benchmark_awfy_richards_opt",4336
113,24070,7,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | ICOPY_REG_REG(r3,r5)","r1=R9;r2=R13;c1=int:1;r3=R10;r4=R8;r5=R14","benchmark_awfy_richards_opt",2549
114,23253,9,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r4,r2)","r1=R12;r2=R17;r3=R11;c1=int:9;r4=R10","benchmark_awfy_richards_opt",877
115,23252,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | INE_REG_REG_INT(r5,r3,c1)","r1=R32;r2=R68;r3=R31;r4=R1;r5=R36;c1=int:0","benchmark_awfy_richards_opt",5333
116,23252,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R31;r2=R1;r3=R36;c1=int:0;c2=label@5509","benchmark_awfy_richards_opt",5336
117,23249,2,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LOAD_REG_INT(r5,c1)","r1=R19;r2=R10;c1=int:1;r3=R20;r4=R18;r5=R16","benchmark_awfy_richards_opt",4126
118,23248,4,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2)","r1=R30;r2=R28;r3=R31;c1=int:25;r4=R22;c2=int:2","benchmark_awfy_richards_opt",4956
119,23246,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | MINATTRS_REG_REG_INT(r3,r4,c2)","r1=R0;r2=R27;r3=R10;c1=int:15;r4=R28;c2=int:0","benchmark_awfy_richards_opt",3912
120,23246,2,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r1)","r1=R11;r2=R10;r3=R27;r4=R13;r5=R25","benchmark_awfy_richards_opt",4189
121,23246,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R10;r2=R5;r3=R7;r4=R28;r5=R9;r6=R3","benchmark_awfy_richards_opt",4062
122,23246,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R7;r2=R28;r3=R9;r4=R3;r5=R15;r6=R13;c1=int:20","benchmark_awfy_richards_opt",4065
123,23246,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c2)","c1=int:1;r1=R0;r2=R27;r3=R10;c2=int:15","benchmark_awfy_richards_opt",3910
124,23246,4,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | COPY_REG_REG(r5,r1)","r1=R28;r2=R35;r3=R23;r4=R36;r5=R67","benchmark_awfy_richards_opt",5296
125,23246,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R9;r2=R1;r3=R27;r4=R14;c1=int:2","benchmark_awfy_richards_opt",4045
126,20310,1,1,5,over_3_symbols,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R52;r2=R53;r3=R34;c1=int:4;c2=label@5689","benchmark_awfy_richards_opt",5612
127,20310,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IGTE_REG_REG_INT(r1,r3,c1)","r1=R53;r2=R52;r3=R34;c1=int:4","benchmark_awfy_richards_opt",5610
128,20126,9,1,3,candidate,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | UNLINK_REG(r2)","r1=R17;r2=R13;r3=R19","benchmark_awfy_richards_opt",935
129,20121,4,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R8;r2=R12;c2=int:21","benchmark_awfy_richards_opt",2510
130,20114,3,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | SETTP_REG_INT(r5,c2)","r1=R18;r2=R15;r3=R16;r4=R22;c1=int:3;r5=R13;c2=int:256","benchmark_awfy_richards_opt",4228
131,20114,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","c1=int:1;r1=R6;r2=R9;c2=int:17;r3=R10;c3=int:0","benchmark_awfy_richards_opt",2924
132,20114,3,1,3,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R18;r2=R25;r3=R15","benchmark_awfy_richards_opt",4257
133,20114,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R5;r2=R6;r3=R7;r4=R11;c1=int:0","benchmark_awfy_richards_opt",2944
134,19435,5,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R6;r2=R1;c1=int:0;r3=R7;r4=R10","benchmark_awfy_richards_opt",3014
135,19313,5,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R5;r2=R13;r3=R11;c1=int:17","benchmark_awfy_richards_opt",650
136,17086,2,1,6,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R15;c1=label@4202;r2=R17;r3=R19;r4=R13;c2=int:20","benchmark_awfy_richards_opt",4092
137,14760,1,1,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | BR_ID(c1)","r1=R6;r2=R67;r3=R11;c1=label@4682","benchmark_awfy_richards_opt",4591
138,14759,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | IGT_REG_REG_REG(r5,r6,r3)","r1=R15;r2=R9;c1=int:1;r3=R16;r4=R14;r5=R21;r6=R20","benchmark_awfy_richards_opt",4166
139,14759,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_REG(r4,r5,r1) | UNLINK_REG(r1)","r1=R16;r2=R14;r3=R15;r4=R21;r5=R20","benchmark_awfy_richards_opt",4170
140,12327,2,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R7;r2=R8;c1=int:0;c2=label@4819","benchmark_awfy_richards_opt",4715
141,12327,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R8;r2=R17;c1=int:8;r3=R7;c2=int:0","benchmark_awfy_richards_opt",4711
142,11627,1,1,7,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R36;r2=R31;c1=int:0;c2=label@5509;r3=R22;r4=R41;c3=int:16","benchmark_awfy_richards_opt",5339
143,11627,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IEQ_REG_REG_INT(r4,r3,c2)","r1=R22;r2=R31;c1=int:0;r3=R23;r4=R21;c2=int:1","benchmark_awfy_richards_opt",5350
144,11627,2,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r2,r5)","r1=R23;r2=R36;r3=R67;r4=R28;r5=R27","benchmark_awfy_richards_opt",5299
145,11622,5,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R4;c1=int:0","benchmark_awfy_richards_opt",614
146,11619,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R25;r2=R52;r3=R67;r4=R41;r5=R53;r6=R38","benchmark_awfy_richards_opt",5678
147,11619,2,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R50;c1=int:2;r2=R41;c2=int:256","benchmark_awfy_richards_opt",5657
148,10467,2,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r1,c2)","r1=R1;r2=R11;r3=R6;r4=R9;c1=int:17;c2=int:0","benchmark_awfy_richards_opt",2957
149,10127,1,1,5,over_3_symbols,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@3010","benchmark_awfy_richards_opt",2977
150,10127,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | INE_REG_REG_INT(r1,r3,c1)","r1=R7;r2=R6;r3=R0;c1=int:0","benchmark_awfy_richards_opt",2975
151,10127,1,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | RET_REG(r3)","r1=R7;r2=R6;r3=R11","benchmark_awfy_richards_opt",3025
152,10005,8,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R53;c1=int:0;r2=R49;c2=int:4;r3=R60;c3=int:256","benchmark_awfy_richards_opt",2238
153,10004,7,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | CALL_REG_FUNC_REG(r3,c2,r4)","r1=R4;c1=int:256;r2=R10;r3=R5;c2=func@12672;r4=R9","benchmark_awfy_richards_opt",217
154,10000,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ISUB_REG_REG_INT(r4,r3,c2)","r1=R17;r2=R67;r3=R7;c1=int:8;r4=R6;c2=int:1","benchmark_awfy_richards_opt",4689
155,10000,1,1,6,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R6;r2=R7;c1=int:1;r3=R8;r4=R17;c2=int:8","benchmark_awfy_richards_opt",4696
156,10000,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R7;r2=R17;c1=int:8;r3=R6;c2=int:1","benchmark_awfy_richards_opt",4692
157,10000,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2)","r1=R8;r2=R17;c1=int:8;r3=R7;c2=int:0","benchmark_awfy_richards_opt",4709
158,9999,1,1,4,over_3_symbols,"IAND_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r1,r1,c2)","r1=R22;r2=R23;c1=int:1;c2=int:0","benchmark_awfy_richards_opt",4823
159,9999,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IAND_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R23;r2=R17;c1=int:7;r3=R22;c2=int:1","benchmark_awfy_richards_opt",4819
160,9999,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R20;r2=R17;c1=int:7;r3=R8;c2=int:2","benchmark_awfy_richards_opt",4836
161,9999,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r6,r5,c2)","r1=R8;r2=R6;r3=R7;r4=R9;r5=R13;c1=int:24;r6=R5;c2=int:2","benchmark_awfy_richards_opt",3852
162,9999,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | IGT_REG_REG_REG(r5,r6,r1)","r1=R3;r2=R9;r3=R10;r4=R5;r5=R11;r6=R8","benchmark_awfy_richards_opt",3871
163,9999,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","c1=int:1;r1=R4;r2=R13;r3=R3;r4=R14","benchmark_awfy_richards_opt",3770
164,9999,2,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | ICOPY_REG_REG(r4,r5)","r1=R17;r2=R24;r3=R67;r4=R25;r5=R15","benchmark_awfy_richards_opt",4871
165,9999,1,1,4,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | RET_REG(r3)","r1=R6;c1=label@3894;r2=R11;r3=R1","benchmark_awfy_richards_opt",3887
166,9999,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2)","r1=R23;r2=R22;c1=int:0;c2=label@4882","benchmark_awfy_richards_opt",4827
167,9999,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IGT_REG_REG_REG(r2,r3,r4) | UNLINK_REG(r4)","r1=R5;r2=R11;r3=R8;r4=R3","benchmark_awfy_richards_opt",3875
168,9987,1,1,5,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | RET_REG(r3)","r1=R7;r2=R11;c1=int:0;c2=label@2957;r3=R10","benchmark_awfy_richards_opt",2948
169,9349,40,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R5;r2=R11;c1=int:17;r3=R13;c2=int:9","benchmark_awfy_richards_opt",653
170,9308,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r4,r2,c3)","c1=label@5276;r1=R22;r2=R20;r3=R28;c2=int:26;r4=R8;c3=int:1","benchmark_awfy_richards_opt",5109
171,9308,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISUB_REG_REG_INT(r3,r1,c2)","r1=R20;r2=R21;c1=int:65;r3=R31;c2=int:1","benchmark_awfy_richards_opt",5160
172,9308,1,1,4,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R20;r2=R21;c1=int:26;c2=label@5156","benchmark_awfy_richards_opt",5135
173,9308,1,1,7,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R22;r2=R32;r3=R25;c1=label@5276;r4=R20;r5=R28;c2=int:26","benchmark_awfy_richards_opt",5105
174,9308,1,1,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R31;r2=R20;c1=int:1;r3=R21;r4=R32;c2=int:0;c3=label@5198","benchmark_awfy_richards_opt",5166
175,9308,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R21;r2=R28;c1=int:26;r3=R20","benchmark_awfy_richards_opt",5131
176,9308,1,1,6,over_3_symbols,"UNLINK_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r1,r4,c2)","r1=R21;r2=R31;r3=R20;c1=int:1;r4=R32;c2=int:0","benchmark_awfy_richards_opt",5164
177,9308,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1)","r1=R21;r2=R28;c1=int:26;r3=R20","benchmark_awfy_richards_opt",5129
178,9300,1,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r3)","r1=R51;r2=R34;c1=int:1;r3=R53","benchmark_awfy_richards_opt",5992
179,9300,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4)","r1=R53;r2=R52;r3=R25;r4=R51;r5=R34;c1=int:1","benchmark_awfy_richards_opt",5988
180,9300,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IADD_REG_REG_INT(r4,r5,c2)","r1=R52;r2=R25;c1=int:0;r3=R53;r4=R51;r5=R34;c2=int:1","benchmark_awfy_richards_opt",5984
181,9300,5,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R17;r2=R12;r3=R20;c1=int:17;c2=int:9","benchmark_awfy_richards_opt",917
182,9300,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R52;r2=R51;c1=int:2;r3=R41;c2=int:256","benchmark_awfy_richards_opt",6001
183,9300,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R53;r2=R52;r3=R51;c1=int:2","benchmark_awfy_richards_opt",5999
184,9299,4,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2)","r1=R11;r2=R60;r3=R12;c1=int:9;r4=R13;c2=int:1","benchmark_awfy_richards_opt",633
185,9297,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | ICOPY_REG_REG(r5,r1)","r1=R20;r2=R22;r3=R23;r4=R21;r5=R18","benchmark_awfy_richards_opt",4792
186,9297,2,1,3,candidate,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | UNLINK_REG(r3)","r1=R21;r2=R18;r3=R20","benchmark_awfy_richards_opt",4796
187,9296,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R48;r2=R65;r3=R61;r4=R49;c1=int:6","benchmark_awfy_richards_opt",6240
188,8490,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R67;r2=R13;r3=R9;r4=R68;c1=int:0;c2=label@4936","benchmark_awfy_richards_opt",4679
189,8490,1,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r5,c1)","r1=R6;r2=R67;r3=R13;r4=R9;r5=R68;c1=int:0","benchmark_awfy_richards_opt",4677
190,8487,1,1,5,over_3_symbols,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5)","r1=R19;r2=R12;r3=R9;r4=R27;r5=R13","benchmark_awfy_richards_opt",4269
191,7334,2,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R21;r2=R25;c1=int:4;r3=R23;c2=int:2","benchmark_awfy_richards_opt",4853
192,5007,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3)","c1=label@4882;r1=R22;r2=R20;r3=R17;c2=int:7;r4=R8;c3=int:2","benchmark_awfy_richards_opt",4833
193,5007,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1)","r1=R21;r2=R8;r3=R25;c1=int:4","benchmark_awfy_richards_opt",4850
194,5007,1,1,6,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R8;r2=R20;c1=int:2;r3=R21;r4=R17;c2=int:7","benchmark_awfy_richards_opt",4840
195,5007,1,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3)","r1=R22;c1=int:0;c2=label@4882;r2=R20;r3=R17;c3=int:7","benchmark_awfy_richards_opt",4829
196,4993,2,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c1)","r1=R9;r2=R10;c1=int:-1","benchmark_awfy_richards_opt",98
197,4992,1,1,4,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2)","r1=R23;r2=R24;c1=int:2;c2=int:53256","benchmark_awfy_richards_opt",4886
198,4992,1,1,5,over_3_symbols,"IXOR_REG_REG_INT(r1,r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R23;c1=int:53256;r2=R25;r3=R17;c2=int:7","benchmark_awfy_richards_opt",4892
199,4992,1,1,6,over_3_symbols,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R24;r2=R23;c1=int:53256;r3=R25;r4=R17;c2=int:7","benchmark_awfy_richards_opt",4890
200,4992,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R25;c1=int:5;r2=R23;c2=int:2","benchmark_awfy_richards_opt",4903
201,4654,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R28;r2=R67;r3=R23;r4=R1;r5=R25;c1=int:0","benchmark_awfy_richards_opt",4943
202,3140,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5)","c1=label@4271;r1=R21;r2=R11;r3=R10;r4=R27;r5=R13","benchmark_awfy_richards_opt",4186
203,3140,1,1,5,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4)","r1=R18;c1=label@4271;r2=R21;r3=R11;r4=R10","benchmark_awfy_richards_opt",4184
204,2697,16,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R10;c1=int:-1;r2=R9;r3=R8;c2=int:22","benchmark_awfy_richards_opt",91
205,2327,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R32;r2=R31;r3=R34;c1=int:2","benchmark_awfy_richards_opt",5276
206,2327,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R31;r2=R34;c1=int:2;r3=R28;c2=int:256","benchmark_awfy_richards_opt",5278
207,2327,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2)","r1=R25;c1=int:3;r2=R22;r3=R32;c2=label@5276","benchmark_awfy_richards_opt",5102
208,2327,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2)","r1=R32;c1=int:0;r2=R25;c2=int:3;r3=R22","benchmark_awfy_richards_opt",5099
209,2327,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BCTP_ID_REG(c1,r3)","r1=R35;r2=R36;c1=label@5105;r3=R32","benchmark_awfy_richards_opt",5269
210,2325,1,1,7,over_3_symbols,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R53;r2=R34;c1=int:4;c2=label@5689;r3=R50;r4=R41;c3=int:5","benchmark_awfy_richards_opt",5614
211,1521,2,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","c1=label@5040;r1=R31;r2=R22;c2=int:3;r3=R25;r4=R28;c3=int:27","benchmark_awfy_richards_opt",5023
212,357,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2)","r1=R8;r2=R21;r3=R28;c1=int:26;r4=R20;c2=int:65","benchmark_awfy_richards_opt",5154
213,340,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)","c1=label@3010;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17","benchmark_awfy_richards_opt",2983
214,340,1,1,5,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2)","r1=R7;r2=R0;c1=int:0;c2=label@3010;r3=R1","benchmark_awfy_richards_opt",2979
215,64,48,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","r1=R5;r2=R11;c1=int:17;r3=R13;c2=int:9;c3=int:0","benchmark_awfy_richards_opt",655
