Analysis of sampling smoke (pid 1654) every 1 millisecond
Process:         smoke [1654]
Path:            /private/var/folders/*/smoke
Load Address:    0x109fe8000
Identifier:      smoke
Version:         0
Code Type:       X86-64
Platform:        macOS
Parent Process:  Python [1287]
Target Type:     live task

Date/Time:       2026-09-15 20:03:54.595 +0000
Launch Time:     2026-09-15 20:00:54.069 +0000
OS Version:      macOS 15.7.9 (24G830)
Report Version:  7
Analysis Tool:   /usr/bin/sample

Physical footprint:         39.6M
Physical footprint (peak):  52.6M
Idle exit:                  untracked
----

Call graph:
    2403 Thread_8530   DispatchQueue_1: com.apple.main-thread  (serial)
    + 2403 start  (in dyld) + 3056  [0x7ff81b5e1530]
        2403 _pthread_wqthread  (in libsystem_pthread.dylib) + 387  [0x7ff81b9838ba]
          2403 __workq_kernreturn  (in libsystem_kernel.dylib) + 10  [0x7ff81b946286]

Total number in stack (recursive counted multiple, when >=5):
        10       _dispatch_client_callout  (in libdispatch.dylib) + 6  [0x7ff81b7f19fc]
        10       start_wqthread  (in libsystem_pthread.dylib) + 15  [0x7ff81b982843]
        9       -[_MTLDevice newLibraryWithSource:options:error:]  (in Metal) + 178  [0x7ff826ef331c]
        9       MTLCompilerConnectionManagerPrivate::buildRequest(unsigned int, MTLCompilerRequest*, bool, void (MTLCompilerError, NSObject<OS_dispatch_data>*, char const*) block_pointer)  (in Metal) + 464  [0x7ff826e234f6]
        9       MTLLibraryBuilder::initLibraryContainerWithRequestData(MTLLibraryContainer*, MTLLibraryRequestData&, void () block_pointer)  (in Metal) + 1498  [0x7ff826f45754]
        9       MTLLibraryBuilder::newLibraryWithRequestDataAndHash(MTLLibraryRequestData&, MTLUINT256_t const&, void (id<MTLLibrary>, NSError*) block_pointer)  (in Metal) + 128  [0x7ff826f46c36]
        9       MTLLibraryBuilder::newLibraryWithSource(id<MTLDevice>, NSString*, MTLCompileOptions*, bool, void (id<MTLLibrary>, NSError*) block_pointer)  (in Metal) + 6963  [0x7ff826f48963]
        9       XPCCompilerConnection::BuildRequest(MTLCompilerRequest*, char const*, NSObject<OS_dispatch_data>*, int, bool, void (unsigned int, void const*, unsigned long, char const*) block_pointer)  (in Metal) + 116  [0x7ff826e23700]
        9       __ggml_metal_library_compile_all_block_invoke  (in libcrexx-ggml-metal.so) + 177  [0x10cab3281]
        9       _dispatch_call_block_and_release  (in libdispatch.dylib) + 12  [0x7ff81b7db6b9]
        9       _dispatch_root_queue_drain  (in libdispatch.dylib) + 98  [0x7ff81b7eaa96]
        9       _dispatch_root_queue_drain.cold.3  (in libdispatch.dylib) + 931  [0x7ff81b80c60a]
        9       _dispatch_worker_thread2  (in libdispatch.dylib) + 147  [0x7ff81b7eaf15]
        9       _pthread_wqthread  (in libsystem_pthread.dylib) + 233  [0x7ff81b983820]
        8       __DISPATCH_WAIT_FOR_QUEUE__  (in libdispatch.dylib) + 290  [0x7ff81b7e8a51]
        8       _dispatch_event_loop_wait_for_ownership  (in libdispatch.dylib) + 507  [0x7ff81b7fa649]
        8       _dispatch_kq_poll  (in libdispatch.dylib) + 169  [0x7ff81b7f9bbf]
        8       _dispatch_sync_f_slow  (in libdispatch.dylib) + 175  [0x7ff81b7e868e]
        8       kevent_id  (in libsystem_kernel.dylib) + 0  [0x7ff81b9462c4]

Sort by top of stack, same collapsed (when >= 5):
        kevent_id  (in libsystem_kernel.dylib)        19224
        __ulock_wait  (in libsystem_kernel.dylib)        2403
        __workq_kernreturn  (in libsystem_kernel.dylib)        2403
        mach_msg2_trap  (in libsystem_kernel.dylib)        2403

Binary Images:
       0x109fe8000 -        0x10a16a25b +smoke (0) <59E92F58-8746-3DE4-82AD-9BADC06EE1A0> /var/folders/*/smoke
       0x10a7a9000 -        0x10a7ae9d7 +libcrexx-ggml.0.dylib (0) <3F480FC4-A1D1-3DF1-A3FF-38DDF61616BD> /var/folders/*/libcrexx-ggml.0.dylib
       0x10a7df000 -        0x10a808a73 +libcrexx-llama.1.dylib (0) <6ADD97D4-CE4F-3739-852A-1F70400F0760> /var/folders/*/libcrexx-llama.1.dylib
       0x10a871000 -        0x10a8abd5f  com.apple.driver.AppleParavirtGPUMetal (40.7.1 - 40.7.1) <E87724E7-2657-35EC-8E62-F0B154C0B087> /System/Library/Extensions/AppleParavirtGPUMetal.bundle/Contents/MacOS/AppleParavirtGPUMetal
       0x10a8d1000 -        0x10a967caf +libcrexx-ggml-base.0.dylib (0) <F6DCAB55-1B58-3121-8629-3994322FCFC2> /var/folders/*/libcrexx-ggml-base.0.dylib
       0x10ab51000 -        0x10ada72f3 +libcrexx-llama-engine.0.dylib (0) <EEFDA80E-7797-399E-8CBC-27D389BD39C3> /var/folders/*/libcrexx-llama-engine.0.dylib
       0x10ae84000 -        0x10af6736f +libcrexx-ggml-cpu-x64.so (0) <3505AAD9-4F63-3C0C-A8C7-F4097FC83DF1> /var/folders/*/libcrexx-ggml-cpu-x64.so
       0x10afff000 -        0x10b0e0eb7 +libcrexx-ggml-cpu-sse42.so (0) <EDBD1DF9-46D7-3784-A5CB-858BDBF6D2DB> /var/folders/*/libcrexx-ggml-cpu-sse42.so
       0x10b178000 -        0x10b2868b7 +libcrexx-ggml-cpu-sandybridge.so (0) <EBDD7B5F-87D2-3509-B058-029EDD0119D7> /var/folders/*/libcrexx-ggml-cpu-sandybridge.so
       0x10b31f000 -        0x10b432137 +libcrexx-ggml-cpu-ivybridge.so (0) <30674666-0CBE-3096-91F3-6434BC8619FC> /var/folders/*/libcrexx-ggml-cpu-ivybridge.so
       0x10b4cb000 -        0x10b5df917 +libcrexx-ggml-cpu-piledriver.so (0) <A1B7F81B-850C-3F44-822E-99E3FEFA59A9> /var/folders/*/libcrexx-ggml-cpu-piledriver.so
       0x10b678000 -        0x10b7aefd7 +libcrexx-ggml-cpu-haswell.so (0) <54C654CE-F394-3CDB-B31B-9D2CC87FDF7B> /var/folders/*/libcrexx-ggml-cpu-haswell.so
       0x10b848000 -        0x10b9b883f +libcrexx-ggml-cpu-skylakex.so (0) <A750528F-172D-366F-855B-6C691687EDF1> /var/folders/*/libcrexx-ggml-cpu-skylakex.so
       0x10ba53000 -        0x10bbc503f +libcrexx-ggml-cpu-cannonlake.so (0) <B49808D0-B3EE-3C31-B241-FDE49F51FD35> /var/folders/*/libcrexx-ggml-cpu-cannonlake.so
       0x10bc60000 -        0x10bdce21f +libcrexx-ggml-cpu-cascadelake.so (0) <3B73A21F-33A6-37F8-BFAE-2BB8AB975A24> /var/folders/*/libcrexx-ggml-cpu-cascadelake.so
       0x10be69000 -        0x10bfd8b5f +libcrexx-ggml-cpu-icelake.so (0) <517D279D-E507-394F-9413-415973ED7240> /var/folders/*/libcrexx-ggml-cpu-icelake.so
       0x10c073000 -        0x10c1e1e9f +libcrexx-ggml-cpu-cooperlake.so (0) <319B2AA9-1B6C-30E3-888A-3D827B28F2EE> /var/folders/*/libcrexx-ggml-cpu-cooperlake.so
       0x10c27c000 -        0x10c3ec79f +libcrexx-ggml-cpu-zen4.so (0) <3F08224E-97C9-3DCD-B220-B48C04D3C924> /var/folders/*/libcrexx-ggml-cpu-zen4.so
       0x10c487000 -        0x10c5bbf57 +libcrexx-ggml-cpu-alderlake.so (0) <6AE21079-15D5-324A-A18B-5491C8F1D830> /var/folders/*/libcrexx-ggml-cpu-alderlake.so
       0x10c655000 -        0x10c7f75b7 +libcrexx-ggml-cpu-sapphirerapids.so (0) <B4CA15A3-0FE0-3697-8301-3C97B4DED0DF> /var/folders/*/libcrexx-ggml-cpu-sapphirerapids.so
       0x10caa9000 -        0x10caded6b +libcrexx-ggml-metal.so (0) <DC23E6A6-2F9E-3516-9458-C058E057245A> /var/folders/*/libcrexx-ggml-metal.so
    0x7ff81b595000 -     0x7ff81b5da05b  libobjc.A.dylib (940.4) <087DB838-675B-3BC5-B554-DAD42196C77A> /usr/lib/libobjc.A.dylib
    0x7ff81b5db000 -     0x7ff81b6756c7  dyld (1.0.0 - 1286.10) <BA070062-52CF-31DD-9A27-D3AB5E4401CD> /usr/lib/dyld
    0x7ff81b676000 -     0x7ff81b6796d8  libsystem_blocks.dylib (96) <17F8CB93-59F9-324C-93ED-A5A03A0A7C58> /usr/lib/system/libsystem_blocks.dylib
    0x7ff81b67a000 -     0x7ff81b6c0bd5  libxpc.dylib (2894.140.12.705.2) <FE3548E0-ECF4-389B-86AB-F652E03D96C4> /usr/lib/system/libxpc.dylib
    0x7ff81b6c1000 -     0x7ff81b6db805  libsystem_trace.dylib (1643.120.5) <C73F4407-D606-3852-8163-B7902B36E488> /usr/lib/system/libsystem_trace.dylib
    0x7ff81b6dc000 -     0x7ff81b78e14f  libcorecrypto.dylib (1736.140.2) <AF781BD3-1290-32A9-B79B-01BD64161522> /usr/lib/system/libcorecrypto.dylib
    0x7ff81b78f000 -     0x7ff81b7d989f  libsystem_malloc.dylib (715.140.5) <B26A86B5-A181-367C-89EA-D1ED5545EF77> /usr/lib/system/libsystem_malloc.dylib
    0x7ff81b7da000 -     0x7ff81b821339  libdispatch.dylib (1521.140.2) <6CA6112A-70C8-39A2-8CFA-DA2139709D3C> /usr/lib/system/libdispatch.dylib
    0x7ff81b822000 -     0x7ff81b824b0f  libsystem_featureflags.dylib (97) <E0A31BA9-C76D-3218-8B70-5D6B4028082B> /usr/lib/system/libsystem_featureflags.dylib
    0x7ff81b825000 -     0x7ff81b8ada07  libsystem_c.dylib (1698.140.3.705.1) <065490DC-BBDB-3311-898D-77232FB7409F> /usr/lib/system/libsystem_c.dylib
    0x7ff81b8ae000 -     0x7ff81b92cfff  libc++.1.dylib (1900.181) <1BA8415D-93C3-301F-80AA-C2D396C32DD7> /usr/lib/libc++.1.dylib
    0x7ff81b92d000 -     0x7ff81b943fff  libc++abi.dylib (1900.181) <67A06E4F-032A-344F-8F4F-D77A2B8C7EEA> /usr/lib/libc++abi.dylib
    0x7ff81b944000 -     0x7ff81b980b1f  libsystem_kernel.dylib (11417.140.69.711.44) <7E438D0A-AC23-3ADA-BAE3-99FB51F2D898> /usr/lib/system/libsystem_kernel.dylib
    0x7ff81b981000 -     0x7ff81b98cfd7  libsystem_pthread.dylib (536.0.0.702.1) <FA0539B0-B910-38EC-9406-18F7FB96AB75> /usr/lib/system/libsystem_pthread.dylib
    0x7ff81b98d000 -     0x7ff81b9bb7c7  libdyld.dylib (1286.10) <066C192E-9A38-39BF-BE6C-9DACF7AEE40E> /usr/lib/system/libdyld.dylib
    0x7ff81b9bc000 -     0x7ff81b9c593f  libsystem_platform.dylib (349.140.6) <78C9DCC0-2FBA-3BE4-A1DD-DA618362AE68> /usr/lib/system/libsystem_platform.dylib
    0x7ff81b9c6000 -     0x7ff81b9f4477  libsystem_info.dylib (597.0.0.701.2) <CD7C41C5-CE28-3129-9B0E-B8D126B2A0C5> /usr/lib/system/libsystem_info.dylib
    0x7ff81b9f5000 -     0x7ff81bea9ff2  com.apple.CoreFoundation (6.9 - 3603.1.411) <145F6367-1C9D-32CC-8921-C5E6920B2C17> /System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation
    0x7ff81beaa000 -     0x7ff81c1a22d4  com.apple.LaunchServices (1141.1 - 1141.1) <B80A2940-EC4D-32B1-9FDA-6E38C20DD256> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices
    0x7ff81c1a3000 -     0x7ff81c331ec4  com.apple.gpusw.MetalTools (1.0 - 1) <70291BBC-76C2-36E5-92AE-2B25DE738F7E> /System/Library/PrivateFrameworks/MetalTools.framework/Versions/A/MetalTools
    0x7ff81c332000 -     0x7ff81c597eb7  libBLAS.dylib (1545) <F6B5187B-FD0A-36FB-AF99-D96DE8E76E73> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib
    0x7ff81c598000 -     0x7ff81c69c17a  com.apple.Lexicon-framework (1.0 - 173.9) <6793DAD3-9D66-30C6-AF93-F76D095D5D58> /System/Library/PrivateFrameworks/Lexicon.framework/Versions/A/Lexicon
    0x7ff81c69d000 -     0x7ff81c7e3d67  libSparse.dylib (127.120.9) <39ED516E-81AA-318B-9DD4-09425F1CF602> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libSparse.dylib
    0x7ff81c7e4000 -     0x7ff81c86a257  com.apple.SystemConfiguration (1.21 - 1.21) <2F7CA61F-BF29-3258-8FE1-B95734C0923F> /System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration
    0x7ff81c86b000 -     0x7ff81c8a1087  libCRFSuite.dylib (55) <ADF38D92-83DD-3592-A520-8E46859A7643> /usr/lib/libCRFSuite.dylib
    0x7ff81cb59000 -     0x7ff81d94abf9  com.apple.Foundation (6.9 - 3603.1.411) <07D88CF9-9FE1-3B15-A80C-820EE7087C89> /System/Library/Frameworks/Foundation.framework/Versions/C/Foundation
    0x7ff81dafd000 -     0x7ff81dc278e3  com.apple.CoreDisplay (288 - 288) <B52FFBDE-B5F7-3F53-8D5E-2A822E7EE75E> /System/Library/Frameworks/CoreDisplay.framework/Versions/A/CoreDisplay
    0x7ff81dc28000 -     0x7ff81dfe9621  com.apple.audio.AudioToolboxCore (1.0 - 1456.714) <5B441873-01EE-3A2E-BE7D-A9E7B2E53FB0> /System/Library/PrivateFrameworks/AudioToolboxCore.framework/Versions/A/AudioToolboxCore
    0x7ff81dfea000 -     0x7ff81e22353c  com.apple.CoreText (844.20.0.2 - 844.20.0.2) <B341B4E8-916A-3838-8773-551B188A6582> /System/Library/Frameworks/CoreText.framework/Versions/A/CoreText
    0x7ff81e224000 -     0x7ff81e9639c0  com.apple.audio.CoreAudio (5.0 - 5.0) <98907A8F-43FC-3D69-AB7E-BE41950154D3> /System/Library/Frameworks/CoreAudio.framework/Versions/A/CoreAudio
    0x7ff81e964000 -     0x7ff81ed4160d  com.apple.security (7.0 - 61439.140.12.706.1) <CA0D7A12-2B81-37E4-9E7E-5994EBF88A41> /System/Library/Frameworks/Security.framework/Versions/A/Security
    0x7ff81ed42000 -     0x7ff81efeafa7  libicucore.A.dylib (76104.4.200) <E59AFE92-03A3-3273-8EAA-F995D0FCD8B3> /usr/lib/libicucore.A.dylib
    0x7ff81efeb000 -     0x7ff81eff571f  libsystem_darwin.dylib (1698.140.3.705.1) <1DD70B86-5C42-3A33-97A0-2722884A5A5D> /usr/lib/system/libsystem_darwin.dylib
    0x7ff81eff6000 -     0x7ff81f2de2f1  com.apple.CoreServices.CarbonCore (1333 - 1333) <4225C943-60D1-36A3-8381-E02D2E49CCD6> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore
    0x7ff81f2df000 -     0x7ff81f320b57  com.apple.CoreServicesInternal (505 - 505) <0F69639F-E374-3A87-A3D0-5D483DC3DB1F> /System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal
    0x7ff81f321000 -     0x7ff81f361211  com.apple.CSStore (1141.1 - 1141.1) <E07A914E-67F7-3D2C-85D6-C33A708B5FF6> /System/Library/PrivateFrameworks/CoreServicesStore.framework/Versions/A/CoreServicesStore
    0x7ff81f362000 -     0x7ff81f42714e  com.apple.framework.IOKit (2.0.2 - 100150.120.2.701.1) <456626A8-6D19-36C4-9907-3AD76A09FE8C> /System/Library/Frameworks/IOKit.framework/Versions/A/IOKit
    0x7ff81f428000 -     0x7ff81f4390e3  libsystem_notify.dylib (342.0.0.701.1) <8EBF2519-220D-3215-A5F7-0EB92920FCEE> /usr/lib/system/libsystem_notify.dylib
    0x7ff81f493000 -     0x7ff8209e3c13  com.apple.AppKit (6.9 - 2575.70.57) <E4BFA09B-1DE9-3826-ADBA-6BB6718204ED> /System/Library/Frameworks/AppKit.framework/Versions/C/AppKit
    0x7ff8209e4000 -     0x7ff820bbfbf9  com.apple.UIFoundation (1.0 - 970.5.1) <68B0A966-978D-37EF-B242-767C296736E3> /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/UIFoundation
    0x7ff820bc0000 -     0x7ff820bd5799  com.apple.UniformTypeIdentifiers (709 - 709) <8B424E8A-651C-3B1B-95F2-3E7643B06C2F> /System/Library/Frameworks/UniformTypeIdentifiers.framework/Versions/A/UniformTypeIdentifiers
    0x7ff8210a8000 -     0x7ff821181375  libboringssl.dylib (486.140.6) <570F03D1-B061-3D19-8B96-FDE1E718C213> /usr/lib/libboringssl.dylib
    0x7ff821182000 -     0x7ff8211823f7  libnetwork.dylib (4277.140.33.703.1) <EDC31C0F-7B47-3768-9CB2-C992ADAD442D> /usr/lib/libnetwork.dylib
    0x7ff821183000 -     0x7ff821529472  com.apple.CFNetwork (1.0 - 3826.600.41.1.1) <0D182948-284E-366A-9126-1AB0DE451883> /System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork
    0x7ff82152a000 -     0x7ff82154336f  libsystem_networkextension.dylib (2063.140.6) <C4D49367-9833-30AD-95FF-C6F28811A6EA> /usr/lib/system/libsystem_networkextension.dylib
    0x7ff821544000 -     0x7ff821544edb  libenergytrace.dylib (23) <412EF62C-5E1D-36E9-BA48-402F88990F13> /usr/lib/libenergytrace.dylib
    0x7ff821545000 -     0x7ff8215b9fba  libMobileGestalt.dylib (1414.140.6) <7FCBF8AF-8B5A-33F8-A605-C8C13D4CE0CD> /usr/lib/libMobileGestalt.dylib
    0x7ff8215ba000 -     0x7ff8215d113b  libsystem_asl.dylib (402) <C9CEFBC7-AB24-3D71-8CC3-4F6C103ACD63> /usr/lib/system/libsystem_asl.dylib
    0x7ff8215d2000 -     0x7ff8215f12eb  com.apple.TCC (1.0 - 1) <614CA97A-5CA7-3967-B8DE-BF6C34A4E225> /System/Library/PrivateFrameworks/TCC.framework/Versions/A/TCC
    0x7ff8215f2000 -     0x7ff821abfbff  com.apple.SkyLight (1.600.0 - 891.9) <219FEAB2-E380-3F60-8254-35E3C0D85C10> /System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/SkyLight
    0x7ff821ac0000 -     0x7ff8223b2efd  com.apple.CoreGraphics (2.0 - 1889.7.2) <7422E329-C348-3488-AA35-57EC8D59A1F3> /System/Library/Frameworks/CoreGraphics.framework/Versions/A/CoreGraphics
    0x7ff8223b3000 -     0x7ff8225674c7  com.apple.ColorSync (4.13.0 - 3777.4.1) <B2731760-F3D9-3C6A-A764-10B85304F725> /System/Library/Frameworks/ColorSync.framework/Versions/A/ColorSync
    0x7ff822568000 -     0x7ff8225cdafa  com.apple.HIServices (1.22 - 807.4) <697C192F-5D8C-3C49-97A0-9406C32F0BF8> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/HIServices
    0x7ff822a1b000 -     0x7ff822f2b27f  com.apple.CoreData (120 - 1448.1) <F1D84941-C855-3669-8CF2-1BC042798264> /System/Library/Frameworks/CoreData.framework/Versions/A/CoreData
    0x7ff822f2c000 -     0x7ff822f454ad  com.apple.ProtocolBuffer (1 - 303.26.4.18.3) <F1E03046-9BEC-3CB1-8F99-9A9DD6D02711> /System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer
    0x7ff822f46000 -     0x7ff82310613f  libsqlite3.dylib (360.4) <B8519DA4-90C8-3CA5-A608-4D7F23AD91ED> /usr/lib/libsqlite3.dylib
    0x7ff8231a2000 -     0x7ff823284f90  com.apple.BaseBoard (694.5.5 - 694.5.5) <76A85985-2351-3CE1-9143-764B5349A477> /System/Library/PrivateFrameworks/BaseBoard.framework/Versions/A/BaseBoard
    0x7ff823285000 -     0x7ff8232e9837  com.apple.RunningBoardServices (1.0 - 961.100.17) <E2AAC51C-59CD-3E9A-918F-D279CD38A2D7> /System/Library/PrivateFrameworks/RunningBoardServices.framework/Versions/A/RunningBoardServices
    0x7ff8232ea000 -     0x7ff82335a7ef  com.apple.AE (944 - 944) <BB6FFE2F-DDA6-34BB-B073-904082A13F34> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE
    0x7ff82335b000 -     0x7ff82336aa2b  libdns_services.dylib (2600.140.3.703.3) <94276D46-EB27-379B-9576-C2C9784BDC32> /usr/lib/libdns_services.dylib
    0x7ff82336b000 -     0x7ff823372c57  libsystem_symptoms.dylib (2022.140.4.701.1) <3CB7C3EB-99F6-362F-8326-86C4D3CDFE34> /usr/lib/system/libsystem_symptoms.dylib
    0x7ff823373000 -     0x7ff824495593  com.apple.Network (1.0 - 4277.140.33.703.1) <379AA4B9-3E4E-35B4-92E2-B67A86AE54EE> /System/Library/Frameworks/Network.framework/Versions/A/Network
    0x7ff824496000 -     0x7ff8244c3d94  com.apple.analyticsd (1.0 - 1) <F5AAE0B4-23A7-373F-BC0D-D4C45B8184C7> /System/Library/PrivateFrameworks/CoreAnalytics.framework/Versions/A/CoreAnalytics
    0x7ff8244c4000 -     0x7ff8244c56b3  libDiagnosticMessagesClient.dylib (113) <A9D8FA60-6E79-3AF0-9E21-42A9CEBDE22D> /usr/lib/libDiagnosticMessagesClient.dylib
    0x7ff8244c6000 -     0x7ff824522bde  com.apple.spotlight.metadata.utilities (1.0 - 2333.57.1.10) <201B56F0-1485-3DC9-A679-A80DBEED1FBA> /System/Library/PrivateFrameworks/MetadataUtilities.framework/Versions/A/MetadataUtilities
    0x7ff824523000 -     0x7ff8245aa61a  com.apple.Metadata (15.7 - 2333.57.1.10) <4C26CD17-29C4-3827-8777-1598ACE88207> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata
    0x7ff8245ab000 -     0x7ff8245b2db7  com.apple.DiskArbitration (2.7 - 2.7) <B78E3969-E6E6-37A3-B0C6-F03E05087858> /System/Library/Frameworks/DiskArbitration.framework/Versions/A/DiskArbitration
    0x7ff8245b3000 -     0x7ff824c7b37f  com.apple.vImage (8.1 - 611.140.2) <815BB065-6A51-39B7-97D2-DA16E2CEEF2D> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vImage.framework/Versions/A/vImage
    0x7ff824c7c000 -     0x7ff82502911d  com.apple.QuartzCore (1.11 - 1156.18.1) <2E431591-D52C-37FC-8FB8-049CDC01C2D7> /System/Library/Frameworks/QuartzCore.framework/Versions/A/QuartzCore
    0x7ff82502a000 -     0x7ff825075b30  libFontRegistry.dylib (391.20.0.3) <AFF4DC10-A9CF-3F06-AD0F-889D156C6816> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontRegistry.dylib
    0x7ff825076000 -     0x7ff8251e39f9  com.apple.coreui (2.1 - 918.8) <023FEE12-E4BF-3F3D-8B0B-3E8CD3BF00B0> /System/Library/PrivateFrameworks/CoreUI.framework/Versions/A/CoreUI
    0x7ff825302000 -     0x7ff82530c1a9  com.apple.PerformanceAnalysis (1.385.15 - 385.15) <9CABD08A-5D74-3B98-88E4-A272E2CBF8E3> /System/Library/PrivateFrameworks/PerformanceAnalysis.framework/Versions/A/PerformanceAnalysis
    0x7ff82530d000 -     0x7ff825318e70  com.apple.OpenDirectory (15.7 - 643) <0FC812D3-275F-3462-803E-BE4964074C5C> /System/Library/Frameworks/OpenDirectory.framework/Versions/A/OpenDirectory
    0x7ff825319000 -     0x7ff8253346f7  com.apple.CFOpenDirectory (15.7 - 643) <BC0AB875-01BA-3E67-A58C-6AAB80119A37> /System/Library/Frameworks/OpenDirectory.framework/Versions/A/Frameworks/CFOpenDirectory.framework/Versions/A/CFOpenDirectory
    0x7ff825335000 -     0x7ff82534242f  com.apple.CoreServices.FSEvents (1400.100.1 - 1400.100.1) <68F37429-E658-32ED-A1D2-297C8B3B8A7D> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents
    0x7ff825343000 -     0x7ff82536a2e9  com.apple.coreservices.SharedFileList (225 - 225) <4BA03957-3978-36CE-804E-5C281BF8249D> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList
    0x7ff82536b000 -     0x7ff82536dc87  libapp_launch_measurement.dylib (17) <CD893B70-3D68-37A8-8BBC-CD4951FEE4BB> /usr/lib/libapp_launch_measurement.dylib
    0x7ff82536e000 -     0x7ff8253b71ff  com.apple.CoreAutoLayout (1.0 - 33) <E181D984-60D7-383F-8880-73E03A8015BB> /System/Library/PrivateFrameworks/CoreAutoLayout.framework/Versions/A/CoreAutoLayout
    0x7ff8253b8000 -     0x7ff82549a45f  libxml2.2.dylib (38.19) <27CEE8A8-6DC6-30E0-859B-B360B09D2C2F> /usr/lib/libxml2.2.dylib
    0x7ff82549b000 -     0x7ff8254eec73  com.apple.CoreVideo (1.8 - 0.0) <7D5B9489-3FE2-32CB-B0D6-F06BE1DC99F9> /System/Library/Frameworks/CoreVideo.framework/Versions/A/CoreVideo
    0x7ff8254ef000 -     0x7ff8254f19df  com.apple.loginsupport (3.0 - 259.5.1.100) <F70FF070-72B3-3E28-90AB-1DEF753BA7E2> /System/Library/PrivateFrameworks/login.framework/Versions/A/Frameworks/loginsupport.framework/Versions/A/loginsupport
    0x7ff82552d000 -     0x7ff82555441d  com.apple.UserManagement (1.0 - 1) <D045739E-F963-3C57-8D98-50CF17B7DAC7> /System/Library/PrivateFrameworks/UserManagement.framework/Versions/A/UserManagement
    0x7ff826da6000 -     0x7ff826dd4a33  libsystem_containermanager.dylib (689.100.6.701.1) <E8FA162C-7ACF-3771-984C-F187A7EF2848> /usr/lib/system/libsystem_containermanager.dylib
    0x7ff826dd5000 -     0x7ff826dec036  com.apple.IOSurface (372.5.2 - 372.5.2) <C291D86F-7F66-3C68-A983-C6E9B6D598E2> /System/Library/Frameworks/IOSurface.framework/Versions/A/IOSurface
    0x7ff826ded000 -     0x7ff826df5cdf  com.apple.IOAccelerator (485 - 485) <90816523-D2D5-3692-BC62-15D64285ABA6> /System/Library/PrivateFrameworks/IOAccelerator.framework/Versions/A/IOAccelerator
    0x7ff826df6000 -     0x7ff827078c3c  com.apple.Metal (368.53 - 368.53) <AD660F07-B96D-3C9A-80CE-097A5D91A474> /System/Library/Frameworks/Metal.framework/Versions/A/Metal
    0x7ff827079000 -     0x7ff82709cd07  com.apple.audio.caulk (1.0 - 181.700) <A84CC72A-FE0A-3724-A65B-C5B03E47741B> /System/Library/PrivateFrameworks/caulk.framework/Versions/A/caulk
    0x7ff82709d000 -     0x7ff8271f07fc  com.apple.CoreMedia (1.0 - 3235.14.105.6) <810816A9-E8A0-33CD-B4CA-366092A8F12B> /System/Library/Frameworks/CoreMedia.framework/Versions/A/CoreMedia
    0x7ff8271f1000 -     0x7ff8274b704f  libFontParser.dylib (423.20.0.2) <EFFFE7F0-CFA9-37FD-8987-D8210A14EA26> /System/Library/PrivateFrameworks/FontServices.framework/libFontParser.dylib
    0x7ff8274b8000 -     0x7ff8277996ed  com.apple.HIToolbox (2.1.1 - 1221) <6A873380-B08E-3337-99BF-711EABB06301> /System/Library/Frameworks/Carbon.framework/Versions/A/Frameworks/HIToolbox.framework/Versions/A/HIToolbox
    0x7ff82779a000 -     0x7ff8277ac3db  com.apple.framework.DFRFoundation (1.0 - 287.0.100) <5C1790E9-4B98-3175-AEB5-4279E4CDBD11> /System/Library/PrivateFrameworks/DFRFoundation.framework/Versions/A/DFRFoundation
    0x7ff8277ad000 -     0x7ff8277b1b5c  com.apple.dt.XCTTargetBootstrap (15.7 - 23790) <1A497229-DF4F-33CB-9525-3D0E4BD70A68> /System/Library/PrivateFrameworks/XCTTargetBootstrap.framework/Versions/A/XCTTargetBootstrap
